station_code,station_name,site_type,latitude,longitude,date,pm25,pm25_hours,pm10,pm10_hours,no2,no2_hours,o3,o3_hours
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-06 00:00:00+00:00,5.791666666666667,24,14.815041666666666,24,14.126934166666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-06 00:00:00+00:00,4.476249999999999,24,10.684375000000001,24,10.016012916666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-07 00:00:00+00:00,,12,13.969541666666666,24,10.558978333333334,24,58.76712999999998,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-07 00:00:00+00:00,6.2727272727272725,22,13.946826086956522,23,24.885212499999998,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-07 00:00:00+00:00,4.398583333333334,24,11.444791666666667,24,9.91985875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-07 00:00:00+00:00,3.3048333333333333,24,6.997916666666666,24,1.6878166666666667,24,62.588063749999996,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-07 00:00:00+00:00,5.041666666666667,24,14.976041666666667,24,12.229580869565217,23,58.57033125000001,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-07 00:00:00+00:00,4.583333333333333,24,11.191791666666667,24,14.075351666666668,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-07 00:00:00+00:00,1.9702916666666666,24,4.435416666666667,24,9.062837391304347,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-08 00:00:00+00:00,3.8333333333333335,24,9.098416666666667,24,13.590082916666667,24,45.43959541666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-08 00:00:00+00:00,7.25,24,12.922958333333334,24,21.304078695652173,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-08 00:00:00+00:00,4.282625,24,10.297916666666667,24,13.672967916666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-08 00:00:00+00:00,3.378541666666667,24,7.339583333333334,24,1.2429504166666667,24,59.202302083333336,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-08 00:00:00+00:00,2.8333333333333335,24,8.776416666666666,24,9.343883333333332,24,48.656968750000004,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-08 00:00:00+00:00,4.833333333333333,24,8.937333333333333,24,8.337927083333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-08 00:00:00+00:00,4.169625,24,8.332291666666666,24,9.122541304347825,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-09 00:00:00+00:00,5.25,24,11.393041666666667,24,11.518840833333334,24,45.073025,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-09 00:00:00+00:00,8.583333333333334,24,14.251458333333334,24,23.494329583333336,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-09 00:00:00+00:00,5.826416666666667,24,14.0625,24,15.990043333333332,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-09 00:00:00+00:00,4.396625,24,9.703125,24,1.6142716666666665,24,58.77059499999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-09 00:00:00+00:00,5.208333333333333,24,13.969541666666666,24,13.504363750000001,24,41.589557500000005,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-09 00:00:00+00:00,6.833333333333333,24,13.3255,24,16.488799166666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-09 00:00:00+00:00,4.124375,24,8.229166666666666,24,9.835675416666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-10 00:00:00+00:00,6.708333333333333,24,10.507416666666666,24,18.367114166666667,24,40.96797958333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-10 00:00:00+00:00,6.583333333333333,24,9.299666666666667,24,25.595031666666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-10 00:00:00+00:00,4.8250416666666665,24,10.589583333333334,24,15.39685875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-10 00:00:00+00:00,3.1947083333333333,24,6.092708333333333,24,2.2982608333333334,24,56.077785,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-10 00:00:00+00:00,3.7916666666666665,24,9.742541666666666,24,14.773249999999999,24,33.61022208333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-10 00:00:00+00:00,4.916666666666667,24,9.380125,24,22.933902500000002,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-10 00:00:00+00:00,3.7137083333333334,24,6.95,24,12.835288333333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-11 00:00:00+00:00,11.0,24,15.781041666666667,24,17.284044583333333,24,33.33789083333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-11 00:00:00+00:00,12.541666666666666,24,16.224166666666665,24,20.853571249999998,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-11 00:00:00+00:00,9.698375,24,14.302083333333334,24,11.598867916666668,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-11 00:00:00+00:00,4.876291666666667,24,7.914583333333333,24,1.8404258333333334,24,55.89276791666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-11 00:00:00+00:00,7.541666666666667,24,12.60075,24,10.522292083333333,24,34.81180083333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-11 00:00:00+00:00,7.375,24,14.493,24,20.771428750000002,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-11 00:00:00+00:00,7.2444999999999995,24,10.809375000000001,24,11.342714583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-12 00:00:00+00:00,18.333333333333332,24,23.945,23,13.168550416666667,24,40.77672541666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-12 00:00:00+00:00,20.5,24,25.242,24,18.500869166666668,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-12 00:00:00+00:00,20.213416666666667,24,25.308333333333334,24,11.525599166666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-12 00:00:00+00:00,15.199666666666666,24,19.76875,24,5.123364166666667,24,44.57479291666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-12 00:00:00+00:00,14.083333333333334,24,19.2435,24,8.626887083333333,24,36.75067750000001,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-12 00:00:00+00:00,14.333333333333334,24,17.995458333333335,24,20.361528333333336,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-12 00:00:00+00:00,18.74020833333333,24,22.390625,24,13.735652916666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-13 00:00:00+00:00,9.333333333333334,24,12.359333333333334,24,14.43327875,24,31.484247083333326,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-13 00:00:00+00:00,9.5,24,12.399541666666666,24,20.966658333333335,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-13 00:00:00+00:00,12.103083333333332,24,15.535416666666668,24,13.208751666666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-13 00:00:00+00:00,8.575125,24,10.961458333333333,24,5.145693333333333,24,36.797799166666664,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-13 00:00:00+00:00,4.291666666666667,24,5.636,24,5.577724583333333,24,46.267055238095246,21
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-13 00:00:00+00:00,8.041666666666666,24,9.058041666666666,24,23.76338208333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-13 00:00:00+00:00,8.4385,24,10.633333333333333,24,18.04572333333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-14 00:00:00+00:00,5.708333333333333,24,8.856833333333332,24,13.409982083333333,24,30.52173791666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-14 00:00:00+00:00,6.833333333333333,24,10.467291666666666,24,20.3600025,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-14 00:00:00+00:00,6.610708333333332,24,10.215625000000001,24,11.7613775,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-14 00:00:00+00:00,3.7542500000000003,24,5.719083333333334,24,2.728806818181818,22,39.38656666666667,21
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-14 00:00:00+00:00,4.375,24,9.984083333333333,24,9.29976125,24,41.776858749999995,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-14 00:00:00+00:00,6.333333333333333,24,7.810041666666667,24,21.486281666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-14 00:00:00+00:00,14.915625,24,19.04375,24,24.020960000000002,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-15 00:00:00+00:00,10.130434782608695,23,14.613791666666666,24,14.24473375,24,43.263602272727276,22
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-15 00:00:00+00:00,9.958333333333334,24,14.493041666666668,24,24.105986666666666,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-15 00:00:00+00:00,11.823875,24,17.534375,24,13.038534583333332,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-15 00:00:00+00:00,16.812166666666666,24,21.85729166666667,24,7.54440125,24,35.565730416666675,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-15 00:00:00+00:00,12.130434782608695,23,15.795217391304348,23,8.433774347826088,23,41.51695956521739,23
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-15 00:00:00+00:00,11.695652173913043,23,16.383434782608695,23,25.11630608695652,23,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-15 00:00:00+00:00,19.8075,24,24.676041666666666,24,22.204575833333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-16 00:00:00+00:00,6.125,24,9.621583333333334,24,15.690361304347826,23,46.887865000000005,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-16 00:00:00+00:00,6.833333333333333,24,9.380166666666666,24,24.518070416666664,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-16 00:00:00+00:00,5.472708333333333,24,13.403125000000001,24,15.576196666666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-16 00:00:00+00:00,8.548583333333333,24,11.928125,24,5.9787766666666675,24,43.331637083333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-16 00:00:00+00:00,5.333333333333333,24,7.045208333333334,24,14.131504166666666,24,41.16365749999999,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-16 00:00:00+00:00,4.833333333333333,24,10.467125,24,29.14081416666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-16 00:00:00+00:00,11.901666666666666,24,17.400000000000002,24,28.790187500000002,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-17 00:00:00+00:00,7.75,24,17.150125,24,18.8969575,24,37.832375000000006,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-17 00:00:00+00:00,11.208333333333334,24,15.982458333333334,24,27.874499166666666,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-17 00:00:00+00:00,8.286166666666666,24,17.252083333333335,24,15.411101666666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-17 00:00:00+00:00,4.748458333333333,24,8.530208333333333,24,6.1624825,24,53.614342083333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-17 00:00:00+00:00,5.833333333333333,24,8.695791666666667,24,10.706202083333332,24,54.49399625000001,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-17 00:00:00+00:00,6.958333333333333,24,12.721625000000001,24,30.14373833333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-17 00:00:00+00:00,11.825916666666666,24,18.039583333333333,24,28.4931775,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-18 00:00:00+00:00,8.291666666666666,24,16.948666666666668,24,13.166420416666668,24,54.20404458333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-18 00:00:00+00:00,10.375,24,16.223958333333332,24,25.835125652173915,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-18 00:00:00+00:00,6.739458333333332,24,12.122916666666667,24,11.483340833333335,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-18 00:00:00+00:00,6.6883333333333335,24,18.881249999999998,24,5.343229166666667,24,60.33666458333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-18 00:00:00+00:00,7.375,24,13.52675,24,6.875007083333333,24,59.807435,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-18 00:00:00+00:00,7.166666666666667,24,14.493,24,19.71613125,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-18 00:00:00+00:00,10.781208333333334,24,15.370833333333332,24,19.05077208333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-19 00:00:00+00:00,6.666666666666667,24,13.768291666666668,24,12.342986250000001,24,53.16946833333335,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-19 00:00:00+00:00,9.208333333333334,24,11.956708333333333,24,20.505033333333333,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-19 00:00:00+00:00,5.473708333333334,24,10.020833333333334,24,9.36168375,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-19 00:00:00+00:00,5.429458333333333,24,9.755208333333334,24,2.198407083333333,24,64.68632041666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-19 00:00:00+00:00,7.375,24,13.929333333333334,24,6.794612083333334,24,59.31578041666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-19 00:00:00+00:00,5.833333333333333,24,13.043583333333332,24,16.929853333333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-19 00:00:00+00:00,5.847083333333334,24,8.622916666666667,24,12.741983333333332,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-20 00:00:00+00:00,3.9583333333333335,24,11.996958333333334,24,13.509704166666666,24,52.39821249999999,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-20 00:00:00+00:00,7.333333333333333,24,9.903625,24,25.403105,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-20 00:00:00+00:00,3.4492499999999997,24,7.065625000000001,24,7.904896666666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-20 00:00:00+00:00,2.6768750000000003,24,5.8,24,1.8425975,24,63.86309458333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-20 00:00:00+00:00,4.375,24,7.528333333333333,24,10.131530833333334,24,54.37527166666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-20 00:00:00+00:00,4.125,24,8.4945,24,14.14551,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-20 00:00:00+00:00,4.10875,24,6.797916666666667,24,19.506554166666668,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-21 00:00:00+00:00,5.545454545454546,22,12.077454545454545,22,13.409826956521739,23,44.742727826086956,23
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-21 00:00:00+00:00,5.25,24,12.721625000000001,24,28.1464725,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-21 00:00:00+00:00,3.0975,24,7.129166666666666,24,13.828855416666668,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-21 00:00:00+00:00,2.5925,24,6.111458333333334,24,1.7950662499999999,24,53.49099791666668,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-21 00:00:00+00:00,5.25,24,12.439791666666666,24,11.292475416666667,24,49.541954583333336,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-21 00:00:00+00:00,4.333333333333333,24,9.62175,24,18.044633333333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-21 00:00:00+00:00,2.056791666666667,24,4.204166666666667,24,9.952143913043479,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-22 00:00:00+00:00,6.166666666666667,24,10.829500000000001,24,18.6134775,24,37.56974625,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-22 00:00:00+00:00,6.958333333333333,24,12.077541666666667,24,30.44373625,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-22 00:00:00+00:00,4.295333333333333,24,10.011458333333334,24,20.88798458333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-22 00:00:00+00:00,3.5633478260869564,23,7.576086956521739,23,2.728665416666667,24,56.47346041666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-22 00:00:00+00:00,4.291666666666667,24,8.21275,24,11.69999625,24,41.627168749999996,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-22 00:00:00+00:00,4.083333333333333,24,11.272416666666667,24,27.799585833333335,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-22 00:00:00+00:00,4.1295,24,7.590625,24,23.315511666666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-23 00:00:00+00:00,6.291666666666667,24,8.333458333333335,24,9.9929,24,55.002324583333326,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-23 00:00:00+00:00,6.739130434782608,23,8.107695652173913,23,20.45269,22,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-23 00:00:00+00:00,2.333041666666667,24,4.5249999999999995,24,8.1314175,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-23 00:00:00+00:00,2.8636250000000003,24,6.919791666666666,24,1.4026616666666667,24,57.69097625,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-23 00:00:00+00:00,5.458333333333333,24,6.401125,24,13.400127083333333,24,52.01933041666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-23 00:00:00+00:00,2.8636363636363638,22,6.924375,24,13.925474166666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-23 00:00:00+00:00,3.70875,24,6.8500000000000005,24,12.070625,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-24 00:00:00+00:00,6.958333333333333,24,13.164541666666667,24,15.876175833333333,24,47.710397916666665,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-24 00:00:00+00:00,6.958333333333333,24,13.929416666666667,24,32.64099875,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-24 00:00:00+00:00,4.9322083333333335,24,10.794791666666667,24,14.76373,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-24 00:00:00+00:00,3.690125,24,8.183333333333334,24,1.1589708333333333,24,62.15358291666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-24 00:00:00+00:00,4.75,24,13.285208333333335,24,10.614828333333334,24,54.868542083333324,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-24 00:00:00+00:00,5.833333333333333,18,,11,22.726805416666664,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-24 00:00:00+00:00,2.52075,24,5.176041666666666,24,8.377764166666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-25 00:00:00+00:00,5.833333333333333,24,9.460666666666667,24,9.84940875,24,49.94516541666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-25 00:00:00+00:00,7.458333333333333,24,10.225708333333333,24,22.816291666666668,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-25 00:00:00+00:00,2.7388333333333335,24,5.932291666666667,24,7.732235416666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-25 00:00:00+00:00,3.5643333333333334,24,8.296875,24,0.86023375,24,63.05719208333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-25 00:00:00+00:00,5.208333333333333,24,8.53475,24,11.19761375,24,52.2997675,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-25 00:00:00+00:00,,0,,0,6.979500000000001,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-25 00:00:00+00:00,2.5648750000000002,24,5.875,24,4.342948333333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-26 00:00:00+00:00,4.458333333333333,24,9.138625,24,7.544672083333334,24,53.996159166666665,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-26 00:00:00+00:00,6.208333333333333,24,8.77625,24,18.142209166666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-26 00:00:00+00:00,1.9800833333333332,24,5.042708333333333,24,3.828085833333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-26 00:00:00+00:00,2.8066666666666666,24,6.823958333333334,24,0.6678741666666667,24,63.238744999999994,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-26 00:00:00+00:00,3.9583333333333335,24,6.642625,24,4.5257129166666665,24,60.55494916666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-26 00:00:00+00:00,,0,,0,6.007382083333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-26 00:00:00+00:00,2.545166666666667,24,5.094791666666667,24,2.66939375,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-27 00:00:00+00:00,7.75,24,16.264333333333333,24,7.0230966666666665,24,59.89594625000001,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-27 00:00:00+00:00,8.5,24,15.821541666666667,24,20.981724347826088,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-27 00:00:00+00:00,5.69875,24,12.211458333333333,24,5.32532375,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-27 00:00:00+00:00,6.201875,24,13.919791666666667,24,0.8032147826086956,23,64.28648666666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-27 00:00:00+00:00,6.458333333333333,24,19.444791666666667,24,8.51996,24,61.049542083333336,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-27 00:00:00+00:00,,7,,12,8.818523333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-27 00:00:00+00:00,4.657041666666667,24,8.754166666666666,24,5.654707500000001,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-28 00:00:00+00:00,6.625,24,19.324,24,7.905584166666667,24,67.02918916666665,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-28 00:00:00+00:00,7.458333333333333,24,16.22404166666667,24,22.68101916666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-28 00:00:00+00:00,5.931625,24,13.388541666666667,24,6.492494166666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-28 00:00:00+00:00,6.3617083333333335,24,15.292,24,1.3444983333333334,24,69.85643041666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-28 00:00:00+00:00,6.833333333333333,24,20.813541666666666,24,3.5925837499999997,24,73.69809708333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-28 00:00:00+00:00,6.0,24,16.586458333333333,24,8.783421666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-28 00:00:00+00:00,5.464652173913043,23,10.435869565217391,23,11.252360454545455,22,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-29 00:00:00+00:00,6.565217391304348,23,10.320772727272727,22,22.44827875,24,45.585808333333325,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-29 00:00:00+00:00,7.458333333333333,24,10.748875,24,31.968079583333335,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-29 00:00:00+00:00,3.33925,24,6.429166666666667,24,16.197230434782607,23,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-29 00:00:00+00:00,3.194304347826087,23,8.065217391304348,23,1.23166,24,63.63719125000001,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-29 00:00:00+00:00,4.545454545454546,22,9.15795652173913,23,18.128050434782608,23,54.811383809523804,21
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-29 00:00:00+00:00,4.5,24,9.872043478260869,23,27.599877083333336,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-29 00:00:00+00:00,3.2919583333333335,24,6.469791666666667,24,10.564643043478261,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-30 00:00:00+00:00,5.045454545454546,22,11.876125,24,19.113628333333335,24,44.92819791666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-30 00:00:00+00:00,7.458333333333333,24,15.418875,24,25.295635,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-30 00:00:00+00:00,4.459739130434783,23,10.027173913043478,23,12.95727652173913,23,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-10-30 00:00:00+00:00,4.64125,24,10.405208333333333,24,1.6651320833333332,24,68.33970956521739,23
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-10-30 00:00:00+00:00,5.208333333333333,24,11.191833333333333,24,10.189807083333333,24,52.445786250000005,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-10-30 00:00:00+00:00,6.625,24,13.285333333333334,24,18.714652916666665,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-10-30 00:00:00+00:00,3.6015833333333336,24,7.003125,24,14.393029583333332,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-10-31 00:00:00+00:00,7.125,24,15.499541666666667,24,22.109953333333333,21,58.77197999999999,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-10-31 00:00:00+00:00,7.083333333333333,24,16.948833333333333,24,17.178819166666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-10-31 00:00:00+00:00,7.570791666666666,24,15.886458333333332,24,5.500157083333334,24,,0
