station_code,station_name,site_type,latitude,longitude,date,pm25,pm25_hours,pm10,pm10_hours,no2,no2_hours,o3,o3_hours
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-20 00:00:00+00:00,11.909583333333332,24,22.289583333333336,24,10.650832083333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-20 00:00:00+00:00,9.075333333333333,24,15.166666666666666,24,2.977229166666667,24,81.75994916666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-20 00:00:00+00:00,11.625,24,35.22604166666667,24,,0,77.20461041666665,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-20 00:00:00+00:00,12.375,24,28.221041666666665,24,13.193007916666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-20 00:00:00+00:00,4.6306666666666665,24,8.154166666666667,24,8.426244583333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-21 00:00:00+00:00,8.375,24,13.124166666666667,24,,0,72.25196375000002,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-21 00:00:00+00:00,5.083333333333333,24,10.708708333333334,24,17.785405833333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-21 00:00:00+00:00,4.578333333333333,24,7.984375,24,4.3743375,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-21 00:00:00+00:00,2.9914583333333336,24,4.416666666666667,24,3.603364583333333,24,74.63918083333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-21 00:00:00+00:00,6.833333333333333,24,16.183833333333332,24,,0,80.42679583333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-21 00:00:00+00:00,6.916666666666667,24,9.380208333333334,24,6.625159166666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-21 00:00:00+00:00,3.5457083333333332,24,5.777083333333334,24,5.566972083333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-22 00:00:00+00:00,7.708333333333333,24,14.814916666666667,24,,0,79.73791708333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-22 00:00:00+00:00,6.833333333333333,24,15.459166666666667,24,16.117673333333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-22 00:00:00+00:00,6.521208333333333,24,12.189583333333333,24,2.684405,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-22 00:00:00+00:00,6.752208333333333,24,11.28125,24,4.0533720833333335,24,79.11287499999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-22 00:00:00+00:00,8.166666666666666,24,21.336916666666667,24,,0,87.27063125,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-22 00:00:00+00:00,8.916666666666666,24,17.633166666666668,24,4.222297083333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-22 00:00:00+00:00,4.44275,24,7.273958333333333,24,2.28880625,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-23 00:00:00+00:00,9.416666666666666,24,18.196791666666666,24,,0,76.25653125,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-23 00:00:00+00:00,8.5,24,17.633083333333335,24,22.375107826086957,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-23 00:00:00+00:00,7.568208333333334,24,14.56075,24,5.6979025000000005,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-23 00:00:00+00:00,6.625333333333334,24,10.8375,24,3.928327083333333,24,75.31065041666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-23 00:00:00+00:00,9.333333333333334,24,23.390041666666665,24,,0,82.92797999999999,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-23 00:00:00+00:00,8.333333333333334,24,19.364208333333334,24,7.1649079166666665,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-23 00:00:00+00:00,5.109083333333333,24,8.576041666666667,24,6.9107875000000005,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-24 00:00:00+00:00,9.608695652173912,23,18.399782608695652,23,,9,52.856254166666695,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-24 00:00:00+00:00,10.916666666666666,24,21.417416666666668,24,29.83674086956522,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-24 00:00:00+00:00,9.306291666666667,24,19.485416666666666,24,10.086829166666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-24 00:00:00+00:00,6.107583333333333,24,10.592708333333333,24,3.1845145833333333,24,72.34481958333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-24 00:00:00+00:00,8.166666666666666,24,21.618750000000002,24,,0,67.70222458333335,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-24 00:00:00+00:00,9.083333333333334,24,22.02125,24,18.0764225,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-24 00:00:00+00:00,6.040875,24,15.151041666666666,24,13.732985416666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-25 00:00:00+00:00,10.791666666666666,24,19.243458333333333,24,17.563152916666667,24,49.42268000000001,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-25 00:00:00+00:00,10.416666666666666,24,21.296666666666667,24,25.571769583333335,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-25 00:00:00+00:00,11.146875,24,18.636458333333334,24,16.967875833333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-25 00:00:00+00:00,5.703625,24,8.305208333333333,24,4.106695416666667,24,72.46123416666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-25 00:00:00+00:00,8.916666666666666,24,21.57841666666667,24,,0,70.635405,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-25 00:00:00+00:00,,16,23.027708333333333,24,22.287947916666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-25 00:00:00+00:00,6.375473684210526,19,11.532894736842104,19,,9,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-26 00:00:00+00:00,4.333333333333333,24,7.649,24,10.629184545454546,22,75.05425791666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-26 00:00:00+00:00,4.208333333333333,24,11.312541666666666,24,17.79730208333333,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-26 00:00:00+00:00,4.148000000000001,24,8.161458333333334,24,9.325149166666668,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-26 00:00:00+00:00,,12,,12,1.964435,24,87.19546083333331,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-26 00:00:00+00:00,6.041666666666667,24,18.277291666666667,24,,0,84.53945166666665,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-26 00:00:00+00:00,5.375,24,11.876125,24,6.89274,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-26 00:00:00+00:00,1.3748333333333334,24,2.3520833333333333,24,,14,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-27 00:00:00+00:00,3.0416666666666665,24,3.0596666666666668,24,11.54567125,24,70.63738666666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-27 00:00:00+00:00,3.6666666666666665,24,7.045208333333334,24,21.100380416666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-27 00:00:00+00:00,2.306416666666667,24,4.072916666666667,24,9.070814166666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-27 00:00:00+00:00,,0,,0,1.8206304166666667,24,85.17481416666668,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-27 00:00:00+00:00,3.7916666666666665,24,4.307666666666667,24,,0,71.52284791666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-27 00:00:00+00:00,3.7916666666666665,24,5.1531666666666665,24,17.8517625,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-27 00:00:00+00:00,4.851541666666667,24,8.626041666666667,24,15.833598333333335,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-02-28 00:00:00+00:00,5.75,24,9.460708333333335,24,11.091756666666667,24,67.43595124999999,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-02-28 00:00:00+00:00,7.916666666666667,24,,0,28.446587500000003,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-02-28 00:00:00+00:00,4.495875,24,8.461458333333333,24,5.912489166666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-02-28 00:00:00+00:00,,0,,0,1.8786045833333331,24,72.01843999999998,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-02-28 00:00:00+00:00,4.666666666666667,24,12.560666666666668,24,,0,75.52353333333332,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-02-28 00:00:00+00:00,6.375,24,13.647583333333335,24,12.897970416666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-02-28 00:00:00+00:00,4.1165,24,7.9781249999999995,24,8.195472083333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-01 00:00:00+00:00,4.958333333333333,24,8.373666666666667,24,13.1561525,24,70.27635833333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-01 00:00:00+00:00,6.166666666666667,24,,0,13.467004166666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-01 00:00:00+00:00,4.215791666666667,24,8.3375,24,4.280175416666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-01 00:00:00+00:00,,0,,0,1.6342550000000002,24,81.73361666666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-01 00:00:00+00:00,5.458333333333333,24,14.654083333333332,24,,0,80.51606916666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-01 00:00:00+00:00,5.916666666666667,24,13.084000000000001,24,7.95132375,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-01 00:00:00+00:00,3.2045833333333333,24,6.072916666666667,24,7.573552083333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-02 00:00:00+00:00,6.958333333333333,24,15.177416666666666,24,13.970954583333333,24,65.59478000000001,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-02 00:00:00+00:00,8.541666666666666,24,,0,23.376045416666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-02 00:00:00+00:00,7.269083333333334,24,15.15,24,11.081059545454545,22,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-02 00:00:00+00:00,,12,,12,2.87243125,24,74.80410374999998,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-02 00:00:00+00:00,6.625,24,15.459208333333335,24,,0,72.52604666666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-02 00:00:00+00:00,8.0,22,15.963347826086956,23,15.684617391304347,23,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-02 00:00:00+00:00,3.3186666666666667,24,7.472916666666666,24,8.415728333333332,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-03 00:00:00+00:00,8.791666666666666,24,14.533416666666668,24,17.475474166666668,24,50.57852333333332,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-03 00:00:00+00:00,,15,,14,23.29180956521739,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-03 00:00:00+00:00,8.472833333333334,24,14.648958333333333,24,15.048358333333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-03 00:00:00+00:00,8.094583333333334,24,14.330208333333333,24,5.254297083333333,24,55.38760583333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-03 00:00:00+00:00,8.541666666666666,24,11.916583333333334,24,,0,59.948247916666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-03 00:00:00+00:00,10.041666666666666,24,17.19025,24,33.16627916666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-03 00:00:00+00:00,10.815791666666668,24,25.011458333333334,24,20.14288347826087,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-04 00:00:00+00:00,16.291666666666668,24,25.04070833333333,24,20.917081904761904,21,45.228937916666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-04 00:00:00+00:00,16.666666666666668,24,24.557541666666665,24,26.462632083333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-04 00:00:00+00:00,17.875416666666666,24,25.353125000000002,24,26.078559583333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-04 00:00:00+00:00,17.473583333333334,24,24.001041666666666,24,8.575772083333334,24,58.34165749999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-04 00:00:00+00:00,14.08695652173913,23,21.676565217391303,23,,0,71.30183434782609,23
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-04 00:00:00+00:00,12.958333333333334,24,25.241958333333333,24,36.75394166666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-04 00:00:00+00:00,14.990291666666666,24,25.733333333333334,24,19.34445875,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-05 00:00:00+00:00,26.041666666666668,24,36.87670833333333,24,31.688436666666664,24,29.004867083333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-05 00:00:00+00:00,23.916666666666668,24,34.420833333333334,24,35.014991304347824,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-05 00:00:00+00:00,21.605833333333333,24,31.911458333333332,24,26.952385833333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-05 00:00:00+00:00,19.084083333333336,24,26.840625,24,10.202813333333333,24,60.614538333333314,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-05 00:00:00+00:00,16.0,24,22.142041666666668,24,,0,61.191275,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-05 00:00:00+00:00,16.083333333333332,24,24.316041666666667,24,32.799841666666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-05 00:00:00+00:00,26.738541666666666,24,33.959375,24,20.813015416666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-06 00:00:00+00:00,7.25,24,9.017875,24,14.582581249999999,24,55.82970875,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-06 00:00:00+00:00,9.666666666666666,24,13.28525,24,20.641043333333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-06 00:00:00+00:00,5.288,24,8.294791666666667,24,10.654064166666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-06 00:00:00+00:00,4.005541666666667,24,9.237499999999999,24,2.740343636363636,22,81.43149083333331,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-06 00:00:00+00:00,3.7083333333333335,24,1.9324166666666667,24,,0,73.52621791666665,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-06 00:00:00+00:00,2.25,24,4.951708333333333,24,6.88214125,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-06 00:00:00+00:00,2.9462083333333333,24,5.248958333333333,24,11.904860416666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-07 00:00:00+00:00,15.666666666666666,24,19.082375000000003,24,15.085302083333334,24,39.352017083333344,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-07 00:00:00+00:00,21.041666666666668,24,23.993958333333335,24,19.65604125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-07 00:00:00+00:00,16.685416666666665,24,21.253125,24,13.922030833333332,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-07 00:00:00+00:00,11.575291666666667,24,16.313541666666666,24,8.144191666666666,24,53.68571666666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-07 00:00:00+00:00,10.958333333333334,24,9.702250000000001,24,,0,37.07443291666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-07 00:00:00+00:00,11.375,24,15.217666666666666,24,25.774313333333335,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-07 00:00:00+00:00,12.070666666666668,24,18.515625,24,18.661702083333335,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-08 00:00:00+00:00,25.458333333333332,24,29.38854166666667,24,14.9508875,24,31.622144583333338,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-08 00:00:00+00:00,27.416666666666668,24,31.643083333333333,24,21.167549166666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-08 00:00:00+00:00,22.852,24,29.488541666666666,24,12.501512083333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-08 00:00:00+00:00,17.99825,24,20.353125,24,9.150723333333334,24,30.521045833333336,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-08 00:00:00+00:00,21.75,24,21.819999999999997,24,,0,32.270282083333335,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-08 00:00:00+00:00,19.583333333333332,24,22.10183333333333,24,22.49806166666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-08 00:00:00+00:00,22.499041666666667,24,30.383333333333336,24,15.087178333333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-09 00:00:00+00:00,24.541666666666668,24,26.932875,24,20.13472625,24,39.9541925,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-09 00:00:00+00:00,27.625,24,32.00541666666667,24,28.92745652173913,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-09 00:00:00+00:00,23.5535,24,28.454166666666666,24,22.569927500000002,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-09 00:00:00+00:00,12.852958333333333,24,15.613541666666668,24,9.348609999999999,24,51.497375833333344,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-09 00:00:00+00:00,13.791666666666666,24,14.452791666666668,24,,0,,9
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-09 00:00:00+00:00,15.166666666666666,24,18.237,24,25.604867083333332,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-09 00:00:00+00:00,15.722333333333333,24,21.7,24,17.98004583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-10 00:00:00+00:00,3.4583333333333335,24,6.6425833333333335,24,15.280596666666668,24,67.19826875,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-10 00:00:00+00:00,6.083333333333333,24,10.829458333333333,24,22.764385,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-10 00:00:00+00:00,3.3215416666666666,24,8.273958333333333,24,11.858600869565217,23,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-10 00:00:00+00:00,3.3285,24,6.983333333333333,24,3.2656420833333333,24,76.06042416666668,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-10 00:00:00+00:00,4.666666666666667,24,14.291666666666666,24,,0,,13
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-10 00:00:00+00:00,4.208333333333333,24,10.628375,24,13.007093333333332,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-10 00:00:00+00:00,2.181625,24,6.605208333333334,24,12.648757916666668,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-11 00:00:00+00:00,9.416666666666666,24,24.59783333333333,24,7.988566250000001,24,76.43531083333335,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-11 00:00:00+00:00,9.375,24,20.209708333333335,24,25.835298750000003,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-11 00:00:00+00:00,9.015458333333333,24,20.313541666666666,24,5.556910416666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-11 00:00:00+00:00,9.637500000000001,24,18.485416666666666,24,2.310357916666667,24,76.18862041666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-11 00:00:00+00:00,8.375,24,26.61075,24,,0,78.88974541666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-11 00:00:00+00:00,8.458333333333334,24,24.517375,24,7.2707325,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-11 00:00:00+00:00,6.4239999999999995,24,12.457291666666668,24,5.0356258333333335,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-12 00:00:00+00:00,4.708333333333333,24,10.104916666666666,24,6.458007916666666,24,74.72718541666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-12 00:00:00+00:00,6.458333333333333,24,11.393083333333335,24,10.928125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-12 00:00:00+00:00,5.628,24,13.088541666666666,24,5.626493750000001,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-12 00:00:00+00:00,5.1710416666666665,24,8.614583333333334,24,1.4669283333333334,24,81.99070291666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-12 00:00:00+00:00,8.25,24,27.818375,24,,0,76.14149958333331,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-12 00:00:00+00:00,6.25,24,18.92141666666667,24,4.132377916666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-12 00:00:00+00:00,2.6100833333333333,24,5.020833333333333,24,4.9986629166666665,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-13 00:00:00+00:00,6.041666666666667,24,12.641166666666665,24,11.197468333333333,24,72.46608666666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-13 00:00:00+00:00,9.083333333333334,24,15.016374999999998,24,28.49817333333333,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-13 00:00:00+00:00,5.2604999999999995,24,11.383333333333333,24,9.325888695652173,23,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-13 00:00:00+00:00,3.3814583333333332,24,5.816666666666666,24,1.5391841666666668,24,70.94228541666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-13 00:00:00+00:00,6.875,24,15.781333333333334,24,,12,74.91705458333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-13 00:00:00+00:00,4.25,24,14.815041666666666,24,10.544300833333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-13 00:00:00+00:00,2.955,24,5.401041666666667,24,3.9411125000000005,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-14 00:00:00+00:00,8.541666666666666,24,14.77475,24,13.510757499999999,24,55.615585833333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-14 00:00:00+00:00,10.208333333333334,24,19.927916666666665,24,30.368627500000002,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-14 00:00:00+00:00,5.983750000000001,24,10.887500000000001,24,18.397997083333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-14 00:00:00+00:00,3.81875,24,8.375,24,2.0724095833333336,24,63.42098958333332,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-14 00:00:00+00:00,6.541666666666667,24,12.480125000000001,24,11.779844583333334,24,49.09075625,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-14 00:00:00+00:00,10.0,24,17.673416666666668,24,19.04485375,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-14 00:00:00+00:00,5.108125,24,10.328125,24,10.133272083333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-15 00:00:00+00:00,7.625,24,12.479999999999999,24,12.44181125,24,60.897955833333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-15 00:00:00+00:00,7.958333333333333,24,11.594375,24,18.471204583333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-15 00:00:00+00:00,5.716458333333333,24,10.609375,24,7.6704904166666665,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-15 00:00:00+00:00,4.6963333333333335,24,8.772916666666667,24,1.340552608695652,23,69.99779375,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-15 00:00:00+00:00,6.75,24,16.586333333333332,24,4.8442575,24,65.76940458333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-15 00:00:00+00:00,8.666666666666666,24,18.196791666666666,24,10.3361425,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-15 00:00:00+00:00,3.260521739130435,23,5.744217391304347,23,4.041487916666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-16 00:00:00+00:00,6.916666666666667,24,14.291583333333334,24,9.683972083333334,24,71.72254875,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-16 00:00:00+00:00,7.2272727272727275,22,16.205772727272727,22,25.02097541666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-03-16 00:00:00+00:00,7.261208333333333,24,14.890625,24,8.914102083333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-03-16 00:00:00+00:00,8.981916666666667,24,15.09375,24,1.6410816666666665,24,78.69918291666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-03-16 00:00:00+00:00,8.541666666666666,24,22.18241666666667,24,6.662097916666667,24,77.69856166666668,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-03-16 00:00:00+00:00,9.0,24,20.330458333333333,24,7.678502083333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-03-16 00:00:00+00:00,3.760875,24,6.75,24,6.683964583333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-03-17 00:00:00+00:00,10.416666666666666,24,21.377208333333332,24,15.13566,24,70.19944125000002,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-03-17 00:00:00+00:00,10.227272727272727,22,23.309625,24,26.593647083333334,24,,0
