station_code,station_name,site_type,latitude,longitude,date,pm25,pm25_hours,pm25_screened,pm25_screened_hours,pm10,pm10_hours,no2,no2_hours,o3,o3_hours
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-24 00:00:00+00:00,7.724166666666666,24,7.724166666666666,24,13.133333333333333,24,12.404077083333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-25 00:00:00+00:00,13.666666666666666,24,13.666666666666666,24,27.738,24,10.607867391304348,23,114.87471125,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-25 00:00:00+00:00,14.19047619047619,21,14.19047619047619,21,27.361,22,22.007115454545456,22,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-25 00:00:00+00:00,14.813249999999998,24,14.813249999999998,24,31.70625,24,10.744007083333335,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-25 00:00:00+00:00,13.521727272727274,22,13.521727272727274,22,31.108695652173914,23,4.906432727272727,22,122.94797181818181,22
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-25 00:00:00+00:00,17.0,24,17.0,24,32.81045833333334,24,6.9487145833333335,24,122.27681666666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-25 00:00:00+00:00,22.125,24,22.125,24,35.70908333333333,24,22.389179166666665,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-25 00:00:00+00:00,8.447333333333333,24,8.447333333333333,24,18.238541666666666,24,12.257292083333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-26 00:00:00+00:00,12.291666666666666,24,12.291666666666666,24,22.18225,24,9.962940434782608,23,90.61586916666668,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-26 00:00:00+00:00,12.583333333333334,24,12.583333333333334,24,19.525208333333335,24,22.9021875,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-26 00:00:00+00:00,13.2125,24,13.2125,24,25.729166666666668,24,8.877100833333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-26 00:00:00+00:00,9.628541666666667,24,9.628541666666667,24,17.930208333333333,24,3.4795149999999997,24,72.80909583333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-26 00:00:00+00:00,13.916666666666666,24,13.916666666666666,24,26.5705,24,7.880657500000001,24,85.82203,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-26 00:00:00+00:00,15.041666666666666,24,15.041666666666666,24,22.142041666666668,24,10.536925833333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-26 00:00:00+00:00,11.202833333333333,24,11.202833333333333,24,20.123958333333334,24,12.873391304347827,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-27 00:00:00+00:00,5.25,24,5.25,24,9.742666666666667,24,7.334472608695652,23,61.862542916666676,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-27 00:00:00+00:00,4.416666666666667,24,4.416666666666667,24,8.172541666666666,24,15.419364166666668,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-27 00:00:00+00:00,4.330875,24,4.330875,24,9.671875,24,6.27839875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-27 00:00:00+00:00,4.929250000000001,24,4.929250000000001,24,8.776041666666666,24,2.5474912499999998,24,56.019577916666684,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-27 00:00:00+00:00,6.25,24,6.25,24,14.050208333333332,24,6.8351670833333324,24,57.05692500000001,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-27 00:00:00+00:00,8.333333333333334,24,8.333333333333334,24,13.365708333333332,24,9.186700833333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-27 00:00:00+00:00,3.657625,24,3.657625,24,8.405208333333333,24,5.737659166666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-28 00:00:00+00:00,5.208333333333333,24,5.208333333333333,24,11.876249999999999,24,5.897504782608695,23,56.53444041666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-28 00:00:00+00:00,5.416666666666667,24,5.416666666666667,24,7.608875,24,11.27976875,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-28 00:00:00+00:00,3.436541666666667,24,3.436541666666667,24,7.954166666666667,24,1.5369325,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-28 00:00:00+00:00,3.8207916666666666,24,3.8207916666666666,24,8.942708333333334,24,2.07131875,24,52.34000583333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-28 00:00:00+00:00,5.708333333333333,24,5.708333333333333,24,16.385166666666667,24,2.659050833333333,24,58.07071333333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-28 00:00:00+00:00,7.458333333333333,24,7.458333333333333,24,13.36575,24,3.4652708333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-28 00:00:00+00:00,2.2847916666666666,24,2.2847916666666666,24,5.005208333333333,24,2.3388483333333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-29 00:00:00+00:00,5.409090909090909,22,5.409090909090909,22,12.34109090909091,22,8.017182608695652,23,52.37950333333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-29 00:00:00+00:00,7.041666666666667,24,7.041666666666667,24,10.547666666666666,24,17.288703478260867,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-29 00:00:00+00:00,4.25325,24,4.25325,24,10.44375,24,3.7179854166666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-29 00:00:00+00:00,5.1031249999999995,24,5.1031249999999995,24,10.8125,24,2.0211945833333336,24,46.596824999999995,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-29 00:00:00+00:00,7.166666666666667,24,7.166666666666667,24,17.431833333333334,24,5.117241666666667,24,53.925477916666665,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-29 00:00:00+00:00,8.25,24,8.25,24,16.183916666666665,24,6.871613333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-29 00:00:00+00:00,3.753,24,3.753,24,7.802083333333333,24,4.249436666666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-30 00:00:00+00:00,5.583333333333333,24,5.583333333333333,24,8.816583333333332,24,6.459569999999999,24,48.43868916666668,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-30 00:00:00+00:00,5.375,24,5.375,24,8.432318181818182,22,16.734994166666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-30 00:00:00+00:00,4.336875,24,4.336875,24,10.026041666666666,24,4.1401975,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-30 00:00:00+00:00,3.5672083333333333,24,3.5672083333333333,24,7.528125,24,2.18646625,24,43.94351291666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-30 00:00:00+00:00,7.25,24,7.25,24,17.5125,24,5.877213333333334,24,47.32996749999999,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-30 00:00:00+00:00,7.625,24,7.625,24,12.359250000000001,24,5.511725416666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-30 00:00:00+00:00,3.608541666666667,24,3.608541666666667,24,7.9125000000000005,24,7.464706666666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-01 00:00:00+00:00,3.4583333333333335,24,3.4583333333333335,24,9.742458333333333,24,6.28945625,24,39.6430575,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-01 00:00:00+00:00,4.583333333333333,24,4.583333333333333,24,8.414,24,15.15857375,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-01 00:00:00+00:00,3.408041666666667,24,3.408041666666667,24,7.6499999999999995,24,5.099535416666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-01 00:00:00+00:00,2.1530833333333335,24,2.1530833333333335,24,5.83125,24,2.385605,24,37.66398666666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-01 00:00:00+00:00,9.166666666666666,24,9.166666666666666,24,15.86175,24,4.066095,24,44.475699999999996,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-01 00:00:00+00:00,7.913043478260869,23,7.913043478260869,23,9.11595652173913,23,5.2418313043478255,23,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-01 00:00:00+00:00,1.9949583333333332,24,1.9949583333333332,24,4.145833333333333,24,4.441084583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-02 00:00:00+00:00,4.166666666666667,24,4.166666666666667,24,5.273833333333333,24,5.23760125,24,43.59218666666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-02 00:00:00+00:00,5.291666666666667,24,5.291666666666667,24,6.360875,24,10.13927875,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-02 00:00:00+00:00,2.8842083333333335,24,2.8842083333333335,24,5.7625,24,3.3074704166666664,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-02 00:00:00+00:00,3.047416666666667,24,3.047416666666667,24,6.580208333333334,24,1.6202066666666666,24,50.088606666666664,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-02 00:00:00+00:00,8.541666666666666,24,8.541666666666666,24,9.822958333333334,24,3.703038333333333,24,46.009895,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-02 00:00:00+00:00,7.416666666666667,24,7.416666666666667,24,9.621666666666668,24,3.7762320833333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-02 00:00:00+00:00,2.7161666666666666,24,2.7161666666666666,24,6.166666666666667,24,4.65042375,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-03 00:00:00+00:00,5.833333333333333,24,5.833333333333333,24,8.736,24,7.7291687499999995,24,48.51768666666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-03 00:00:00+00:00,5.75,24,5.75,24,8.735999999999999,24,17.385682083333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-03 00:00:00+00:00,5.0540416666666665,24,5.0540416666666665,24,9.981250000000001,24,6.606964583333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-03 00:00:00+00:00,,15,,15,,15,2.512330909090909,22,49.532166666666676,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-03 00:00:00+00:00,8.916666666666666,24,8.916666666666666,24,14.493041666666668,24,5.456005416666667,24,50.10662416666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-03 00:00:00+00:00,8.625,24,8.625,24,11.513833333333332,24,9.327913333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-03 00:00:00+00:00,3.236,24,3.236,24,6.2625,24,4.217002083333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-04 00:00:00+00:00,3.6666666666666665,24,3.6666666666666665,24,7.004874999999999,24,3.959387916666667,24,25.820062083333337,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-04 00:00:00+00:00,3.875,24,3.875,24,6.360791666666667,24,11.879626666666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-04 00:00:00+00:00,2.54225,24,2.54225,24,5.045833333333333,24,1.7315699999999998,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-04 00:00:00+00:00,,5,,5,,5,,0,25.657911249999998,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-04 00:00:00+00:00,6.833333333333333,24,6.833333333333333,24,9.702250000000001,24,2.2447179166666666,24,29.54329166666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-04 00:00:00+00:00,8.333333333333334,24,8.333333333333334,24,9.662041666666667,24,4.661838333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-04 00:00:00+00:00,2.0009166666666665,24,2.0009166666666665,24,4.2,24,0.3036875,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-05 00:00:00+00:00,4.208333333333333,24,4.208333333333333,24,7.649125000000001,24,3.8821549999999996,24,27.22328958333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-05 00:00:00+00:00,6.208333333333333,24,6.208333333333333,24,6.964625000000001,24,12.230404583333334,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-05 00:00:00+00:00,4.0261249999999995,24,4.0261249999999995,24,6.891666666666667,24,2.773781666666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-05 00:00:00+00:00,2.5786666666666664,24,2.5786666666666664,24,4.54375,24,,0,20.564027083333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-05 00:00:00+00:00,8.5,24,8.5,24,9.098458333333333,24,2.0178083333333334,24,31.65679208333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-05 00:00:00+00:00,5.916666666666667,24,5.916666666666667,24,8.816625,24,3.2915991666666664,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-05 00:00:00+00:00,1.2264782608695652,23,1.2264782608695652,23,2.733695652173913,23,1.87152125,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-06 00:00:00+00:00,1.2083333333333333,24,1.2083333333333333,24,4.025833333333334,24,4.35206625,24,28.317460416666663,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-06 00:00:00+00:00,5.333333333333333,24,5.333333333333333,24,7.971125,24,16.514702916666668,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-06 00:00:00+00:00,2.2994583333333334,24,2.2994583333333334,24,6.710416666666667,24,4.48681875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-06 00:00:00+00:00,2.561916666666667,24,2.561916666666667,24,4.903458333333334,24,,0,25.777793749999997,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-06 00:00:00+00:00,7.708333333333333,24,7.708333333333333,24,9.098291666666666,24,3.0480474999999996,24,32.523673333333335,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-06 00:00:00+00:00,6.434782608695652,23,6.434782608695652,23,7.057434782608696,23,6.8148229166666665,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-06 00:00:00+00:00,1.8307916666666666,24,1.8307916666666666,24,4.167708333333334,24,3.2536008333333335,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-07 00:00:00+00:00,5.0,24,5.0,24,9.380125,24,6.3308875,24,44.582415,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-07 00:00:00+00:00,5.708333333333333,24,5.708333333333333,24,10.104875,24,18.222672083333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-07 00:00:00+00:00,5.8609583333333335,24,5.8609583333333335,24,12.766666666666666,24,5.175092916666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-07 00:00:00+00:00,3.359916666666667,24,3.359916666666667,24,6.372916666666666,24,,15,39.08800333333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-07 00:00:00+00:00,9.916666666666666,24,9.916666666666666,24,11.433333333333332,24,3.9272395833333333,24,44.79030041666669,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-07 00:00:00+00:00,9.791666666666666,24,9.791666666666666,24,11.393125,24,7.56435,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-07 00:00:00+00:00,6.340416666666666,24,6.340416666666666,24,10.891666666666666,24,9.285007826086956,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-08 00:00:00+00:00,9.916666666666666,24,9.916666666666666,24,14.734499999999999,24,11.27343,24,53.00593249999999,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-08 00:00:00+00:00,12.208333333333334,24,12.208333333333334,24,14.935749999999999,24,25.525001666666668,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-08 00:00:00+00:00,15.762625,24,15.762625,24,25.684375,24,11.46590375,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-08 00:00:00+00:00,5.232318181818182,22,5.232318181818182,22,8.443181818181818,22,,17,47.710361578947364,19
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-08 00:00:00+00:00,15.08695652173913,23,15.08695652173913,23,23.02073913043478,23,7.69710652173913,23,41.670065909090916,22
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-08 00:00:00+00:00,13.791666666666666,24,13.791666666666666,24,15.499416666666667,24,13.074580416666668,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-08 00:00:00+00:00,11.365083333333333,24,11.365083333333333,24,17.059375,24,12.14357125,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-09 00:00:00+00:00,8.291666666666666,24,8.291666666666666,24,15.177458333333334,24,15.858390833333333,24,48.37285958333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-09 00:00:00+00:00,7.541666666666667,24,7.541666666666667,24,12.077458333333333,24,26.017199583333333,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-09 00:00:00+00:00,12.112916666666665,24,12.112916666666665,24,23.791666666666668,24,13.911285833333332,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-09 00:00:00+00:00,3.18,24,3.18,24,5.954166666666667,24,2.984083043478261,23,51.18139083333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-09 00:00:00+00:00,16.333333333333332,24,16.333333333333332,24,30.757375,24,10.441507083333333,24,48.54817666666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-09 00:00:00+00:00,13.625,24,13.625,24,14.976041666666667,24,17.385767916666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-09 00:00:00+00:00,10.126833333333334,24,10.126833333333334,24,16.280208333333334,24,15.852002083333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-10 00:00:00+00:00,11.291666666666666,24,11.291666666666666,24,23.18875,24,15.781711666666666,24,97.98817833333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-10 00:00:00+00:00,9.958333333333334,24,9.958333333333334,24,17.753916666666665,24,30.734749130434782,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-10 00:00:00+00:00,10.177041666666666,24,10.177041666666666,24,20.973958333333332,24,11.9498325,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-10 00:00:00+00:00,6.0151666666666666,24,6.0151666666666666,24,11.311458333333334,24,3.5848578260869566,23,94.06399499999998,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-10 00:00:00+00:00,14.708333333333334,24,14.708333333333334,24,27.9795,24,10.658143333333333,24,82.37044,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-10 00:00:00+00:00,14.75,24,14.75,24,20.974625,24,19.258703333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-10 00:00:00+00:00,10.731250000000001,24,10.731250000000001,24,18.007291666666667,24,14.835223333333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-11 00:00:00+00:00,9.041666666666666,24,9.041666666666666,24,15.861875,24,9.381031666666667,24,77.30773708333332,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-11 00:00:00+00:00,7.913043478260869,23,7.913043478260869,23,12.721625000000001,24,16.30498625,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-11 00:00:00+00:00,9.16275,24,9.16275,24,16.01875,24,8.334357500000001,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-11 00:00:00+00:00,7.991416666666667,24,7.991416666666667,24,13.859375,24,3.9446156521739133,23,94.38136666666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-11 00:00:00+00:00,12.625,24,12.625,24,16.425416666666667,24,4.809611250000001,24,84.72162541666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-11 00:00:00+00:00,15.291666666666666,24,15.291666666666666,24,17.834333333333333,24,16.822643333333335,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-11 00:00:00+00:00,7.729958333333333,24,7.729958333333333,24,13.305208333333333,24,9.777589583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-12 00:00:00+00:00,7.416666666666667,24,7.416666666666667,24,17.069541666666666,24,4.960474166666667,24,66.33692999999998,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-12 00:00:00+00:00,7.086956521739131,23,7.086956521739131,23,16.988958333333333,24,9.0476725,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-12 00:00:00+00:00,6.289375,24,6.289375,24,16.4375,24,4.159860833333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-12 00:00:00+00:00,3.9268750000000003,24,3.9268750000000003,24,9.585416666666667,24,2.0096804166666664,24,68.09286958333331,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-12 00:00:00+00:00,10.166666666666666,24,10.166666666666666,24,16.908458333333332,24,2.53727125,24,66.19764666666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-12 00:00:00+00:00,10.083333333333334,24,10.083333333333334,24,17.995541666666668,24,6.9389899999999995,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-12 00:00:00+00:00,5.167041666666667,24,5.167041666666667,24,11.963541666666666,24,4.88504375,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-13 00:00:00+00:00,7.25,24,7.25,24,20.330458333333333,24,4.087593913043478,23,67.18302333333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-13 00:00:00+00:00,,8,,8,,8,10.835739047619048,21,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-13 00:00:00+00:00,7.104260869565217,23,7.104260869565217,23,17.950739130434783,23,3.9529714285714284,21,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-13 00:00:00+00:00,4.4359166666666665,24,4.4359166666666665,24,9.889583333333333,24,2.1993354166666665,24,77.30843000000002,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-13 00:00:00+00:00,9.791666666666666,24,9.791666666666666,24,17.311125,24,3.2777266666666667,24,74.84013666666668,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-13 00:00:00+00:00,10.625,24,10.625,24,18.760375,24,10.222857916666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-13 00:00:00+00:00,5.738916666666667,24,5.738916666666667,24,13.878124999999999,24,9.027950416666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-14 00:00:00+00:00,9.958333333333334,24,9.958333333333334,24,20.41091666666667,24,5.807970833333333,24,68.67079083333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-14 00:00:00+00:00,,0,,0,,0,14.020039583333334,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-14 00:00:00+00:00,9.523375,24,9.523375,24,19.98125,24,5.169567916666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-14 00:00:00+00:00,6.3690454545454545,22,6.3690454545454545,22,12.581818181818182,22,3.6786541666666666,24,69.15239166666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-14 00:00:00+00:00,12.916666666666666,24,12.916666666666666,24,17.391583333333333,24,3.5480195833333332,24,71.41972875,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-14 00:00:00+00:00,30.565217391304348,23,12.409090909090908,22,19.57608695652174,23,14.481270434782607,23,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-14 00:00:00+00:00,18.00916666666667,24,18.00916666666667,24,26.684375,24,11.061508333333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-15 00:00:00+00:00,10.666666666666666,24,10.666666666666666,24,20.088916666666666,24,6.684546666666667,24,74.31973041666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-15 00:00:00+00:00,,0,,0,,0,15.125027083333334,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-15 00:00:00+00:00,10.263458333333334,24,10.263458333333334,24,19.66875,24,6.132617916666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-15 00:00:00+00:00,8.309791666666667,24,8.309791666666667,24,17.201041666666665,24,5.694429583333334,24,76.4976775,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-15 00:00:00+00:00,14.25,24,14.25,24,18.720166666666668,24,4.344815,24,80.86049791666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-15 00:00:00+00:00,13.625,24,13.625,24,19.162916666666664,24,13.786229583333332,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-15 00:00:00+00:00,12.736958333333334,24,12.736958333333334,24,19.716666666666665,24,10.929439583333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-16 00:00:00+00:00,11.083333333333334,24,11.083333333333334,24,19.565541666666665,24,7.065192916666667,24,82.82848125000001,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-16 00:00:00+00:00,,14,,14,,14,22.7432125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-16 00:00:00+00:00,12.069666666666665,24,12.069666666666665,24,21.659375,24,9.131510416666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-16 00:00:00+00:00,,13,,13,,13,,7,85.39794416666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-16 00:00:00+00:00,16.416666666666668,24,16.416666666666668,24,30.153541666666666,24,7.778144583333334,24,86.03476666666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-16 00:00:00+00:00,17.375,24,17.375,24,23.833083333333335,24,16.17478375,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-16 00:00:00+00:00,13.411916666666668,24,13.411916666666668,24,20.779166666666665,24,11.934962083333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-17 00:00:00+00:00,13.5,24,13.5,24,22.9875,24,13.737758260869565,23,78.48506124999999,24
