station_code,station_name,site_type,latitude,longitude,date,pm25,pm25_hours,pm25_screened,pm25_screened_hours,pm10,pm10_hours,no2,no2_hours,o3,o3_hours
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-17 00:00:00+00:00,13.666666666666666,24,13.666666666666666,24,24.034166666666668,24,24.578999999999997,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-17 00:00:00+00:00,15.270375,24,15.270375,24,27.68958333333333,24,11.809900833333332,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-17 00:00:00+00:00,,14,,14,,14,,0,92.8839291304348,23
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-17 00:00:00+00:00,18.083333333333332,24,18.083333333333332,24,29.308041666666668,24,8.38379,24,77.02224083333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-17 00:00:00+00:00,17.583333333333332,24,17.583333333333332,24,24.436791666666664,24,11.428530833333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-17 00:00:00+00:00,14.410416666666668,24,14.410416666666668,24,21.662499999999998,24,13.753910833333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-18 00:00:00+00:00,16.208333333333332,24,16.208333333333332,24,27.093875,24,8.536490416666666,24,83.17703541666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-18 00:00:00+00:00,16.375,24,16.375,24,23.953791666666664,24,16.680467500000002,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-18 00:00:00+00:00,17.519666666666666,24,17.519666666666666,24,25.008333333333336,24,8.044797916666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-18 00:00:00+00:00,14.013375000000002,24,14.013375000000002,24,20.592708333333334,24,,0,61.077429583333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-18 00:00:00+00:00,20.583333333333332,24,20.583333333333332,24,27.77825,24,6.481004583333333,24,74.66274083333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-18 00:00:00+00:00,18.208333333333332,24,18.208333333333332,24,25.000416666666666,24,9.245903333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-18 00:00:00+00:00,14.970625,24,14.970625,24,20.8125,24,9.387387916666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-19 00:00:00+00:00,8.083333333333334,24,8.083333333333334,24,14.734458333333334,24,6.8114091666666665,24,71.81055416666668,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-19 00:00:00+00:00,8.291666666666666,24,8.291666666666666,24,14.694250000000002,24,12.639341666666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-19 00:00:00+00:00,6.989041666666666,24,6.989041666666666,24,12.853125,24,6.3023925,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-19 00:00:00+00:00,10.7725,24,10.7725,24,20.436458333333334,24,,0,65.37996416666668,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-19 00:00:00+00:00,12.0,24,12.0,24,18.47854166666667,24,3.35754,24,74.92537083333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-19 00:00:00+00:00,14.791666666666666,24,14.791666666666666,24,19.927875,24,7.620968333333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-19 00:00:00+00:00,5.442208333333333,24,5.442208333333333,24,9.945833333333335,24,6.2132337500000006,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-20 00:00:00+00:00,7.0,24,7.0,24,15.781208333333334,24,8.377301666666666,24,64.66899666666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-20 00:00:00+00:00,9.625,24,9.625,24,17.19033333333333,24,18.512735833333334,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-20 00:00:00+00:00,7.495125000000001,24,7.495125000000001,24,15.270833333333334,24,8.085095,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-20 00:00:00+00:00,5.183736842105263,19,5.183736842105263,19,9.41578947368421,19,,0,56.96892050000001,20
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-20 00:00:00+00:00,12.875,24,12.875,24,26.651041666666668,24,7.527302083333333,24,66.89683541666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-20 00:00:00+00:00,,13,,13,,13,10.329907,20,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-20 00:00:00+00:00,5.795041666666666,24,5.795041666666666,24,11.566666666666668,24,7.335068333333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-21 00:00:00+00:00,10.5,24,10.5,24,18.760458333333332,24,8.53429875,24,64.69047791666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-21 00:00:00+00:00,9.958333333333334,24,9.958333333333334,24,16.828041666666667,24,19.055446666666665,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-21 00:00:00+00:00,16.331625,24,16.331625,24,24.944791666666664,24,6.839976666666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-21 00:00:00+00:00,6.733583333333333,24,6.733583333333333,24,11.304166666666667,24,,0,54.64129666666668,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-21 00:00:00+00:00,14.523809523809524,21,14.523809523809524,21,22.728761904761903,21,7.117885238095239,21,57.916481904761895,21
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-21 00:00:00+00:00,,0,,0,,0,10.0876,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-21 00:00:00+00:00,5.706583333333334,24,5.706583333333334,24,12.503124999999999,24,7.432453478260869,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-22 00:00:00+00:00,,15,,15,,15,7.946395263157894,19,60.51347736842105,19
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-22 00:00:00+00:00,12.208333333333334,24,12.208333333333334,24,16.82795833333333,24,15.895611666666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-22 00:00:00+00:00,22.695666666666668,24,22.695666666666668,24,32.896875,24,7.999018333333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-22 00:00:00+00:00,7.3762083333333335,24,7.3762083333333335,24,12.15,24,,0,67.63344249999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-22 00:00:00+00:00,12.708333333333334,24,12.708333333333334,24,21.940833333333334,24,7.091345416666667,24,54.03773708333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-22 00:00:00+00:00,,0,,0,,0,6.479803333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-22 00:00:00+00:00,7.6739999999999995,24,7.6739999999999995,24,13.632291666666667,24,7.52216875,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-23 00:00:00+00:00,,0,,0,,0,9.468582083333333,24,71.51258416666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-23 00:00:00+00:00,10.083333333333334,24,10.083333333333334,24,19.485083333333332,24,20.980630833333333,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-23 00:00:00+00:00,12.565,24,12.565,24,21.37291666666667,24,7.3248875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-23 00:00:00+00:00,7.790875,24,7.790875,24,12.182291666666666,24,,0,56.84765458333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-23 00:00:00+00:00,14.565217391304348,23,14.565217391304348,23,30.582391304347826,23,8.227858181818181,22,56.424080000000004,23
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-23 00:00:00+00:00,,0,,0,,0,11.263404166666668,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-23 00:00:00+00:00,5.3832916666666675,24,5.3832916666666675,24,9.685416666666667,24,3.9940037499999996,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-24 00:00:00+00:00,,0,,0,,0,7.676212083333334,24,62.526390833333316,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-24 00:00:00+00:00,8.125,24,8.125,24,13.567041666666666,24,18.266368333333332,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-24 00:00:00+00:00,6.791458333333334,24,6.791458333333334,24,12.433333333333332,24,6.832353333333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-24 00:00:00+00:00,7.3713750000000005,24,7.3713750000000005,24,11.204166666666666,24,,0,59.056783333333335,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-24 00:00:00+00:00,,11,,11,,11,9.020297368421053,19,49.670173684210525,19
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-24 00:00:00+00:00,,8,,8,,8,9.400814166666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-24 00:00:00+00:00,4.743625000000001,24,4.743625000000001,24,9.234375,24,4.5522487499999995,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-25 00:00:00+00:00,,0,,0,,0,8.981205833333334,24,43.462605,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-25 00:00:00+00:00,10.208333333333334,24,10.208333333333334,24,14.8955,24,14.16541,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-25 00:00:00+00:00,6.9900416666666665,24,6.9900416666666665,24,12.035416666666668,24,5.5247475,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-25 00:00:00+00:00,5.97,24,5.97,24,11.126041666666666,24,,0,40.40461083333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-25 00:00:00+00:00,,0,,0,,0,7.40595875,24,47.436681250000014,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-25 00:00:00+00:00,9.208333333333334,24,9.208333333333334,24,15.781166666666666,24,7.624155000000001,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-25 00:00:00+00:00,5.885416666666667,24,5.885416666666667,24,10.059375000000001,24,1.70604375,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-26 00:00:00+00:00,,0,,0,,0,4.073945,24,38.92931708333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-26 00:00:00+00:00,7.291666666666667,24,7.291666666666667,24,9.178875,24,9.225396250000001,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-26 00:00:00+00:00,2.3930000000000002,24,2.3930000000000002,24,5.225,24,2.1147875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-26 00:00:00+00:00,6.469041666666667,24,6.469041666666667,24,11.313541666666666,24,,0,42.77381166666668,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-26 00:00:00+00:00,,0,,0,,0,6.812531666666666,24,44.373142916666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-26 00:00:00+00:00,8.125,24,8.125,24,12.238458333333334,24,3.41479625,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-26 00:00:00+00:00,1.7629583333333334,24,1.7629583333333334,24,3.765625,24,0.9721554166666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-27 00:00:00+00:00,,11,,11,,11,5.522343333333333,24,35.51583833333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-27 00:00:00+00:00,6.545454545454546,22,6.545454545454546,22,10.013227272727272,22,13.710686666666668,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-27 00:00:00+00:00,3.449333333333333,24,3.449333333333333,24,6.3531249999999995,24,3.236402083333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-27 00:00:00+00:00,4.648125,24,4.648125,24,8.622916666666667,24,,8,33.65664958333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-27 00:00:00+00:00,,13,,13,,13,7.708677826086956,23,40.716439583333326,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-27 00:00:00+00:00,6.25,24,6.25,24,12.19825,24,5.862716666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-27 00:00:00+00:00,1.713,24,1.713,24,3.4802083333333336,24,1.1302333333333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-28 00:00:00+00:00,6.291666666666667,24,6.291666666666667,24,10.789166666666667,24,6.97013375,24,32.28044875000001,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-28 00:00:00+00:00,5.904761904761905,21,5.904761904761905,21,10.013363636363637,22,13.634112631578947,19,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-28 00:00:00+00:00,4.8417916666666665,24,4.8417916666666665,24,8.377083333333333,24,4.838147500000001,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-28 00:00:00+00:00,4.3464583333333335,24,4.3464583333333335,24,6.971875,24,3.3780866666666665,24,30.107353333333332,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-28 00:00:00+00:00,7.625,24,7.625,24,12.721666666666666,24,8.0574225,24,35.74589791666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-28 00:00:00+00:00,7.875,24,7.875,24,12.761833333333334,24,8.731146666666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-28 00:00:00+00:00,3.642916666666667,24,3.642916666666667,24,6.8875,24,3.81225,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-29 00:00:00+00:00,4.5,24,4.5,24,10.346416666666666,24,7.246980416666666,24,43.163250833333336,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-29 00:00:00+00:00,6.916666666666667,24,6.916666666666667,24,14.130708333333333,24,18.51729652173913,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-29 00:00:00+00:00,5.198625,24,5.198625,24,9.434375000000001,24,6.522143750000001,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-29 00:00:00+00:00,4.2885,24,4.2885,24,7.590625,24,2.88136875,24,43.68088583333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-29 00:00:00+00:00,9.958333333333334,24,9.958333333333334,24,15.70075,24,8.51751125,24,46.519907499999995,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-29 00:00:00+00:00,12.304347826086957,23,12.304347826086957,23,16.719478260869565,23,10.85064875,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-29 00:00:00+00:00,3.644833333333333,24,3.644833333333333,24,6.398958333333333,24,4.64007125,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-30 00:00:00+00:00,3.875,24,3.875,24,9.138583333333333,24,6.63996125,24,42.777969583333324,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-30 00:00:00+00:00,4.666666666666667,24,4.666666666666667,24,8.897125,24,14.128594166666666,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-30 00:00:00+00:00,2.93925,24,2.93925,24,5.4750000000000005,24,2.5856475,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-30 00:00:00+00:00,2.8528749999999996,24,2.8528749999999996,24,5.758333333333333,24,1.5578908333333334,24,44.79168583333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-30 00:00:00+00:00,7.583333333333333,24,7.583333333333333,24,13.889041666666666,24,7.725524166666666,24,48.55094791666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-30 00:00:00+00:00,7.458333333333333,24,7.458333333333333,24,9.460625,24,5.708692916666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-30 00:00:00+00:00,2.0765,24,2.0765,24,4.663541666666666,24,5.7557945833333335,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-07-31 00:00:00+00:00,5.333333333333333,24,5.333333333333333,24,14.53325,24,9.412090000000001,24,53.77164291666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-07-31 00:00:00+00:00,5.625,24,5.625,24,11.030833333333334,24,15.79539125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-07-31 00:00:00+00:00,3.6310000000000002,24,3.6310000000000002,24,7.460416666666667,24,6.453891250000001,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-07-31 00:00:00+00:00,4.153,24,4.153,24,9.581249999999999,24,0.5007045833333333,24,56.46930208333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-07-31 00:00:00+00:00,7.0,24,7.0,24,24.275833333333335,24,8.350825416666668,24,58.90849208333335,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-07-31 00:00:00+00:00,8.666666666666666,24,8.666666666666666,24,14.613708333333333,24,9.128182916666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-07-31 00:00:00+00:00,3.5465416666666667,24,3.5465416666666667,24,6.8656250000000005,24,5.334248333333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-01 00:00:00+00:00,7.125,24,7.125,24,14.130666666666668,24,12.61453125,24,47.730491666666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-01 00:00:00+00:00,3.7916666666666665,24,3.7916666666666665,24,10.225666666666667,24,13.45125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-01 00:00:00+00:00,11.006333333333332,24,11.006333333333332,24,15.512500000000001,24,7.32328125,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-01 00:00:00+00:00,4.25725,24,4.25725,24,11.0,24,1.6575,24,55.35572874999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-01 00:00:00+00:00,,2,,2,10.426833333333333,24,4.67765625,24,55.96275416666668,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-01 00:00:00+00:00,8.541666666666666,24,8.541666666666666,24,13.083916666666667,24,7.745625,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-01 00:00:00+00:00,3.246958333333333,24,3.246958333333333,24,5.691666666666666,24,5.609999999999999,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-02 00:00:00+00:00,7.166666666666667,24,7.166666666666667,24,13.204708333333334,24,14.21625,24,70.63114916666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-02 00:00:00+00:00,5.541666666666667,24,5.541666666666667,24,12.842374999999999,24,20.10515625,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-02 00:00:00+00:00,4.331875,24,4.331875,24,8.387500000000001,24,8.717812499999999,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-02 00:00:00+00:00,4.445708333333333,24,4.445708333333333,24,8.533333333333333,24,1.9204687500000002,24,67.13035875,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-02 00:00:00+00:00,,0,,0,14.694375,24,9.976875,24,71.83688458333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-02 00:00:00+00:00,8.791666666666666,24,8.791666666666666,24,15.8215,24,15.531093750000002,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-02 00:00:00+00:00,4.622708333333333,24,4.622708333333333,24,8.879166666666666,24,13.283906250000001,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-03 00:00:00+00:00,10.833333333333334,24,10.833333333333334,24,23.06804166666667,24,14.439375,24,96.8413425,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-03 00:00:00+00:00,6.625,24,6.625,24,17.834458333333334,24,26.233125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-03 00:00:00+00:00,7.319208333333333,24,7.319208333333333,24,15.479166666666666,24,11.86546875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-03 00:00:00+00:00,6.745333333333334,24,6.745333333333334,24,16.470833333333335,24,5.2434375,24,102.20478625,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-03 00:00:00+00:00,,15,,15,27.093875,24,,8,,8
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-03 00:00:00+00:00,12.916666666666666,24,12.916666666666666,24,22.262874999999998,24,21.005625,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-03 00:00:00+00:00,6.827791666666666,24,6.827791666666666,24,14.15,24,15.116718749999999,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-04 00:00:00+00:00,5.25,24,5.25,24,10.185375,24,9.17203125,24,48.57866416666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-04 00:00:00+00:00,2.2083333333333335,24,2.2083333333333335,24,9.219041666666667,24,12.399375,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-04 00:00:00+00:00,3.671375,24,3.671375,24,7.733333333333333,24,5.6976562500000005,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-04 00:00:00+00:00,3.0895833333333336,24,3.0895833333333336,24,5.820833333333333,24,2.60578125,24,45.27744375,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-04 00:00:00+00:00,5.458333333333333,24,5.458333333333333,24,18.237,24,,14,,14
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-04 00:00:00+00:00,8.291666666666666,24,8.291666666666666,24,13.244958333333335,24,2.98828125,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-04 00:00:00+00:00,3.8128333333333333,24,3.8128333333333333,24,8.479166666666666,24,8.814886363636363,22,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-05 00:00:00+00:00,7.25,24,7.25,24,12.882624999999999,24,6.2315625,24,59.71300708333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-05 00:00:00+00:00,4.041666666666667,24,4.041666666666667,24,13.245,24,13.42734375,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-05 00:00:00+00:00,4.488958333333334,24,4.488958333333334,24,8.916666666666666,24,3.78515625,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-05 00:00:00+00:00,4.4891250000000005,24,4.4891250000000005,24,9.679166666666667,24,2.7253125,24,61.29293625,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-05 00:00:00+00:00,9.695652173913043,23,9.695652173913043,23,28.27182608695652,23,4.459602272727273,22,66.09395545454545,22
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-05 00:00:00+00:00,7.916666666666667,24,7.916666666666667,24,15.257916666666667,24,5.21953125,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-05 00:00:00+00:00,1.8002500000000001,24,1.8002500000000001,24,4.033333333333333,24,3.668522727272727,22,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-06 00:00:00+00:00,4.791666666666667,24,4.791666666666667,24,10.064625,24,7.299375,24,53.684329999999996,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-06 00:00:00+00:00,3.6666666666666665,24,3.6666666666666665,24,10.748875,24,14.08875,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-06 00:00:00+00:00,3.392416666666666,24,3.392416666666666,24,6.670833333333333,24,6.55828125,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-06 00:00:00+00:00,2.3349166666666665,24,2.3349166666666665,24,6.3875,24,1.8168749999999998,24,55.90454625,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-06 00:00:00+00:00,6.416666666666667,24,6.416666666666667,24,14.855291666666666,24,5.21953125,24,59.38039041666665,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-06 00:00:00+00:00,5.375,24,5.375,24,10.306083333333333,24,8.16,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-06 00:00:00+00:00,2.8852499999999996,24,2.8852499999999996,24,6.533333333333334,24,6.84515625,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-07 00:00:00+00:00,4.833333333333333,24,4.833333333333333,24,9.823041666666667,24,10.52671875,24,52.919311666666665,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-07 00:00:00+00:00,3.5416666666666665,24,3.5416666666666665,24,8.735999999999999,24,17.9934375,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-07 00:00:00+00:00,2.8181304347826086,23,2.8181304347826086,23,6.869565217391305,23,9.407678571428571,21,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-07 00:00:00+00:00,2.091083333333333,24,2.091083333333333,24,5.029166666666667,24,2.57390625,24,63.28032083333332,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-07 00:00:00+00:00,5.75,24,5.75,24,8.333458333333335,24,6.01640625,24,57.45952916666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-07 00:00:00+00:00,6.5,24,6.5,24,10.265875,24,12.69421875,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-07 00:00:00+00:00,2.40975,24,2.40975,24,5.6375,24,13.738124999999998,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-08 00:00:00+00:00,9.125,24,9.125,24,14.452791666666668,24,19.1090625,24,56.885765416666686,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-08 00:00:00+00:00,3.5,24,3.5,24,12.319,24,16.4475,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-08 00:00:00+00:00,4.351458333333333,24,4.351458333333333,24,10.25,24,10.765781249999998,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-08 00:00:00+00:00,2.857875,24,2.857875,24,6.379166666666666,24,2.9324999999999997,24,76.16921666666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-08 00:00:00+00:00,7.208333333333333,24,7.208333333333333,24,9.823083333333333,24,7.71375,24,64.65236458333335,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-08 00:00:00+00:00,10.416666666666666,24,10.416666666666666,24,15.016374999999998,24,17.435624999999998,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-08 00:00:00+00:00,2.908958333333333,24,2.908958333333333,24,6.441666666666666,24,13.929375,24,,0
