latitude,longitude,sst_c,clim_sst,anomaly_c
51.5100,-4.2900,19.6400,17.8220,1.8180
51.5100,-4.2700,19.6500,17.8320,1.8180
51.5100,-4.2500,19.6600,17.8660,1.7940
51.5100,-4.2300,19.6900,17.8920,1.7980
51.5100,-4.2100,19.7400,17.9260,1.8140
51.5100,-4.1900,19.8100,17.9500,1.8600
51.5100,-4.1700,19.9000,17.9820,1.9180
51.5100,-4.1500,19.9800,18.0100,1.9700
51.5100,-4.1300,20.0400,18.0480,1.9920
51.5100,-4.1100,20.0900,18.0960,1.9940
51.5100,-4.0900,20.1300,18.1320,1.9980
51.5100,-4.0700,20.1700,18.1680,2.0020
51.5100,-4.0500,20.2000,18.1920,2.0080
51.5100,-4.0300,20.2600,18.2180,2.0420
51.5100,-4.0100,20.3200,18.2340,2.0860
51.5100,-3.9900,20.4000,18.2520,2.1480
51.5100,-3.9700,20.4700,18.2560,2.2140
51.5100,-3.9500,20.5300,18.2840,2.2460
51.5100,-3.9300,20.5800,18.3220,2.2580
51.5100,-3.9100,20.6200,18.3360,2.2840
51.5100,-3.8900,20.6600,18.3820,2.2780
51.5100,-3.8700,20.7000,18.3980,2.3020
51.5100,-3.8500,20.7500,18.4260,2.3240
51.5100,-3.8300,20.7800,18.4620,2.3180
51.5100,-3.8100,20.7800,18.4820,2.2980
51.5100,-3.7900,20.7600,18.4940,2.2660
51.5100,-3.7700,20.7300,18.5020,2.2280
51.5100,-3.0500,21.0400,19.1100,1.9300
51.5100,-3.0300,21.0500,19.1120,1.9380
51.5100,-3.0100,21.0700,19.1020,1.9680
51.5100,-2.9900,21.0800,19.0900,1.9900
51.5100,-2.9700,21.0800,19.0880,1.9920
51.5100,-2.9500,21.0700,19.0800,1.9900
51.5100,-2.9300,21.0600,19.0680,1.9920
51.5100,-2.9100,21.0600,19.0500,2.0100
51.5100,-2.8900,21.0700,19.0500,2.0200
51.5100,-2.8700,21.0900,19.0440,2.0460
51.5100,-2.8500,21.0900,19.0320,2.0580
51.5100,-2.8300,21.0900,19.0320,2.0580
51.5100,-2.8100,21.1000,19.0120,2.0880
51.5100,-2.7900,21.0800,18.9960,2.0840
51.5100,-2.7700,21.0700,18.9880,2.0820
51.5100,-2.7500,21.0500,18.9860,2.0640
51.5100,-2.7300,21.0300,18.9920,2.0380
51.5100,-2.7100,21.0200,18.9880,2.0320
51.5300,-6.4900,17.5000,15.9200,1.5800
51.5300,-6.4700,17.4200,15.9520,1.4680
51.5300,-6.4500,17.3700,16.0000,1.3700
51.5300,-6.4300,17.3300,16.0380,1.2920
51.5300,-6.4100,17.3300,16.0920,1.2380
51.5300,-6.3900,17.3500,16.1460,1.2040
51.5300,-6.3700,17.3700,16.1940,1.1760
51.5300,-6.3500,17.3400,16.2520,1.0880
51.5300,-6.3300,17.2900,16.2980,0.9920
51.5300,-6.3100,17.2000,16.3320,0.8680
51.5300,-6.2900,17.2300,16.3340,0.8960
51.5300,-6.2700,17.3100,16.3420,0.9680
51.5300,-6.2500,17.4600,16.3120,1.1480
51.5300,-6.2300,17.6300,16.3200,1.3100
51.5300,-6.2100,17.8100,16.3280,1.4820
51.5300,-6.1900,17.9900,16.3480,1.6420
51.5300,-6.1700,18.1000,16.3560,1.7440
51.5300,-6.1500,18.2100,16.3840,1.8260
51.5300,-6.1300,18.3300,16.4120,1.9180
51.5300,-6.1100,18.4300,16.4540,1.9760
51.5300,-6.0900,18.5200,16.5140,2.0060
51.5300,-6.0700,18.6300,16.5700,2.0600
51.5300,-6.0500,18.6900,16.6260,2.0640
51.5300,-6.0300,18.7900,16.7020,2.0880
51.5300,-6.0100,18.8800,16.7800,2.1000
51.5300,-5.9900,18.9300,16.8460,2.0840
51.5300,-5.9700,19.0200,16.9200,2.1000
51.5300,-5.9500,19.0700,16.9760,2.0940
51.5300,-5.9300,19.1400,17.0260,2.1140
51.5300,-5.9100,19.1500,17.0600,2.0900
51.5300,-5.8900,19.1800,17.0880,2.0920
51.5300,-5.8700,19.2200,17.1240,2.0960
51.5300,-5.8500,19.1500,17.1500,2.0000
51.5300,-5.8300,19.0500,17.1760,1.8740
51.5300,-5.8100,18.9600,17.1680,1.7920
51.5300,-5.7900,18.9200,17.1380,1.7820
51.5300,-5.7700,18.8700,17.1040,1.7660
51.5300,-5.7500,18.8200,17.0500,1.7700
51.5300,-5.7300,18.7500,17.0120,1.7380
51.5300,-5.7100,18.6700,16.9860,1.6840
51.5300,-5.6900,18.5800,16.9680,1.6120
51.5300,-5.6700,18.4900,16.9580,1.5320
51.5300,-5.6500,18.4000,16.9500,1.4500
51.5300,-5.6300,18.3300,16.9480,1.3820
51.5300,-5.6100,18.2400,16.9400,1.3000
51.5300,-5.5900,18.1600,16.9320,1.2280
51.5300,-5.5700,18.1000,16.9420,1.1580
51.5300,-5.5500,18.0700,16.9520,1.1180
51.5300,-5.5300,18.0400,16.9620,1.0780
51.5300,-5.5100,18.0300,16.9780,1.0520
51.5300,-5.4900,17.9700,16.9900,0.9800
51.5300,-5.4700,17.8900,16.9880,0.9020
51.5300,-5.4500,17.7900,16.9860,0.8040
51.5300,-5.4300,17.7500,16.9720,0.7780
51.5300,-5.4100,17.7500,16.9820,0.7680
51.5300,-5.3900,17.7400,16.9720,0.7680
51.5300,-5.3700,17.7400,16.9700,0.7700
51.5300,-5.3500,17.7600,16.9660,0.7940
51.5300,-5.3300,17.7300,16.9640,0.7660
51.5300,-5.3100,17.6900,16.9540,0.7360
51.5300,-5.2900,17.7800,16.9260,0.8540
51.5300,-5.2700,17.7300,16.8820,0.8480
51.5300,-5.2500,17.7000,16.8660,0.8340
51.5300,-5.2300,17.6500,16.8540,0.7960
51.5300,-5.2100,17.6200,16.8280,0.7920
51.5300,-5.1900,17.6100,16.8440,0.7660
51.5300,-5.1700,17.5900,16.8600,0.7300
51.5300,-5.1500,17.5800,16.8600,0.7200
51.5300,-5.1300,17.5300,16.8460,0.6840
51.5300,-5.1100,17.5100,16.8260,0.6840
51.5300,-5.0900,17.5000,16.8100,0.6900
51.5300,-5.0700,17.5300,16.7920,0.7380
51.5300,-5.0500,17.5700,16.7880,0.7820
51.5300,-5.0300,17.7000,16.7940,0.9060
51.5300,-5.0100,17.8200,16.8280,0.9920
51.5300,-4.9900,17.9000,16.8500,1.0500
51.5300,-4.9700,17.9800,16.8780,1.1020
51.5300,-4.9500,18.0400,16.9060,1.1340
51.5300,-4.9300,18.1000,16.9100,1.1900
51.5300,-4.9100,18.1900,16.9100,1.2800
51.5300,-4.8900,18.3000,16.9480,1.3520
51.5300,-4.8700,18.3700,16.9880,1.3820
51.5300,-4.8500,18.3900,17.0120,1.3780
51.5300,-4.8300,18.4300,17.0480,1.3820
51.5300,-4.8100,18.4900,17.0980,1.3920
51.5300,-4.7900,18.5600,17.1740,1.3860
51.5300,-4.7700,18.6300,17.2080,1.4220
51.5300,-4.7500,18.6600,17.2640,1.3960
51.5300,-4.7300,18.7200,17.3220,1.3980
51.5300,-4.7100,18.7500,17.3700,1.3800
51.5300,-4.6900,18.7400,17.4140,1.3260
51.5300,-4.6700,18.7000,17.4560,1.2440
51.5300,-4.6500,18.7300,17.5040,1.2260
51.5300,-4.6300,18.7400,17.5260,1.2140
51.5300,-4.6100,18.7900,17.5620,1.2280
51.5300,-4.5900,18.8600,17.5820,1.2780
51.5300,-4.5700,18.9100,17.6040,1.3060
51.5300,-4.5500,18.9800,17.6040,1.3760
51.5300,-4.5300,19.0300,17.6060,1.4240
51.5300,-4.5100,19.0900,17.6180,1.4720
51.5300,-4.4900,19.1400,17.6280,1.5120
51.5300,-4.4700,19.1900,17.6280,1.5620
51.5300,-4.4500,19.2500,17.6420,1.6080
51.5300,-4.4300,19.2900,17.6500,1.6400
51.5300,-4.4100,19.3500,17.6840,1.6660
51.5300,-4.3900,19.4400,17.7040,1.7360
51.5300,-4.3700,19.5200,17.7460,1.7740
51.5300,-4.3500,19.6000,17.7700,1.8300
51.5300,-4.3300,19.6600,17.7800,1.8800
51.5300,-4.3100,19.6700,17.7880,1.8820
51.5300,-4.2900,19.6700,17.8020,1.8680
51.5300,-4.2700,19.6800,17.8280,1.8520
51.5300,-4.2500,19.7000,17.8440,1.8560
51.5300,-4.2300,19.7300,17.8720,1.8580
51.5300,-4.2100,19.7800,17.8900,1.8900
51.5300,-4.1900,19.8700,17.9240,1.9460
51.5300,-4.1700,19.9700,17.9780,1.9920
51.5300,-4.1500,20.0600,18.0040,2.0560
51.5300,-4.1300,20.1100,18.0420,2.0680
51.5300,-4.1100,20.1500,18.0860,2.0640
51.5300,-4.0900,20.1900,18.1220,2.0680
51.5300,-4.0700,20.2300,18.1560,2.0740
51.5300,-4.0500,20.2700,18.1920,2.0780
51.5300,-4.0300,20.3300,18.2060,2.1240
51.5300,-4.0100,20.4100,18.2220,2.1880
51.5300,-3.9900,20.5000,18.2180,2.2820
51.5300,-3.9700,20.5800,18.2620,2.3180
51.5300,-3.9500,20.6300,18.2960,2.3340
51.5300,-3.9300,20.6800,18.3200,2.3600
51.5300,-3.9100,20.7200,18.3400,2.3800
51.5300,-3.8900,20.7600,18.3780,2.3820
51.5300,-3.8700,20.7900,18.4040,2.3860
51.5300,-3.8500,20.8300,18.4320,2.3980
51.5300,-3.8300,20.8500,18.4520,2.3980
51.5300,-3.8100,20.8600,18.4580,2.4020
51.5300,-3.7900,20.8500,18.4780,2.3720
51.5300,-3.7700,20.8200,18.4920,2.3280
51.5300,-2.9900,21.1100,19.0620,2.0480
51.5300,-2.9700,21.0900,19.0520,2.0380
51.5300,-2.9500,21.0800,19.0360,2.0440
51.5300,-2.9300,21.0700,19.0220,2.0480
51.5300,-2.9100,21.0600,19.0180,2.0420
51.5300,-2.8900,21.0800,19.0140,2.0660
51.5300,-2.8700,21.0900,19.0080,2.0820
51.5300,-2.8500,21.0900,18.9980,2.0920
51.5300,-2.8300,21.0800,18.9760,2.1040
51.5300,-2.8100,21.0800,18.9480,2.1320
51.5300,-2.7900,21.0600,18.9560,2.1040
51.5300,-2.7700,21.0500,18.9540,2.0960
51.5300,-2.7500,21.0200,18.9580,2.0620
51.5300,-2.7300,21.0000,18.9620,2.0380
51.5300,-2.7100,20.9800,18.9720,2.0080
51.5300,-2.6900,20.9700,18.9640,2.0060
51.5500,-6.4900,17.5800,15.9100,1.6700
51.5500,-6.4700,17.5000,15.9260,1.5740
51.5500,-6.4500,17.4400,15.9660,1.4740
51.5500,-6.4300,17.4000,15.9960,1.4040
51.5500,-6.4100,17.3700,16.0460,1.3240
51.5500,-6.3900,17.4000,16.0900,1.3100
51.5500,-6.3700,17.4100,16.1420,1.2680
51.5500,-6.3500,17.3500,16.1940,1.1560
51.5500,-6.3300,17.3000,16.2480,1.0520
51.5500,-6.3100,17.2800,16.2980,0.9820
51.5500,-6.2900,17.2800,16.3160,0.9640
51.5500,-6.2700,17.3300,16.3080,1.0220
51.5500,-6.2500,17.4700,16.3040,1.1660
51.5500,-6.2300,17.6800,16.3040,1.3760
51.5500,-6.2100,17.8600,16.3020,1.5580
51.5500,-6.1900,18.0000,16.3140,1.6860
51.5500,-6.1700,18.1000,16.3080,1.7920
51.5500,-6.1500,18.2000,16.3400,1.8600
51.5500,-6.1300,18.2900,16.3860,1.9040
51.5500,-6.1100,18.3600,16.4420,1.9180
51.5500,-6.0900,18.4300,16.5000,1.9300
51.5500,-6.0700,18.5000,16.5700,1.9300
51.5500,-6.0500,18.5900,16.6340,1.9560
51.5500,-6.0300,18.6600,16.7020,1.9580
51.5500,-6.0100,18.7700,16.7680,2.0020
51.5500,-5.9900,18.8800,16.8340,2.0460
51.5500,-5.9700,18.9400,16.8920,2.0480
51.5500,-5.9500,19.0100,16.9540,2.0560
51.5500,-5.9300,19.1100,17.0060,2.1040
51.5500,-5.9100,19.1600,17.0380,2.1220
51.5500,-5.8900,19.1400,17.0740,2.0660
51.5500,-5.8700,19.1100,17.1180,1.9920
51.5500,-5.8500,19.0800,17.1380,1.9420
51.5500,-5.8300,18.9900,17.1440,1.8460
51.5500,-5.8100,18.9200,17.1280,1.7920
51.5500,-5.7900,18.8500,17.0900,1.7600
51.5500,-5.7700,18.8000,17.0500,1.7500
51.5500,-5.7500,18.7200,17.0140,1.7060
51.5500,-5.7300,18.6600,16.9820,1.6780
51.5500,-5.7100,18.5700,16.9460,1.6240
51.5500,-5.6900,18.4200,16.9420,1.4780
51.5500,-5.6700,18.3300,16.9420,1.3880
51.5500,-5.6500,18.2200,16.9400,1.2800
51.5500,-5.6300,18.1300,16.9280,1.2020
51.5500,-5.6100,18.0600,16.9000,1.1600
51.5500,-5.5900,17.9900,16.8920,1.0980
51.5500,-5.5700,17.9300,16.8880,1.0420
51.5500,-5.5500,17.8900,16.9040,0.9860
51.5500,-5.5300,17.8700,16.9300,0.9400
51.5500,-5.5100,17.8500,16.9360,0.9140
51.5500,-5.4900,17.8000,16.9420,0.8580
51.5500,-5.4700,17.7400,16.9320,0.8080
51.5500,-5.4500,17.6100,16.9220,0.6880
51.5500,-5.4300,17.5500,16.9200,0.6300
51.5500,-5.4100,17.5300,16.9280,0.6020
51.5500,-5.3900,17.5400,16.9280,0.6120
51.5500,-5.3700,17.5800,16.9360,0.6440
51.5500,-5.3500,17.5700,16.9200,0.6500
51.5500,-5.3300,17.5700,16.9000,0.6700
51.5500,-5.3100,17.5300,16.8860,0.6440
51.5500,-5.2900,17.5800,16.8400,0.7400
51.5500,-5.2700,17.5900,16.8160,0.7740
51.5500,-5.2500,17.5800,16.8000,0.7800
51.5500,-5.2300,17.5800,16.7840,0.7960
51.5500,-5.2100,17.5600,16.7820,0.7780
51.5500,-5.1900,17.5300,16.7860,0.7440
51.5500,-5.1700,17.4900,16.7700,0.7200
51.5500,-5.1500,17.4900,16.7900,0.7000
51.5500,-5.1300,17.4900,16.7640,0.7260
51.5500,-5.1100,17.4600,16.7520,0.7080
51.5500,-5.0900,17.4600,16.7220,0.7380
51.5500,-5.0700,17.4800,16.6860,0.7940
51.5500,-5.0500,17.5400,16.6760,0.8640
51.5500,-5.0300,17.6300,16.7180,0.9120
51.5500,-5.0100,17.7400,16.7460,0.9940
51.5500,-4.9900,17.8400,16.7720,1.0680
51.5500,-4.9700,17.9300,16.8080,1.1220
51.5500,-4.9500,18.0000,16.8340,1.1660
51.5500,-4.9300,18.0700,16.8580,1.2120
51.5500,-4.9100,18.1800,16.8860,1.2940
51.5500,-4.8900,18.2700,16.9020,1.3680
51.5500,-4.8700,18.2900,16.9340,1.3560
51.5500,-4.8500,18.3000,16.9740,1.3260
51.5500,-4.8300,18.3500,17.0220,1.3280
51.5500,-4.8100,18.3900,17.0740,1.3160
51.5500,-4.7900,18.4300,17.1580,1.2720
51.5500,-4.7700,18.5100,17.2340,1.2760
51.5500,-4.7500,18.5600,17.3060,1.2540
51.5500,-4.7300,18.6000,17.3560,1.2440
51.5500,-4.7100,18.6300,17.3900,1.2400
51.5500,-4.6900,18.6200,17.4400,1.1800
51.5500,-4.6700,18.6600,17.4700,1.1900
51.5500,-4.6500,18.6600,17.5240,1.1360
51.5500,-4.6300,18.7200,17.5600,1.1600
51.5500,-4.6100,18.8000,17.5860,1.2140
51.5500,-4.5900,18.8900,17.6020,1.2880
51.5500,-4.5700,18.9600,17.6180,1.3420
51.5500,-4.5500,19.0300,17.6420,1.3880
51.5500,-4.5300,19.0700,17.6460,1.4240
51.5500,-4.5100,19.1200,17.6680,1.4520
51.5500,-4.4900,19.1800,17.6740,1.5060
51.5500,-4.4700,19.2200,17.6740,1.5460
51.5500,-4.4500,19.2800,17.6900,1.5900
51.5500,-4.4300,19.3300,17.6860,1.6440
51.5500,-4.4100,19.4100,17.7120,1.6980
51.5500,-4.3900,19.4800,17.7640,1.7160
51.5500,-4.3700,19.5900,17.7840,1.8060
51.5500,-4.3500,19.6700,17.8080,1.8620
51.5500,-4.3300,19.7300,17.8200,1.9100
51.5500,-4.3100,19.7400,17.8140,1.9260
51.5500,-4.2900,19.7200,17.7920,1.9280
51.5500,-4.2700,19.7000,17.8040,1.8960
51.5500,-4.1500,20.1100,18.0100,2.1000
51.5500,-4.1300,20.1600,18.0220,2.1380
51.5500,-4.1100,20.1900,18.0460,2.1440
51.5500,-4.0900,20.2300,18.0880,2.1420
51.5500,-4.0700,20.2700,18.1280,2.1420
51.5500,-4.0500,20.3200,18.1600,2.1600
51.5500,-4.0300,20.3900,18.1660,2.2240
51.5500,-4.0100,20.4800,18.1820,2.2980
51.5500,-3.9900,20.5900,18.2040,2.3860
51.5500,-3.9700,20.6700,18.2600,2.4100
51.5500,-3.9500,20.7300,18.3140,2.4160
51.5500,-3.9300,20.7700,18.3520,2.4180
51.5500,-3.9100,20.8100,18.3800,2.4300
51.5500,-3.8900,20.8400,18.4080,2.4320
51.5500,-3.8700,20.8600,18.4400,2.4200
51.5500,-3.8500,20.8800,18.4540,2.4260
51.5500,-3.8300,20.9000,18.4500,2.4500
51.5500,-3.8100,20.9000,18.4620,2.4380
51.5500,-3.7900,20.8900,18.4660,2.4240
51.5500,-2.8100,21.0700,18.9160,2.1540
51.5500,-2.7900,21.0600,18.9160,2.1440
51.5500,-2.7700,21.0200,18.9260,2.0940
51.5500,-2.7500,21.0000,18.9300,2.0700
51.5500,-2.7300,20.9800,18.9360,2.0440
51.5500,-2.7100,20.9600,18.9400,2.0200
51.5500,-2.6900,20.9400,18.9340,2.0060
51.5500,-2.6700,20.9200,18.9180,2.0020
51.5700,-6.4900,17.5500,15.8740,1.6760
51.5700,-6.4700,17.5200,15.8960,1.6240
51.5700,-6.4500,17.4700,15.9280,1.5420
51.5700,-6.4300,17.4200,15.9620,1.4580
51.5700,-6.4100,17.3700,16.0020,1.3680
51.5700,-6.3900,17.3500,16.0400,1.3100
51.5700,-6.3700,17.3300,16.0700,1.2600
51.5700,-6.3500,17.3000,16.1340,1.1660
51.5700,-6.3300,17.2600,16.1820,1.0780
51.5700,-6.3100,17.2600,16.2260,1.0340
51.5700,-6.2900,17.3300,16.2420,1.0880
51.5700,-6.2700,17.4400,16.2380,1.2020
51.5700,-6.2500,17.6000,16.2520,1.3480
51.5700,-6.2300,17.7900,16.2540,1.5360
51.5700,-6.2100,17.9700,16.2720,1.6980
51.5700,-6.1900,18.0900,16.2760,1.8140
51.5700,-6.1700,18.1700,16.2960,1.8740
51.5700,-6.1500,18.2400,16.3260,1.9140
51.5700,-6.1300,18.2900,16.3720,1.9180
51.5700,-6.1100,18.3700,16.4280,1.9420
51.5700,-6.0900,18.4400,16.5100,1.9300
51.5700,-6.0700,18.5000,16.5780,1.9220
51.5700,-6.0500,18.5500,16.6400,1.9100
51.5700,-6.0300,18.6400,16.7160,1.9240
51.5700,-6.0100,18.7400,16.7840,1.9560
51.5700,-5.9900,18.8300,16.8460,1.9840
51.5700,-5.9700,18.9100,16.9040,2.0060
51.5700,-5.9500,18.9700,16.9400,2.0300
51.5700,-5.9300,19.0400,16.9620,2.0780
51.5700,-5.9100,19.0500,17.0100,2.0400
51.5700,-5.8900,19.0500,17.0440,2.0060
51.5700,-5.8700,19.0300,17.0840,1.9460
51.5700,-5.8500,18.9900,17.1180,1.8720
51.5700,-5.8300,18.9000,17.1160,1.7840
51.5700,-5.8100,18.8300,17.0900,1.7400
51.5700,-5.7900,18.7600,17.0600,1.7000
51.5700,-5.7700,18.6800,17.0140,1.6660
51.5700,-5.7500,18.6100,16.9640,1.6460
51.5700,-5.7300,18.5500,16.9340,1.6160
51.5700,-5.7100,18.4200,16.9160,1.5040
51.5700,-5.6900,18.2800,16.9060,1.3740
51.5700,-5.6700,18.1600,16.9100,1.2500
51.5700,-5.6500,18.0800,16.9060,1.1740
51.5700,-5.6300,18.0100,16.8820,1.1280
51.5700,-5.6100,17.9400,16.8740,1.0660
51.5700,-5.5900,17.8700,16.8660,1.0040
51.5700,-5.5700,17.8200,16.8720,0.9480
51.5700,-5.5500,17.7800,16.8900,0.8900
51.5700,-5.5300,17.7500,16.8960,0.8540
51.5700,-5.5100,17.7100,16.9020,0.8080
51.5700,-5.4900,17.6500,16.9040,0.7460
51.5700,-5.4700,17.5800,16.9040,0.6760
51.5700,-5.4500,17.5200,16.9040,0.6160
51.5700,-5.4300,17.4500,16.9040,0.5460
51.5700,-5.4100,17.3800,16.8980,0.4820
51.5700,-5.3900,17.3800,16.9060,0.4740
51.5700,-5.3700,17.4100,16.9000,0.5100
51.5700,-5.3500,17.4300,16.8940,0.5360
51.5700,-5.3300,17.4900,16.8700,0.6200
51.5700,-5.3100,17.4400,16.8360,0.6040
51.5700,-5.2900,17.4400,16.7940,0.6460
51.5700,-5.2700,17.4100,16.7580,0.6520
51.5700,-5.2500,17.4200,16.7360,0.6840
51.5700,-5.2300,17.3900,16.7180,0.6720
51.5700,-5.2100,17.4200,16.6960,0.7240
51.5700,-5.1900,17.4200,16.6780,0.7420
51.5700,-5.1700,17.4100,16.6640,0.7460
51.5700,-5.1500,17.4000,16.6720,0.7280
51.5700,-5.1300,17.3800,16.6660,0.7140
51.5700,-5.1100,17.4000,16.6460,0.7540
51.5700,-5.0900,17.3900,16.5800,0.8100
51.5700,-5.0700,17.4100,16.5980,0.8120
51.5700,-5.0500,17.4700,16.6060,0.8640
51.5700,-5.0300,17.5600,16.6420,0.9180
51.5700,-5.0100,17.6700,16.6800,0.9900
51.5700,-4.9900,17.7700,16.7200,1.0500
51.5700,-4.9700,17.8700,16.7540,1.1160
51.5700,-4.9500,17.9700,16.7920,1.1780
51.5700,-4.9300,18.0500,16.8140,1.2360
51.5700,-4.9100,18.1000,16.8340,1.2660
51.5700,-4.8900,18.1500,16.8760,1.2740
51.5700,-4.8700,18.2400,16.8980,1.3420
51.5700,-4.8500,18.2600,16.9180,1.3420
51.5700,-4.8300,18.3000,16.9820,1.3180
51.5700,-4.8100,18.3200,17.0440,1.2760
51.5700,-4.7900,18.3800,17.1220,1.2580
51.5700,-4.7700,18.4300,17.1880,1.2420
51.5700,-4.7500,18.4900,17.2640,1.2260
51.5700,-4.7300,18.5100,17.3460,1.1640
51.5700,-4.7100,18.5100,17.3940,1.1160
51.5700,-4.6900,18.5700,17.4360,1.1340
51.5700,-4.6700,18.5800,17.4760,1.1040
51.5700,-4.6500,18.6600,17.5080,1.1520
51.5700,-4.6300,18.7600,17.5580,1.2020
51.5700,-4.6100,18.8400,17.5940,1.2460
51.5700,-4.5900,18.9300,17.6440,1.2860
51.5700,-4.5700,19.0200,17.6540,1.3660
51.5700,-4.5500,19.0700,17.6760,1.3940
51.5700,-4.5300,19.1100,17.7080,1.4020
51.5700,-4.5100,19.1500,17.7040,1.4460
51.5700,-4.4900,19.2000,17.7140,1.4860
51.5700,-4.4700,19.2500,17.7160,1.5340
51.5700,-4.4500,19.2900,17.7160,1.5740
51.5700,-4.4300,19.3600,17.7480,1.6120
51.5700,-4.4100,19.4400,17.7400,1.7000
51.5700,-4.3900,19.5500,17.7740,1.7760
51.5700,-4.3700,19.6700,17.8140,1.8560
51.5700,-4.3500,19.7600,17.8300,1.9300
51.5700,-4.3300,19.8400,17.8480,1.9920
51.5700,-4.3100,19.8600,17.8240,2.0360
51.5700,-3.9700,20.7500,18.2780,2.4720
51.5700,-3.9500,20.7900,18.3220,2.4680
51.5700,-3.9300,20.8300,18.3700,2.4600
51.5700,-3.9100,20.8700,18.4220,2.4480
51.5700,-3.8900,20.8900,18.4460,2.4440
51.5700,-3.8700,20.9000,18.4500,2.4500
51.5700,-3.8500,20.9100,18.4520,2.4580
51.5700,-3.8300,20.9200,18.4720,2.4480
51.5700,-3.8100,20.9200,18.4640,2.4560
51.5700,-2.7700,21.0200,18.8940,2.1260
51.5700,-2.7500,21.0000,18.8940,2.1060
51.5700,-2.7300,20.9700,18.9080,2.0620
51.5700,-2.7100,20.9400,18.9040,2.0360
51.5700,-2.6900,20.9000,18.9020,1.9980
51.5700,-2.6700,20.8900,18.8780,2.0120
51.5900,-6.4900,17.4500,15.8220,1.6280
51.5900,-6.4700,17.4200,15.8300,1.5900
51.5900,-6.4500,17.3900,15.8540,1.5360
51.5900,-6.4300,17.3500,15.8980,1.4520
51.5900,-6.4100,17.3100,15.9300,1.3800
51.5900,-6.3900,17.2400,15.9680,1.2720
51.5900,-6.3700,17.2100,16.0080,1.2020
51.5900,-6.3500,17.1700,16.0580,1.1120
51.5900,-6.3300,17.1800,16.1040,1.0760
51.5900,-6.3100,17.2200,16.1620,1.0580
51.5900,-6.2900,17.3000,16.1640,1.1360
51.5900,-6.2700,17.4600,16.1640,1.2960
51.5900,-6.2500,17.6600,16.1900,1.4700
51.5900,-6.2300,17.8700,16.2040,1.6660
51.5900,-6.2100,18.0600,16.2260,1.8340
51.5900,-6.1900,18.1900,16.2420,1.9480
51.5900,-6.1700,18.2800,16.2660,2.0140
51.5900,-6.1500,18.3300,16.2920,2.0380
51.5900,-6.1300,18.3500,16.3560,1.9940
51.5900,-6.1100,18.4000,16.4340,1.9660
51.5900,-6.0900,18.4700,16.5080,1.9620
51.5900,-6.0700,18.5500,16.5940,1.9560
51.5900,-6.0500,18.5900,16.6560,1.9340
51.5900,-6.0300,18.6900,16.7180,1.9720
51.5900,-6.0100,18.7400,16.7940,1.9460
51.5900,-5.9900,18.8700,16.8480,2.0220
51.5900,-5.9700,18.9100,16.8900,2.0200
51.5900,-5.9500,18.9500,16.9200,2.0300
51.5900,-5.9300,18.9500,16.9440,2.0060
51.5900,-5.9100,18.9700,16.9780,1.9920
51.5900,-5.8900,18.9600,17.0240,1.9360
51.5900,-5.8700,18.9300,17.0580,1.8720
51.5900,-5.8500,18.9000,17.0820,1.8180
51.5900,-5.8300,18.8200,17.0920,1.7280
51.5900,-5.8100,18.7200,17.0860,1.6340
51.5900,-5.7900,18.6500,17.0420,1.6080
51.5900,-5.7700,18.5700,17.0000,1.5700
51.5900,-5.7500,18.5300,16.9420,1.5880
51.5900,-5.7300,18.4200,16.8980,1.5220
51.5900,-5.7100,18.3100,16.8820,1.4280
51.5900,-5.6900,18.1700,16.8680,1.3020
51.5900,-5.6700,17.9900,16.8680,1.1220
51.5900,-5.6500,17.9300,16.8560,1.0740
51.5900,-5.6300,17.8800,16.8420,1.0380
51.5900,-5.6100,17.8200,16.8360,0.9840
51.5900,-5.5900,17.7600,16.8440,0.9160
51.5900,-5.5700,17.7100,16.8540,0.8560
51.5900,-5.5500,17.6900,16.8620,0.8280
51.5900,-5.5300,17.6500,16.8620,0.7880
51.5900,-5.5100,17.5900,16.8780,0.7120
51.5900,-5.4900,17.5200,16.8740,0.6460
51.5900,-5.4700,17.4600,16.8720,0.5880
51.5900,-5.4500,17.4000,16.8780,0.5220
51.5900,-5.4300,17.3600,16.8860,0.4740
51.5900,-5.4100,17.3600,16.8900,0.4700
51.5900,-5.3900,17.3200,16.8860,0.4340
51.5900,-5.3700,17.3500,16.8780,0.4720
51.5900,-5.3500,17.3600,16.8580,0.5020
51.5900,-5.3300,17.3700,16.8280,0.5420
51.5900,-5.3100,17.3500,16.7880,0.5620
51.5900,-5.2900,17.3000,16.7520,0.5480
51.5900,-5.2700,17.2700,16.7020,0.5680
51.5900,-5.2500,17.2700,16.6580,0.6120
51.5900,-5.2300,17.2700,16.6300,0.6400
51.5900,-5.2100,17.2800,16.6180,0.6620
51.5900,-5.1900,17.3000,16.5980,0.7020
51.5900,-5.1700,17.3200,16.5940,0.7260
51.5900,-5.1500,17.3400,16.5920,0.7480
51.5900,-5.1300,17.3300,16.5880,0.7420
51.5900,-5.1100,17.3100,16.5400,0.7700
51.5900,-5.0900,17.3100,16.5280,0.7820
51.5900,-5.0700,17.3700,16.5220,0.8480
51.5900,-5.0500,17.4200,16.5360,0.8840
51.5900,-5.0300,17.5100,16.5800,0.9300
51.5900,-5.0100,17.6100,16.6200,0.9900
