date,sst_c,clim_sst_c,anomaly_c
2024-05-10 00:00:00+00:00,11.0118,10.3644,0.6474
2024-05-11 00:00:00+00:00,11.4491,10.4074,1.0417
2024-05-12 00:00:00+00:00,11.4629,10.6178,0.8451
2024-05-13 00:00:00+00:00,11.4210,10.6761,0.7449
2024-05-14 00:00:00+00:00,11.4736,10.7901,0.6835
2024-05-15 00:00:00+00:00,11.6853,10.8783,0.8070
2024-05-16 00:00:00+00:00,11.9065,10.9195,0.9870
2024-05-17 00:00:00+00:00,11.9364,11.0135,0.9229
2024-05-18 00:00:00+00:00,12.1829,11.0155,1.1674
2024-05-19 00:00:00+00:00,12.3682,11.1109,1.2573
2024-05-20 00:00:00+00:00,12.5647,11.1476,1.4171
2024-05-21 00:00:00+00:00,12.7025,11.3126,1.3899
2024-05-22 00:00:00+00:00,12.6433,11.3432,1.3001
2024-05-23 00:00:00+00:00,12.6366,11.3647,1.2719
2024-05-24 00:00:00+00:00,12.5457,11.4000,1.1457
2024-05-25 00:00:00+00:00,12.5385,11.4849,1.0536
2024-05-26 00:00:00+00:00,12.4649,11.5451,0.9198
2024-05-27 00:00:00+00:00,12.4783,11.7787,0.6996
2024-05-28 00:00:00+00:00,12.5514,11.7372,0.8142
2024-05-29 00:00:00+00:00,12.5768,11.8112,0.7656
2024-05-30 00:00:00+00:00,12.6649,12.0358,0.6291
2024-05-31 00:00:00+00:00,12.7166,12.1496,0.5670
2024-06-01 00:00:00+00:00,12.6904,12.2879,0.4025
2024-06-02 00:00:00+00:00,12.8409,12.4130,0.4279
2024-06-03 00:00:00+00:00,12.8713,12.5052,0.3661
2024-06-04 00:00:00+00:00,12.9548,12.5006,0.4542
2024-06-05 00:00:00+00:00,12.9562,12.5862,0.3700
2024-06-06 00:00:00+00:00,12.9367,12.6408,0.2959
2024-06-07 00:00:00+00:00,12.9971,12.7866,0.2105
2024-06-08 00:00:00+00:00,13.0163,12.7226,0.2937
2024-06-09 00:00:00+00:00,13.1839,12.8391,0.3448
2024-06-10 00:00:00+00:00,13.1073,12.8305,0.2768
2024-06-11 00:00:00+00:00,13.1219,12.8563,0.2656
2024-06-12 00:00:00+00:00,13.1298,12.9671,0.1627
2024-06-13 00:00:00+00:00,13.1661,13.0674,0.0987
2024-06-14 00:00:00+00:00,13.1610,13.2383,-0.0773
2024-06-15 00:00:00+00:00,13.2313,13.3410,-0.1097
2024-06-16 00:00:00+00:00,13.2911,13.4469,-0.1558
2024-06-17 00:00:00+00:00,13.4346,13.4746,-0.0400
2024-06-18 00:00:00+00:00,13.6938,13.4919,0.2019
2024-06-19 00:00:00+00:00,13.6630,13.4941,0.1689
2024-06-20 00:00:00+00:00,13.6827,13.5405,0.1422
2024-06-21 00:00:00+00:00,14.0490,13.7438,0.3052
2024-06-22 00:00:00+00:00,13.8802,13.8240,0.0562
2024-06-23 00:00:00+00:00,13.9827,13.9294,0.0533
2024-06-24 00:00:00+00:00,14.2268,13.8715,0.3553
2024-06-25 00:00:00+00:00,14.2087,13.9800,0.2287
2024-06-26 00:00:00+00:00,14.3708,13.9705,0.4003
2024-06-27 00:00:00+00:00,14.2167,14.0667,0.1500
2024-06-28 00:00:00+00:00,14.2062,14.1181,0.0881
2024-06-29 00:00:00+00:00,14.2106,14.1470,0.0636
2024-06-30 00:00:00+00:00,14.2915,14.2335,0.0580
2024-07-01 00:00:00+00:00,14.3039,14.2683,0.0356
2024-07-02 00:00:00+00:00,14.3240,14.2762,0.0478
2024-07-03 00:00:00+00:00,14.3246,14.2960,0.0286
2024-07-04 00:00:00+00:00,14.3615,14.3162,0.0453
2024-07-05 00:00:00+00:00,14.3863,14.3524,0.0339
2024-07-06 00:00:00+00:00,14.4065,14.3854,0.0211
2024-07-07 00:00:00+00:00,14.4916,14.3966,0.0950
2024-07-08 00:00:00+00:00,14.5180,14.5716,-0.0536
2024-07-09 00:00:00+00:00,14.5164,14.6718,-0.1554
2024-07-10 00:00:00+00:00,14.4808,14.7831,-0.3023
2024-07-11 00:00:00+00:00,14.5027,14.8795,-0.3768
2024-07-12 00:00:00+00:00,14.5782,14.9390,-0.3608
2024-07-13 00:00:00+00:00,14.6872,14.9531,-0.2659
2024-07-14 00:00:00+00:00,14.8786,15.0423,-0.1637
2024-07-15 00:00:00+00:00,15.0483,15.1472,-0.0989
2024-07-16 00:00:00+00:00,15.0612,15.1940,-0.1328
2024-07-17 00:00:00+00:00,15.1322,15.3246,-0.1924
2024-07-18 00:00:00+00:00,15.2470,15.4574,-0.2104
2024-07-19 00:00:00+00:00,15.2504,15.5168,-0.2664
2024-07-20 00:00:00+00:00,15.2957,15.6833,-0.3876
2024-07-21 00:00:00+00:00,15.3792,15.7071,-0.3279
2024-07-22 00:00:00+00:00,15.1143,15.7074,-0.5931
2024-07-23 00:00:00+00:00,15.2604,15.7769,-0.5165
2024-07-24 00:00:00+00:00,15.4115,15.8215,-0.4100
2024-07-25 00:00:00+00:00,15.4094,15.8009,-0.3915
2024-07-26 00:00:00+00:00,15.3712,15.8042,-0.4330
2024-07-27 00:00:00+00:00,15.4230,15.8305,-0.4075
2024-07-28 00:00:00+00:00,15.5229,15.5786,-0.0557
2024-07-29 00:00:00+00:00,15.6911,15.0131,0.6780
2024-07-30 00:00:00+00:00,15.9160,14.9415,0.9745
2024-07-31 00:00:00+00:00,16.0527,14.8769,1.1758
2024-08-01 00:00:00+00:00,16.2142,15.1279,1.0863
2024-08-02 00:00:00+00:00,16.4653,15.3379,1.1274
2024-08-03 00:00:00+00:00,16.2993,15.3112,0.9881
2024-08-04 00:00:00+00:00,16.2857,15.3187,0.9670
2024-08-05 00:00:00+00:00,16.2956,15.5810,0.7146
2024-08-06 00:00:00+00:00,16.1297,15.8456,0.2841
2024-08-07 00:00:00+00:00,16.2024,15.7746,0.4278
2024-08-08 00:00:00+00:00,16.1743,15.8986,0.2757
2024-08-09 00:00:00+00:00,16.2135,15.9586,0.2549
2024-08-10 00:00:00+00:00,16.2275,16.0769,0.1506
2024-08-11 00:00:00+00:00,16.2089,16.1913,0.0176
2024-08-12 00:00:00+00:00,16.5615,16.2615,0.3000
2024-08-13 00:00:00+00:00,16.5699,16.3278,0.2421
2024-08-14 00:00:00+00:00,16.5268,16.3522,0.1746
2024-08-15 00:00:00+00:00,16.4322,16.3089,0.1233
2024-08-16 00:00:00+00:00,16.2592,16.3967,-0.1375
2024-08-17 00:00:00+00:00,16.3573,16.3843,-0.0270
2024-08-18 00:00:00+00:00,16.3382,16.3394,-0.0012
2024-08-19 00:00:00+00:00,16.2549,16.3301,-0.0752
2024-08-20 00:00:00+00:00,16.2933,16.3749,-0.0816
2024-08-21 00:00:00+00:00,16.2150,16.3601,-0.1451
2024-08-22 00:00:00+00:00,16.2116,16.4075,-0.1959
2024-08-23 00:00:00+00:00,15.9589,16.3818,-0.4229
2024-08-24 00:00:00+00:00,16.0156,16.4017,-0.3861
2024-08-25 00:00:00+00:00,15.9260,16.5158,-0.5898
2024-08-26 00:00:00+00:00,15.8568,16.5510,-0.6942
2024-08-27 00:00:00+00:00,15.8770,16.5997,-0.7227
2024-08-28 00:00:00+00:00,15.8436,16.5774,-0.7338
2024-08-29 00:00:00+00:00,15.9124,16.5787,-0.6663
2024-08-30 00:00:00+00:00,15.9522,16.5633,-0.6111
2024-08-31 00:00:00+00:00,16.0775,16.5462,-0.4687
2024-09-01 00:00:00+00:00,16.1531,16.5162,-0.3631
2024-09-02 00:00:00+00:00,16.1191,16.5274,-0.4083
2024-09-03 00:00:00+00:00,16.1510,16.5374,-0.3864
2024-09-04 00:00:00+00:00,16.1758,16.5448,-0.3690
2024-09-05 00:00:00+00:00,16.1701,16.5843,-0.4142
2024-09-06 00:00:00+00:00,16.1954,16.5257,-0.3303
2024-09-07 00:00:00+00:00,16.2288,16.6206,-0.3918
2024-09-08 00:00:00+00:00,16.2445,16.6846,-0.4401
2024-09-09 00:00:00+00:00,16.1718,16.7400,-0.5682
2024-09-10 00:00:00+00:00,16.1244,16.7812,-0.6568
2024-09-11 00:00:00+00:00,16.0033,16.7295,-0.7262
2024-09-12 00:00:00+00:00,15.8064,16.6575,-0.8511
2024-09-13 00:00:00+00:00,15.6964,16.5746,-0.8782
2024-09-14 00:00:00+00:00,15.5838,16.5783,-0.9945
2024-09-15 00:00:00+00:00,15.6439,16.4955,-0.8516
2024-09-16 00:00:00+00:00,15.6968,16.4592,-0.7624
2024-09-17 00:00:00+00:00,15.6741,16.4716,-0.7975
2024-09-18 00:00:00+00:00,15.7611,16.4223,-0.6612
2024-09-19 00:00:00+00:00,15.7160,16.4002,-0.6842
2024-09-20 00:00:00+00:00,15.5577,16.3429,-0.7852
2024-09-21 00:00:00+00:00,15.6309,16.2449,-0.6140
2024-09-22 00:00:00+00:00,15.6162,15.9689,-0.3527
2024-09-23 00:00:00+00:00,15.6043,16.0839,-0.4796
2024-09-24 00:00:00+00:00,15.5863,16.0943,-0.5080
2024-09-25 00:00:00+00:00,15.5248,16.0119,-0.4871
2024-09-26 00:00:00+00:00,15.4997,16.0312,-0.5315
2024-09-27 00:00:00+00:00,15.4895,15.9783,-0.4888
2024-09-28 00:00:00+00:00,15.2648,15.8951,-0.6303
2024-09-29 00:00:00+00:00,15.2315,15.8388,-0.6073
2024-09-30 00:00:00+00:00,15.1960,15.7884,-0.5924
2024-10-01 00:00:00+00:00,15.1642,15.7394,-0.5752
2024-10-02 00:00:00+00:00,15.1125,15.7051,-0.5926
2024-10-03 00:00:00+00:00,15.0340,15.6297,-0.5957
2024-10-04 00:00:00+00:00,14.9823,15.6318,-0.6495
2024-10-05 00:00:00+00:00,14.9278,15.5867,-0.6589
2024-10-06 00:00:00+00:00,14.9185,15.5067,-0.5882
2024-10-07 00:00:00+00:00,14.8574,15.4257,-0.5683
2024-10-08 00:00:00+00:00,14.8510,15.3885,-0.5375
2024-10-09 00:00:00+00:00,14.8261,15.3399,-0.5138
2024-10-10 00:00:00+00:00,14.8140,15.2426,-0.4286
2024-10-11 00:00:00+00:00,14.6131,15.1428,-0.5297
2024-10-12 00:00:00+00:00,14.6007,15.1461,-0.5454
2024-10-13 00:00:00+00:00,14.5513,15.1267,-0.5754
2024-10-14 00:00:00+00:00,14.5232,15.1025,-0.5793
2024-10-15 00:00:00+00:00,14.5164,15.0470,-0.5306
2024-10-16 00:00:00+00:00,14.5177,14.9869,-0.4692
2024-10-17 00:00:00+00:00,14.2529,14.9406,-0.6877
2024-10-18 00:00:00+00:00,14.3045,14.8917,-0.5872
2024-10-19 00:00:00+00:00,14.2274,14.8580,-0.6306
2024-10-20 00:00:00+00:00,14.2259,14.7802,-0.5543
2024-10-21 00:00:00+00:00,14.2022,14.7280,-0.5258
2024-10-22 00:00:00+00:00,14.2816,14.6744,-0.3928
2024-10-23 00:00:00+00:00,14.2790,14.6031,-0.3241
2024-10-24 00:00:00+00:00,14.2672,14.5596,-0.2924
2024-10-25 00:00:00+00:00,14.2434,14.4981,-0.2547
2024-10-26 00:00:00+00:00,14.1661,14.4778,-0.3117
2024-10-27 00:00:00+00:00,14.1388,14.4179,-0.2791
2024-10-28 00:00:00+00:00,14.1236,14.4077,-0.2841
2024-10-29 00:00:00+00:00,14.0279,14.3330,-0.3051
2024-10-30 00:00:00+00:00,14.0041,14.3036,-0.2995
2024-10-31 00:00:00+00:00,14.0076,14.2766,-0.2690
2024-11-01 00:00:00+00:00,14.0277,14.2338,-0.2061
2024-11-02 00:00:00+00:00,14.0265,14.1372,-0.1107
2024-11-03 00:00:00+00:00,14.0251,14.0115,0.0136
2024-11-04 00:00:00+00:00,14.0236,13.9013,0.1223
2024-11-05 00:00:00+00:00,14.0147,13.8367,0.1780
2024-11-06 00:00:00+00:00,14.0097,13.7465,0.2632
2024-11-07 00:00:00+00:00,13.8921,13.6865,0.2056
2024-11-08 00:00:00+00:00,13.8929,13.6188,0.2741
2024-11-09 00:00:00+00:00,13.8894,13.5203,0.3691
2024-11-10 00:00:00+00:00,13.8826,13.4716,0.4110
2024-11-11 00:00:00+00:00,13.7724,13.4075,0.3649
2024-11-12 00:00:00+00:00,13.7497,13.3405,0.4092
2024-11-13 00:00:00+00:00,13.7019,13.2550,0.4469
2024-11-14 00:00:00+00:00,13.5949,13.2115,0.3834
2024-11-15 00:00:00+00:00,13.5374,13.1616,0.3758
2024-11-16 00:00:00+00:00,13.4951,13.1267,0.3684
2024-11-17 00:00:00+00:00,13.4994,13.0981,0.4013
2024-11-18 00:00:00+00:00,13.4764,13.0664,0.4100
2024-11-19 00:00:00+00:00,13.4728,12.9437,0.5291
2024-11-20 00:00:00+00:00,13.2771,12.9206,0.3565
2024-11-21 00:00:00+00:00,13.2706,12.8644,0.4062
2024-11-22 00:00:00+00:00,13.0821,12.8005,0.2816
2024-11-23 00:00:00+00:00,13.0809,12.7116,0.3693
2024-11-24 00:00:00+00:00,13.0711,12.6332,0.4379
2024-11-25 00:00:00+00:00,12.7053,12.5488,0.1565
2024-11-26 00:00:00+00:00,12.5375,12.5119,0.0256
2024-11-27 00:00:00+00:00,12.5054,12.4406,0.0648
2024-11-28 00:00:00+00:00,12.3633,12.3515,0.0118
2024-11-29 00:00:00+00:00,12.3724,12.2423,0.1301
2024-11-30 00:00:00+00:00,12.2297,12.1638,0.0659
2024-12-01 00:00:00+00:00,12.2287,12.0555,0.1732
2024-12-02 00:00:00+00:00,12.3267,11.9481,0.3786
2024-12-03 00:00:00+00:00,12.1622,11.8878,0.2744
2024-12-04 00:00:00+00:00,12.1187,11.8539,0.2648
2024-12-05 00:00:00+00:00,12.0628,11.7704,0.2924
2024-12-06 00:00:00+00:00,12.0188,11.6583,0.3605
2024-12-07 00:00:00+00:00,11.9663,11.5400,0.4263
2024-12-08 00:00:00+00:00,11.8027,11.4152,0.3875
2024-12-09 00:00:00+00:00,11.7013,11.2983,0.4030
2024-12-10 00:00:00+00:00,11.6233,11.2204,0.4029
2024-12-11 00:00:00+00:00,11.5073,11.1710,0.3363
2024-12-12 00:00:00+00:00,11.4721,11.1182,0.3539
2024-12-13 00:00:00+00:00,11.4674,11.1192,0.3482
2024-12-14 00:00:00+00:00,11.2319,10.9769,0.2550
2024-12-15 00:00:00+00:00,11.2486,10.9071,0.3415
2024-12-16 00:00:00+00:00,10.9465,10.7210,0.2255
2024-12-17 00:00:00+00:00,11.0110,10.6830,0.3280
2024-12-18 00:00:00+00:00,10.7389,10.6730,0.0659
2024-12-19 00:00:00+00:00,10.9184,10.6795,0.2389
2024-12-20 00:00:00+00:00,10.8318,10.6572,0.1746
2024-12-21 00:00:00+00:00,10.8861,10.6119,0.2742
2024-12-22 00:00:00+00:00,10.8050,10.5833,0.2217
2024-12-23 00:00:00+00:00,10.8271,10.5473,0.2798
2024-12-24 00:00:00+00:00,10.5535,10.4879,0.0656
2024-12-25 00:00:00+00:00,10.1507,10.4593,-0.3086
2024-12-26 00:00:00+00:00,9.4969,10.4402,-0.9433
2024-12-27 00:00:00+00:00,9.3088,10.4094,-1.1006
2024-12-28 00:00:00+00:00,9.0281,10.3642,-1.3361
2024-12-29 00:00:00+00:00,9.1723,10.3615,-1.1892
2024-12-30 00:00:00+00:00,9.0761,10.3790,-1.3029
2024-12-31 00:00:00+00:00,9.5877,10.3454,-0.7577
2025-01-01 00:00:00+00:00,9.5857,10.1631,-0.5774
2025-01-02 00:00:00+00:00,10.0865,10.1401,-0.0536
2025-01-03 00:00:00+00:00,10.1879,10.0855,0.1024
2025-01-04 00:00:00+00:00,10.1845,10.0623,0.1222
2025-01-05 00:00:00+00:00,10.1793,10.0171,0.1622
2025-01-06 00:00:00+00:00,10.1247,9.9840,0.1407
2025-01-07 00:00:00+00:00,9.9039,9.9166,-0.0127
2025-01-08 00:00:00+00:00,9.7691,9.8604,-0.0913
2025-01-09 00:00:00+00:00,9.7222,9.7757,-0.0535
2025-01-10 00:00:00+00:00,9.6376,9.7429,-0.1053
2025-01-11 00:00:00+00:00,9.6277,9.7183,-0.0906
2025-01-12 00:00:00+00:00,9.4407,9.6624,-0.2217
2025-01-13 00:00:00+00:00,9.4386,9.6391,-0.2005
2025-01-14 00:00:00+00:00,9.4591,9.6015,-0.1424
2025-01-15 00:00:00+00:00,9.1605,9.5726,-0.4121
2025-01-16 00:00:00+00:00,9.4918,9.5290,-0.0372
2025-01-17 00:00:00+00:00,9.5194,9.4413,0.0781
2025-01-18 00:00:00+00:00,9.5135,9.3759,0.1376
2025-01-19 00:00:00+00:00,9.4626,9.3542,0.1084
2025-01-20 00:00:00+00:00,9.4527,9.3125,0.1402
2025-01-21 00:00:00+00:00,9.4531,9.2821,0.1710
2025-01-22 00:00:00+00:00,9.3421,9.2261,0.1160
2025-01-23 00:00:00+00:00,9.3088,9.1722,0.1366
2025-01-24 00:00:00+00:00,9.2886,9.1329,0.1557
2025-01-25 00:00:00+00:00,9.2081,9.0917,0.1164
2025-01-26 00:00:00+00:00,9.2238,9.1019,0.1219
2025-01-27 00:00:00+00:00,9.0617,9.0843,-0.0226
2025-01-28 00:00:00+00:00,9.0915,9.0016,0.0899
2025-01-29 00:00:00+00:00,9.0004,8.9679,0.0325
2025-01-30 00:00:00+00:00,8.9971,9.0272,-0.0301
2025-01-31 00:00:00+00:00,9.0483,8.9814,0.0669
2025-02-01 00:00:00+00:00,9.0131,8.9588,0.0543
2025-02-02 00:00:00+00:00,9.0146,8.9492,0.0654
2025-02-03 00:00:00+00:00,9.0337,8.8239,0.2098
2025-02-04 00:00:00+00:00,9.0146,8.8257,0.1889
2025-02-05 00:00:00+00:00,8.9262,8.9498,-0.0236
2025-02-06 00:00:00+00:00,8.8289,8.8718,-0.0429
2025-02-07 00:00:00+00:00,8.8736,8.8232,0.0504
2025-02-08 00:00:00+00:00,8.7856,8.8151,-0.0295
2025-02-09 00:00:00+00:00,8.7823,8.7523,0.0300
2025-02-10 00:00:00+00:00,8.6618,8.6975,-0.0357
2025-02-11 00:00:00+00:00,8.6217,8.6198,0.0019
2025-02-12 00:00:00+00:00,8.5562,8.5906,-0.0344
2025-02-13 00:00:00+00:00,8.4897,8.6164,-0.1267
2025-02-14 00:00:00+00:00,8.4348,8.5634,-0.1286
2025-02-15 00:00:00+00:00,8.4320,8.5576,-0.1256
2025-02-16 00:00:00+00:00,8.3820,8.4999,-0.1179
2025-02-17 00:00:00+00:00,8.3419,8.4899,-0.1480
2025-02-18 00:00:00+00:00,8.3083,8.4971,-0.1888
2025-02-19 00:00:00+00:00,8.2441,8.5152,-0.2711
2025-02-20 00:00:00+00:00,8.1019,8.4581,-0.3562
2025-02-21 00:00:00+00:00,8.1250,8.3927,-0.2677
2025-02-22 00:00:00+00:00,8.1097,8.4095,-0.2998
2025-02-23 00:00:00+00:00,8.4060,8.4707,-0.0647
2025-02-24 00:00:00+00:00,8.4061,8.4832,-0.0771
2025-02-25 00:00:00+00:00,8.4452,8.4873,-0.0421
2025-02-26 00:00:00+00:00,8.5580,8.5367,0.0213
2025-02-27 00:00:00+00:00,8.5573,8.5787,-0.0214
2025-02-28 00:00:00+00:00,8.5737,8.5577,0.0160
2025-03-01 00:00:00+00:00,8.5932,8.5389,0.0543
2025-03-02 00:00:00+00:00,8.5092,8.4663,0.0429
2025-03-03 00:00:00+00:00,8.4897,8.3573,0.1324
2025-03-04 00:00:00+00:00,8.6957,8.3423,0.3534
2025-03-05 00:00:00+00:00,8.5559,8.3477,0.2082
2025-03-06 00:00:00+00:00,8.6858,8.3029,0.3829
2025-03-07 00:00:00+00:00,8.6763,8.2842,0.3921
2025-03-08 00:00:00+00:00,8.5774,8.2597,0.3177
2025-03-09 00:00:00+00:00,8.5941,8.2808,0.3133
2025-03-10 00:00:00+00:00,8.6911,8.2509,0.4402
2025-03-11 00:00:00+00:00,8.7067,8.1901,0.5166
2025-03-12 00:00:00+00:00,8.6930,8.2014,0.4916
2025-03-13 00:00:00+00:00,8.7343,8.1635,0.5708
2025-03-14 00:00:00+00:00,8.6706,8.1085,0.5621
2025-03-15 00:00:00+00:00,8.6947,8.0826,0.6121
2025-03-16 00:00:00+00:00,8.7380,8.1067,0.6313
2025-03-17 00:00:00+00:00,8.7393,8.2347,0.5046
2025-03-18 00:00:00+00:00,8.7120,8.2492,0.4628
2025-03-19 00:00:00+00:00,8.7101,8.3501,0.3600
2025-03-20 00:00:00+00:00,8.7347,8.2897,0.4450
2025-03-21 00:00:00+00:00,8.7978,8.2557,0.5421
2025-03-22 00:00:00+00:00,8.7492,8.2403,0.5089
2025-03-23 00:00:00+00:00,8.7642,8.3484,0.4158
2025-03-24 00:00:00+00:00,8.8509,8.4929,0.3580
2025-03-25 00:00:00+00:00,9.0165,8.5759,0.4406
2025-03-26 00:00:00+00:00,8.9833,8.6203,0.3630
2025-03-27 00:00:00+00:00,8.7237,8.7594,-0.0357
2025-03-28 00:00:00+00:00,8.9340,8.8016,0.1324
2025-03-29 00:00:00+00:00,9.0148,8.7748,0.2400
2025-03-30 00:00:00+00:00,9.5132,8.7809,0.7323
2025-03-31 00:00:00+00:00,9.3429,8.7563,0.5866
2025-04-01 00:00:00+00:00,9.3502,8.7341,0.6161
2025-04-02 00:00:00+00:00,9.5734,8.7349,0.8385
2025-04-03 00:00:00+00:00,9.4529,8.8557,0.5972
2025-04-04 00:00:00+00:00,9.3607,8.8335,0.5272
2025-04-05 00:00:00+00:00,9.5061,8.8628,0.6433
2025-04-06 00:00:00+00:00,9.6986,8.8561,0.8425
2025-04-07 00:00:00+00:00,9.8213,8.9272,0.8941
2025-04-08 00:00:00+00:00,9.8368,8.8998,0.9370
2025-04-09 00:00:00+00:00,9.8021,8.9070,0.8951
2025-04-10 00:00:00+00:00,9.8729,8.9240,0.9489
2025-04-11 00:00:00+00:00,9.9965,8.9233,1.0732
2025-04-12 00:00:00+00:00,10.2219,8.9452,1.2767
2025-04-13 00:00:00+00:00,9.9590,8.9658,0.9932
2025-04-14 00:00:00+00:00,9.9514,9.0635,0.8879
2025-04-15 00:00:00+00:00,9.9506,9.1549,0.7957
2025-04-16 00:00:00+00:00,9.9418,9.2298,0.7120
2025-04-17 00:00:00+00:00,9.8729,9.1679,0.7050
2025-04-18 00:00:00+00:00,9.8691,9.2661,0.6030
2025-04-19 00:00:00+00:00,9.8658,9.2736,0.5922
2025-04-20 00:00:00+00:00,9.9124,9.3181,0.5943
2025-04-21 00:00:00+00:00,9.7950,9.3987,0.3963
2025-04-22 00:00:00+00:00,9.7506,9.5780,0.1726
2025-04-23 00:00:00+00:00,9.9430,9.5925,0.3505
2025-04-24 00:00:00+00:00,10.0413,9.5913,0.4500
2025-04-25 00:00:00+00:00,10.0730,9.6539,0.4191
2025-04-26 00:00:00+00:00,10.0674,9.7433,0.3241
2025-04-27 00:00:00+00:00,10.3842,9.7066,0.6776
2025-04-28 00:00:00+00:00,10.2852,9.6359,0.6493
2025-04-29 00:00:00+00:00,10.0266,9.7142,0.3124
2025-04-30 00:00:00+00:00,10.4900,9.6892,0.8008
2025-05-01 00:00:00+00:00,10.7160,9.8141,0.9019
2025-05-02 00:00:00+00:00,10.9177,9.9211,0.9966
2025-05-03 00:00:00+00:00,11.1456,9.9815,1.1641
2025-05-04 00:00:00+00:00,11.1555,10.0558,1.0997
2025-05-05 00:00:00+00:00,11.2082,10.1415,1.0667
2025-05-06 00:00:00+00:00,11.1873,10.1141,1.0732
2025-05-07 00:00:00+00:00,11.1067,10.2477,0.8590
2025-05-08 00:00:00+00:00,11.3436,10.2415,1.1021
2025-05-09 00:00:00+00:00,11.4809,10.2330,1.2479
2025-05-10 00:00:00+00:00,11.6127,10.3644,1.2483
2025-05-11 00:00:00+00:00,11.6717,10.4074,1.2643
2025-05-12 00:00:00+00:00,11.7782,10.6178,1.1604
2025-05-13 00:00:00+00:00,11.9387,10.6761,1.2626
2025-05-14 00:00:00+00:00,12.2021,10.7901,1.4120
2025-05-15 00:00:00+00:00,12.2939,10.8783,1.4156
2025-05-16 00:00:00+00:00,12.2837,10.9195,1.3642
2025-05-17 00:00:00+00:00,12.3694,11.0135,1.3559
2025-05-18 00:00:00+00:00,12.5417,11.0155,1.5262
2025-05-19 00:00:00+00:00,12.7009,11.1109,1.5900
2025-05-20 00:00:00+00:00,12.7021,11.1476,1.5545
2025-05-21 00:00:00+00:00,12.7573,11.3126,1.4447
2025-05-22 00:00:00+00:00,13.0515,11.3432,1.7083
2025-05-23 00:00:00+00:00,13.0937,11.3647,1.7290
2025-05-24 00:00:00+00:00,12.7500,11.4000,1.3500
2025-05-25 00:00:00+00:00,12.9945,11.4849,1.5096
2025-05-26 00:00:00+00:00,13.0017,11.5451,1.4566
2025-05-27 00:00:00+00:00,12.9304,11.7787,1.1517
2025-05-28 00:00:00+00:00,12.8049,11.7372,1.0677
2025-05-29 00:00:00+00:00,12.8038,11.8112,0.9926
2025-05-30 00:00:00+00:00,12.8746,12.0358,0.8388
2025-05-31 00:00:00+00:00,12.8423,12.1496,0.6927
2025-06-01 00:00:00+00:00,13.0392,12.2879,0.7513
2025-06-02 00:00:00+00:00,13.0917,12.4130,0.6787
2025-06-03 00:00:00+00:00,13.0286,12.5052,0.5234
2025-06-04 00:00:00+00:00,12.9325,12.5006,0.4319
2025-06-05 00:00:00+00:00,12.9331,12.5862,0.3469
2025-06-06 00:00:00+00:00,13.0705,12.6408,0.4297
2025-06-07 00:00:00+00:00,13.0734,12.7866,0.2868
2025-06-08 00:00:00+00:00,13.1885,12.7226,0.4659
2025-06-09 00:00:00+00:00,13.1861,12.8391,0.3470
2025-06-10 00:00:00+00:00,13.2004,12.8305,0.3699
2025-06-11 00:00:00+00:00,13.4115,12.8563,0.5552
2025-06-12 00:00:00+00:00,13.4691,12.9671,0.5020
2025-06-13 00:00:00+00:00,13.4782,13.0674,0.4108
2025-06-14 00:00:00+00:00,13.5086,13.2383,0.2703
2025-06-15 00:00:00+00:00,13.7469,13.3410,0.4059
2025-06-16 00:00:00+00:00,13.8833,13.4469,0.4364
2025-06-17 00:00:00+00:00,13.8991,13.4746,0.4245
2025-06-18 00:00:00+00:00,14.1950,13.4919,0.7031
2025-06-19 00:00:00+00:00,14.3269,13.4941,0.8328
2025-06-20 00:00:00+00:00,14.5112,13.5405,0.9707
2025-06-21 00:00:00+00:00,15.0307,13.7438,1.2869
2025-06-22 00:00:00+00:00,15.0338,13.8240,1.2098
2025-06-23 00:00:00+00:00,14.8908,13.9294,0.9614
2025-06-24 00:00:00+00:00,14.8437,13.8715,0.9722
2025-06-25 00:00:00+00:00,14.6804,13.9800,0.7004
2025-06-26 00:00:00+00:00,14.6072,13.9705,0.6367
2025-06-27 00:00:00+00:00,14.6182,14.0667,0.5515
2025-06-28 00:00:00+00:00,14.7675,14.1181,0.6494
2025-06-29 00:00:00+00:00,14.8704,14.1470,0.7234
2025-06-30 00:00:00+00:00,15.0190,14.2335,0.7855
2025-07-01 00:00:00+00:00,14.9771,14.2683,0.7088
2025-07-02 00:00:00+00:00,15.0804,14.2762,0.8042
2025-07-03 00:00:00+00:00,15.3996,14.2960,1.1036
2025-07-04 00:00:00+00:00,15.4376,14.3162,1.1214
2025-07-05 00:00:00+00:00,15.4359,14.3524,1.0835
2025-07-06 00:00:00+00:00,15.5153,14.3854,1.1299
2025-07-07 00:00:00+00:00,15.4673,14.3966,1.0707
2025-07-08 00:00:00+00:00,15.6110,14.5716,1.0394
2025-07-09 00:00:00+00:00,15.6074,14.6718,0.9356
2025-07-10 00:00:00+00:00,16.0525,14.7831,1.2694
2025-07-11 00:00:00+00:00,16.2092,14.8795,1.3297
2025-07-12 00:00:00+00:00,16.8667,14.9390,1.9277
2025-07-13 00:00:00+00:00,17.1425,14.9531,2.1894
2025-07-14 00:00:00+00:00,16.9133,15.0423,1.8710
2025-07-15 00:00:00+00:00,16.4404,15.1472,1.2932
