date,year,season,sst_nino34,oni
2020-06-15 00:00:00+00:00,2020,MJJ,27.45,-0.18
2020-07-15 00:00:00+00:00,2020,JJA,27.0,-0.29
2020-08-15 00:00:00+00:00,2020,JAS,26.52,-0.43
2020-09-15 00:00:00+00:00,2020,ASO,25.99,-0.77
2020-10-15 00:00:00+00:00,2020,SON,25.71,-1.0
2020-11-15 00:00:00+00:00,2020,OND,25.54,-1.11
2020-12-15 00:00:00+00:00,2020,NDJ,25.5,-1.06
2021-01-15 00:00:00+00:00,2021,DJF,25.55,-0.99
2021-02-15 00:00:00+00:00,2021,JFM,25.92,-0.85
2021-03-15 00:00:00+00:00,2021,FMA,26.48,-0.74
2021-04-15 00:00:00+00:00,2021,MAM,27.07,-0.56
2021-05-15 00:00:00+00:00,2021,AMJ,27.39,-0.4
2021-06-15 00:00:00+00:00,2021,MJJ,27.31,-0.31
2021-07-15 00:00:00+00:00,2021,JJA,26.95,-0.35
2021-08-15 00:00:00+00:00,2021,JAS,26.49,-0.46
2021-09-15 00:00:00+00:00,2021,ASO,26.13,-0.64
2021-10-15 00:00:00+00:00,2021,SON,25.94,-0.77
2021-11-15 00:00:00+00:00,2021,OND,25.74,-0.91
2021-12-15 00:00:00+00:00,2021,NDJ,25.73,-0.83
2022-01-15 00:00:00+00:00,2022,DJF,25.79,-0.76
2022-02-15 00:00:00+00:00,2022,JFM,26.09,-0.68
2022-03-15 00:00:00+00:00,2022,FMA,26.46,-0.77
2022-04-15 00:00:00+00:00,2022,MAM,26.77,-0.86
2022-05-15 00:00:00+00:00,2022,AMJ,26.96,-0.83
2022-06-15 00:00:00+00:00,2022,MJJ,26.9,-0.73
2022-07-15 00:00:00+00:00,2022,JJA,26.59,-0.7
2022-08-15 00:00:00+00:00,2022,JAS,26.18,-0.78
2022-09-15 00:00:00+00:00,2022,ASO,25.89,-0.87
2022-10-15 00:00:00+00:00,2022,SON,25.82,-0.89
2022-11-15 00:00:00+00:00,2022,OND,25.83,-0.82
2022-12-15 00:00:00+00:00,2022,NDJ,25.86,-0.7
2023-01-15 00:00:00+00:00,2023,DJF,26.0,-0.55
2023-02-15 00:00:00+00:00,2023,JFM,26.45,-0.33
2023-03-15 00:00:00+00:00,2023,FMA,27.12,-0.11
2023-04-15 00:00:00+00:00,2023,MAM,27.82,0.19
2023-05-15 00:00:00+00:00,2023,AMJ,28.25,0.46
2023-06-15 00:00:00+00:00,2023,MJJ,28.36,0.73
2023-07-15 00:00:00+00:00,2023,JJA,28.29,1.0
2023-08-15 00:00:00+00:00,2023,JAS,28.21,1.25
2023-09-15 00:00:00+00:00,2023,ASO,28.26,1.5
2023-10-15 00:00:00+00:00,2023,SON,28.45,1.74
2023-11-15 00:00:00+00:00,2023,OND,28.55,1.9
2023-12-15 00:00:00+00:00,2023,NDJ,28.55,1.99
2024-01-15 00:00:00+00:00,2024,DJF,28.38,1.84
2024-02-15 00:00:00+00:00,2024,JFM,28.3,1.53
2024-03-15 00:00:00+00:00,2024,FMA,28.4,1.18
2024-04-15 00:00:00+00:00,2024,MAM,28.4,0.77
2024-05-15 00:00:00+00:00,2024,AMJ,28.23,0.43
2024-06-15 00:00:00+00:00,2024,MJJ,27.8,0.18
2024-07-15 00:00:00+00:00,2024,JJA,27.35,0.06
2024-08-15 00:00:00+00:00,2024,JAS,26.92,-0.04
2024-09-15 00:00:00+00:00,2024,ASO,26.64,-0.12
2024-10-15 00:00:00+00:00,2024,SON,26.52,-0.19
2024-11-15 00:00:00+00:00,2024,OND,26.35,-0.29
2024-12-15 00:00:00+00:00,2024,NDJ,26.13,-0.43
2025-01-15 00:00:00+00:00,2025,DJF,26.09,-0.46
2025-02-15 00:00:00+00:00,2025,JFM,26.56,-0.22
2025-03-15 00:00:00+00:00,2025,FMA,27.15,-0.08
2025-04-15 00:00:00+00:00,2025,MAM,27.65,0.02
2025-05-15 00:00:00+00:00,2025,AMJ,27.76,-0.04
2025-06-15 00:00:00+00:00,2025,MJJ,27.61,-0.02
2025-07-15 00:00:00+00:00,2025,JJA,27.18,-0.11
2025-08-15 00:00:00+00:00,2025,JAS,26.7,-0.26
2025-09-15 00:00:00+00:00,2025,ASO,26.33,-0.43
2025-10-15 00:00:00+00:00,2025,SON,26.14,-0.57
2025-11-15 00:00:00+00:00,2025,OND,26.04,-0.61
2025-12-15 00:00:00+00:00,2025,NDJ,25.96,-0.6
2026-01-15 00:00:00+00:00,2026,DJF,26.15,-0.39
2026-02-15 00:00:00+00:00,2026,JFM,26.57,-0.21
2026-03-15 00:00:00+00:00,2026,FMA,27.34,0.11
2026-04-15 00:00:00+00:00,2026,MAM,28.09,0.46
2026-05-15 00:00:00+00:00,2026,AMJ,28.74,0.95
2026-06-15 00:00:00+00:00,2026,MJJ,29.02,1.39
