date,sst_c
2018-03-16 00:00:00+00:00,7.0331
2018-03-17 00:00:00+00:00,7.0423
2018-03-18 00:00:00+00:00,7.0886
2018-03-19 00:00:00+00:00,7.0871
2018-03-20 00:00:00+00:00,7.0325
2018-03-21 00:00:00+00:00,6.9383
2018-03-22 00:00:00+00:00,6.9359
2018-03-23 00:00:00+00:00,7.1004
2018-03-24 00:00:00+00:00,7.0987
2018-03-25 00:00:00+00:00,6.9835
2018-03-26 00:00:00+00:00,7.0616
2018-03-27 00:00:00+00:00,7.0577
2018-03-28 00:00:00+00:00,7.0699
2018-03-29 00:00:00+00:00,7.0987
2018-03-30 00:00:00+00:00,7.1257
2018-03-31 00:00:00+00:00,7.1118
2018-04-01 00:00:00+00:00,7.1446
2018-04-02 00:00:00+00:00,7.1430
2018-04-03 00:00:00+00:00,7.1509
2018-04-04 00:00:00+00:00,7.1564
2018-04-05 00:00:00+00:00,7.2669
2018-04-06 00:00:00+00:00,7.2693
2018-04-07 00:00:00+00:00,7.2691
2018-04-08 00:00:00+00:00,7.3226
2018-04-09 00:00:00+00:00,7.5303
2018-04-10 00:00:00+00:00,7.5270
2018-04-11 00:00:00+00:00,7.5052
2018-04-12 00:00:00+00:00,7.4870
2018-04-13 00:00:00+00:00,7.5251
2018-04-14 00:00:00+00:00,7.6254
2018-04-15 00:00:00+00:00,7.7723
2018-04-16 00:00:00+00:00,7.8271
2018-04-17 00:00:00+00:00,7.8250
2018-04-18 00:00:00+00:00,7.9473
2018-04-19 00:00:00+00:00,8.2494
2018-04-20 00:00:00+00:00,8.2842
2018-04-21 00:00:00+00:00,8.1365
2018-04-22 00:00:00+00:00,8.3585
2018-04-23 00:00:00+00:00,8.2830
2018-04-24 00:00:00+00:00,8.2764
2018-04-25 00:00:00+00:00,8.4327
2018-04-26 00:00:00+00:00,8.7545
2018-04-27 00:00:00+00:00,8.7510
2018-04-28 00:00:00+00:00,8.6224
2018-04-29 00:00:00+00:00,8.6351
2018-04-30 00:00:00+00:00,8.7120
2018-05-01 00:00:00+00:00,8.8294
2018-05-02 00:00:00+00:00,8.8260
2018-05-03 00:00:00+00:00,8.8542
2018-05-04 00:00:00+00:00,8.8093
2018-05-05 00:00:00+00:00,8.9227
2018-05-06 00:00:00+00:00,8.9389
2018-05-07 00:00:00+00:00,9.2058
2018-05-08 00:00:00+00:00,9.3485
2018-05-09 00:00:00+00:00,9.5219
2018-05-10 00:00:00+00:00,9.4998
2018-05-11 00:00:00+00:00,9.6207
2018-05-12 00:00:00+00:00,9.5788
2018-05-13 00:00:00+00:00,9.6867
2018-05-14 00:00:00+00:00,9.7749
2018-05-15 00:00:00+00:00,9.8227
2018-05-16 00:00:00+00:00,9.8346
2018-05-17 00:00:00+00:00,9.8701
2018-05-18 00:00:00+00:00,9.8590
2018-05-19 00:00:00+00:00,10.0759
2018-05-20 00:00:00+00:00,10.1186
2018-05-21 00:00:00+00:00,10.1255
2018-05-22 00:00:00+00:00,10.1078
2018-05-23 00:00:00+00:00,10.4556
2018-05-24 00:00:00+00:00,10.8123
2018-05-25 00:00:00+00:00,10.7633
2018-05-26 00:00:00+00:00,10.7658
2018-05-27 00:00:00+00:00,10.7250
2018-05-28 00:00:00+00:00,10.9198
2018-05-29 00:00:00+00:00,11.2041
2018-05-30 00:00:00+00:00,11.3127
2018-05-31 00:00:00+00:00,11.2971
2018-06-01 00:00:00+00:00,11.2871
2018-06-02 00:00:00+00:00,11.3768
2018-06-03 00:00:00+00:00,11.7387
2018-06-04 00:00:00+00:00,12.0649
2018-06-05 00:00:00+00:00,12.1483
2018-06-06 00:00:00+00:00,12.1797
2018-06-07 00:00:00+00:00,12.6289
2018-06-08 00:00:00+00:00,12.7060
2018-06-09 00:00:00+00:00,12.8434
2018-06-10 00:00:00+00:00,13.1184
2018-06-11 00:00:00+00:00,13.1091
2018-06-12 00:00:00+00:00,13.2418
2018-06-13 00:00:00+00:00,13.2182
2018-06-14 00:00:00+00:00,13.2513
2018-06-15 00:00:00+00:00,13.1082
2018-06-16 00:00:00+00:00,13.1493
2018-06-17 00:00:00+00:00,13.1454
2018-06-18 00:00:00+00:00,13.1117
2018-06-19 00:00:00+00:00,13.0070
2018-06-20 00:00:00+00:00,13.0795
2018-06-21 00:00:00+00:00,13.0077
2018-06-22 00:00:00+00:00,13.2330
2018-06-23 00:00:00+00:00,13.3402
2018-06-24 00:00:00+00:00,13.1589
2018-06-25 00:00:00+00:00,13.1589
2018-06-26 00:00:00+00:00,13.3171
2018-06-27 00:00:00+00:00,13.8184
2018-06-28 00:00:00+00:00,14.2625
2018-06-29 00:00:00+00:00,14.4098
2018-06-30 00:00:00+00:00,14.6077
2018-07-01 00:00:00+00:00,14.6997
2018-07-02 00:00:00+00:00,14.6190
2018-07-03 00:00:00+00:00,14.8075
2018-07-04 00:00:00+00:00,14.9440
2018-07-05 00:00:00+00:00,15.1383
2018-07-06 00:00:00+00:00,15.0975
2018-07-07 00:00:00+00:00,15.3839
2018-07-08 00:00:00+00:00,15.7865
2018-07-09 00:00:00+00:00,16.1356
2018-07-10 00:00:00+00:00,16.0921
2018-07-11 00:00:00+00:00,15.9870
2018-07-12 00:00:00+00:00,15.9575
2018-07-13 00:00:00+00:00,15.8618
2018-07-14 00:00:00+00:00,15.9201
2018-07-15 00:00:00+00:00,15.9557
2018-07-16 00:00:00+00:00,15.9309
2018-07-17 00:00:00+00:00,15.8290
2018-07-18 00:00:00+00:00,15.8295
2018-07-19 00:00:00+00:00,15.7991
2018-07-20 00:00:00+00:00,16.0079
2018-07-21 00:00:00+00:00,15.9778
2018-07-22 00:00:00+00:00,15.8739
2018-07-23 00:00:00+00:00,16.0008
2018-07-24 00:00:00+00:00,15.9052
2018-07-25 00:00:00+00:00,16.0926
2018-07-26 00:00:00+00:00,16.4457
2018-07-27 00:00:00+00:00,16.6027
2018-07-28 00:00:00+00:00,16.5821
2018-07-29 00:00:00+00:00,16.5829
2018-07-30 00:00:00+00:00,16.4830
2018-07-31 00:00:00+00:00,16.4461
2018-08-01 00:00:00+00:00,16.3905
2018-08-02 00:00:00+00:00,16.3320
2018-08-03 00:00:00+00:00,16.1496
2018-08-04 00:00:00+00:00,16.2176
2018-08-05 00:00:00+00:00,16.5162
2018-08-06 00:00:00+00:00,16.7446
2018-08-07 00:00:00+00:00,16.5244
2018-08-08 00:00:00+00:00,16.5945
2018-08-09 00:00:00+00:00,16.5323
2018-08-10 00:00:00+00:00,16.5270
2018-08-11 00:00:00+00:00,16.6221
2018-08-12 00:00:00+00:00,16.6006
2018-08-13 00:00:00+00:00,16.4984
2018-08-14 00:00:00+00:00,16.4981
2018-08-15 00:00:00+00:00,16.4211
2018-08-16 00:00:00+00:00,16.4277
2018-08-17 00:00:00+00:00,16.4439
2018-08-18 00:00:00+00:00,16.4183
2018-08-19 00:00:00+00:00,16.1804
2018-08-20 00:00:00+00:00,16.1891
2018-08-21 00:00:00+00:00,16.1097
2018-08-22 00:00:00+00:00,16.0522
2018-08-23 00:00:00+00:00,16.1553
2018-08-24 00:00:00+00:00,16.3653
2018-08-25 00:00:00+00:00,16.2531
2018-08-26 00:00:00+00:00,16.2219
2018-08-27 00:00:00+00:00,16.2573
2018-08-28 00:00:00+00:00,16.2660
2018-08-29 00:00:00+00:00,16.2502
2018-08-30 00:00:00+00:00,16.1666
2018-08-31 00:00:00+00:00,16.1868
2018-09-01 00:00:00+00:00,16.1013
