latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
51.66634,-3.45764,308.32,0.53,0.5,2026-07-25,147,N,VIIRS,n,2.0NRT,282.88,1.56,N
51.74683,-3.04,309.9,0.51,0.5,2026-07-25,147,N,VIIRS,n,2.0NRT,286.64,3.24,N
51.75142,-3.03914,302.4,0.51,0.5,2026-07-25,147,N,VIIRS,n,2.0NRT,284.2,1.25,N
51.75652,-3.04623,297.03,0.51,0.5,2026-07-25,147,N,VIIRS,n,2.0NRT,283.76,2.04,N
52.09097,-2.82226,322.42,0.51,0.49,2026-07-25,147,N,VIIRS,n,2.0NRT,282.39,2.82,N
52.13757,-2.91465,327.58,0.51,0.49,2026-07-25,147,N,VIIRS,n,2.0NRT,282.19,2.89,N
52.13858,-2.91318,336.92,0.51,0.49,2026-07-25,147,N,VIIRS,n,2.0NRT,282.74,3.08,N
52.14216,-2.91388,318.32,0.51,0.49,2026-07-25,147,N,VIIRS,n,2.0NRT,281.55,2.89,N
51.39871,-3.39696,298.46,0.53,0.5,2026-07-25,149,N,VIIRS,n,2.0NRT,282.63,0.25,N
51.74898,-3.0372,340.72,0.6,0.71,2026-07-25,1138,N,VIIRS,n,2.0NRT,295.21,11.63,D
51.74823,-3.03517,348.21,0.43,0.38,2026-07-25,1318,N,VIIRS,n,2.0NRT,293.1,22.68,D
52.20535,-3.09678,341.76,0.43,0.38,2026-07-25,1318,N,VIIRS,n,2.0NRT,303.65,7.82,D
51.56268,-3.08383,333.49,0.39,0.36,2026-07-26,1257,N,VIIRS,n,2.0NRT,299.58,2.66,D
51.74541,-3.03533,345.3,0.39,0.36,2026-07-26,1257,N,VIIRS,n,2.0NRT,301.2,6.25,D
51.74776,-3.04225,330.25,0.39,0.36,2026-07-26,1257,N,VIIRS,n,2.0NRT,298.53,6.25,D
51.74867,-3.03673,352.85,0.39,0.36,2026-07-26,1257,N,VIIRS,n,2.0NRT,304.48,6.25,D
51.75102,-3.04364,332.89,0.39,0.36,2026-07-26,1257,N,VIIRS,n,2.0NRT,307.33,3.67,D
51.75192,-3.03812,332.97,0.39,0.36,2026-07-26,1257,N,VIIRS,n,2.0NRT,303.39,3.67,D
51.75428,-3.04503,341.89,0.39,0.36,2026-07-26,1257,N,VIIRS,n,2.0NRT,308.73,3.67,D
53.34015,-3.31324,327.26,0.38,0.36,2026-07-26,1259,N,VIIRS,n,2.0NRT,285.36,2.14,D
51.68496,-5.03386,295,0.79,0.78,2026-07-27,109,N,VIIRS,n,2.0NRT,284.48,1.31,N
51.74489,-3.04468,298.43,0.65,0.73,2026-07-27,109,N,VIIRS,n,2.0NRT,282.51,3.11,N
51.74503,-3.0386,303.51,0.65,0.73,2026-07-27,109,N,VIIRS,n,2.0NRT,283.62,1.79,N
51.39841,-3.39458,305.48,0.45,0.39,2026-07-27,251,N,VIIRS,n,2.0NRT,285.21,0.83,N
51.48098,-3.1378,306.82,0.45,0.39,2026-07-27,251,N,VIIRS,n,2.0NRT,287.5,1.29,N
51.74686,-3.03451,299.93,0.45,0.39,2026-07-27,251,N,VIIRS,n,2.0NRT,282.45,1.22,N
51.74812,-3.0407,306.58,0.45,0.39,2026-07-27,251,N,VIIRS,n,2.0NRT,284.7,1.22,N
51.75156,-3.03892,299.15,0.45,0.39,2026-07-27,251,N,VIIRS,n,2.0NRT,283.73,1.23,N
51.74892,-3.03841,297.36,0.38,0.36,2026-07-28,232,N,VIIRS,n,2.0NRT,279.22,1.19,N
51.39831,-3.39206,305.61,0.46,0.39,2026-07-29,213,N,VIIRS,n,2.0NRT,286.91,1.01,N
