latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
53.56568,-0.59014,295.92,0.39,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,282.79,0.91,N
53.56582,-0.59649,321.32,0.39,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,284.04,2.15,N
53.56596,-0.6027,317.87,0.39,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,283.81,2.15,N
53.57138,-0.59609,295.69,0.39,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,282.37,0.36,N
53.57151,-0.6023,302.52,0.39,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,282.79,0.36,N
53.63432,-0.24368,301.93,0.38,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,280.81,0.59,N
53.63444,-0.24369,301.16,0.38,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,280.31,0.64,N
53.63449,-0.24954,297.68,0.38,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,282.79,0.59,N
53.63458,-0.24955,298.11,0.38,0.59,2026-09-07,124,N,VIIRS,n,2.0NRT,282.76,1.06,N
53.39725,-1.38837,302.38,0.39,0.44,2026-09-07,304,N,VIIRS,n,2.0NRT,284.66,1.15,N
53.56454,-0.59662,299.77,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,286.26,1.5,N
53.56596,-0.60241,304.57,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,285.79,1.5,N
53.56841,-0.59397,325.13,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,287.88,1.5,N
53.56982,-0.59972,327.04,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,287.55,1.5,N
53.57024,-0.59304,316.89,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,287.18,1.5,N
53.57651,-0.60865,299.07,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,285.49,0.34,N
53.57841,-0.60769,298.62,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,285.78,0.52,N
53.58133,-0.61937,308.94,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,287.33,1.36,N
53.58323,-0.61768,310.11,0.41,0.45,2026-09-07,304,N,VIIRS,n,2.0NRT,287,1.28,N
49.77423,0.86137,332.9,0.38,0.36,2026-09-07,1253,N,VIIRS,n,2.0NRT,292.27,3.61,D
