start_month,end_month,period_label,mean_temperature_c,days,status,rank_warmest,window_count
1939-11-01,1940-10-01,Nov 1939 to Oct 1940,8.465027,366,published-inputs,1160,1701
1939-12-01,1940-11-01,Dec 1939 to Nov 1940,8.342077,366,published-inputs,1315,1701
1940-01-01,1940-12-01,Jan 1940 to Dec 1940,8.409836,366,published-inputs,1225,1701
1940-02-01,1941-01-01,Feb 1940 to Jan 1941,8.469126,366,published-inputs,1155,1701
1940-03-01,1941-02-01,Mar 1940 to Feb 1941,8.500000,365,published-inputs,1116,1701
1940-04-01,1941-03-01,Apr 1940 to Mar 1941,8.432055,365,published-inputs,1206,1701
1940-05-01,1941-04-01,May 1940 to Apr 1941,8.259452,365,published-inputs,1396,1701
1940-06-01,1941-05-01,Jun 1940 to May 1941,8.030137,365,published-inputs,1527,1701
1940-07-01,1941-06-01,Jul 1940 to Jun 1941,7.915068,365,published-inputs,1577,1701
1940-08-01,1941-07-01,Aug 1940 to Jul 1941,8.059452,365,published-inputs,1517,1701
1940-09-01,1941-08-01,Sep 1940 to Aug 1941,7.974521,365,published-inputs,1555,1701
1940-10-01,1941-09-01,Oct 1940 to Sep 1941,8.147123,365,published-inputs,1470,1701
1940-11-01,1941-10-01,Nov 1940 to Oct 1941,8.232055,365,published-inputs,1417,1701
1940-12-01,1941-11-01,Dec 1940 to Nov 1941,8.215616,365,published-inputs,1430,1701
1941-01-01,1941-12-01,Jan 1941 to Dec 1941,8.360000,365,published-inputs,1290,1701
1941-02-01,1942-01-01,Feb 1941 to Jan 1942,8.529863,365,published-inputs,1068,1701
1941-03-01,1942-02-01,Mar 1941 to Feb 1942,8.330411,365,published-inputs,1330,1701
1941-04-01,1942-03-01,Apr 1941 to Mar 1942,8.389863,365,published-inputs,1248,1701
1941-05-01,1942-04-01,May 1941 to Apr 1942,8.611781,365,published-inputs,974,1701
1941-06-01,1942-05-01,Jun 1941 to May 1942,8.747671,365,published-inputs,821,1701
1941-07-01,1942-06-01,Jul 1941 to Jun 1942,8.706575,365,published-inputs,872,1701
1941-08-01,1942-07-01,Aug 1941 to Jul 1942,8.596164,365,published-inputs,992,1701
1941-09-01,1942-08-01,Sep 1941 to Aug 1942,8.723562,365,published-inputs,850,1701
1941-10-01,1942-09-01,Oct 1941 to Sep 1942,8.616712,365,published-inputs,963,1701
1941-11-01,1942-10-01,Nov 1941 to Oct 1942,8.591233,365,published-inputs,1000,1701
1941-12-01,1942-11-01,Dec 1941 to Nov 1942,8.459726,365,published-inputs,1170,1701
1942-01-01,1942-12-01,Jan 1942 to Dec 1942,8.544658,365,published-inputs,1048,1701
1942-02-01,1943-01-01,Feb 1942 to Jan 1943,8.790959,365,published-inputs,786,1701
1942-03-01,1943-02-01,Mar 1942 to Feb 1943,9.189863,365,published-inputs,449,1701
1942-04-01,1943-03-01,Apr 1942 to Mar 1943,9.266301,365,published-inputs,410,1701
1942-05-01,1943-04-01,May 1942 to Apr 1943,9.323836,365,published-inputs,377,1701
1942-06-01,1943-05-01,Jun 1942 to May 1943,9.357808,365,published-inputs,363,1701
1942-07-01,1943-06-01,Jul 1942 to Jun 1943,9.341370,365,published-inputs,368,1701
1942-08-01,1943-07-01,Aug 1942 to Jul 1943,9.417808,365,published-inputs,333,1701
1942-09-01,1943-08-01,Sep 1942 to Aug 1943,9.366849,365,published-inputs,357,1701
1942-10-01,1943-09-01,Oct 1942 to Sep 1943,9.309315,365,published-inputs,387,1701
1942-11-01,1943-10-01,Nov 1942 to Oct 1943,9.317808,365,published-inputs,380,1701
1942-12-01,1943-11-01,Dec 1942 to Nov 1943,9.441096,365,published-inputs,321,1701
1943-01-01,1943-12-01,Jan 1943 to Dec 1943,9.160822,365,published-inputs,466,1701
1943-02-01,1944-01-01,Feb 1943 to Jan 1944,9.237260,365,published-inputs,425,1701
1943-03-01,1944-02-01,Mar 1943 to Feb 1944,9.045082,366,published-inputs,557,1701
1943-04-01,1944-03-01,Apr 1943 to Mar 1944,8.926503,366,published-inputs,672,1701
1943-05-01,1944-04-01,May 1943 to Apr 1944,8.910109,366,published-inputs,688,1701
1943-06-01,1944-05-01,Jun 1943 to May 1944,8.876230,366,published-inputs,712,1701
1943-07-01,1944-06-01,Jul 1943 to Jun 1944,8.827049,366,published-inputs,750,1701
1943-08-01,1944-07-01,Aug 1943 to Jul 1944,8.827049,366,published-inputs,750,1701
1943-09-01,1944-08-01,Sep 1943 to Aug 1944,8.920219,366,published-inputs,681,1701
1943-10-01,1944-09-01,Oct 1943 to Sep 1944,8.887432,366,published-inputs,701,1701
1943-11-01,1944-10-01,Nov 1943 to Oct 1944,8.777322,366,published-inputs,798,1701
1943-12-01,1944-11-01,Dec 1943 to Nov 1944,8.760929,366,published-inputs,816,1701
1944-01-01,1944-12-01,Jan 1944 to Dec 1944,8.820219,366,published-inputs,760,1701
1944-02-01,1945-01-01,Feb 1944 to Jan 1945,8.379781,366,published-inputs,1266,1701
1944-03-01,1945-02-01,Mar 1944 to Feb 1945,8.608493,365,published-inputs,978,1701
1944-04-01,1945-03-01,Apr 1944 to Mar 1945,8.786849,365,published-inputs,791,1701
1944-05-01,1945-04-01,May 1944 to Apr 1945,8.803288,365,published-inputs,776,1701
1944-06-01,1945-05-01,Jun 1944 to May 1945,8.862740,365,published-inputs,727,1701
1944-07-01,1945-06-01,Jul 1944 to Jun 1945,8.912055,365,published-inputs,687,1701
1944-08-01,1945-07-01,Aug 1944 to Jul 1945,8.886575,365,published-inputs,703,1701
1944-09-01,1945-08-01,Sep 1944 to Aug 1945,8.810137,365,published-inputs,768,1701
1944-10-01,1945-09-01,Oct 1944 to Sep 1945,8.941644,365,published-inputs,650,1701
1944-11-01,1945-10-01,Nov 1944 to Oct 1945,9.153973,365,published-inputs,473,1701
1944-12-01,1945-11-01,Dec 1944 to Nov 1945,9.203288,365,published-inputs,444,1701
1945-01-01,1945-12-01,Jan 1945 to Dec 1945,9.305205,365,published-inputs,388,1701
1945-02-01,1946-01-01,Feb 1945 to Jan 1946,9.483562,365,published-inputs,297,1701
1945-03-01,1946-02-01,Mar 1945 to Feb 1946,9.437534,365,published-inputs,323,1701
1945-04-01,1946-03-01,Apr 1945 to Mar 1946,9.242192,365,published-inputs,422,1701
1945-05-01,1946-04-01,May 1945 to Apr 1946,9.209315,365,published-inputs,443,1701
1945-06-01,1946-05-01,Jun 1945 to May 1946,9.124384,365,published-inputs,495,1701
1945-07-01,1946-06-01,Jul 1945 to Jun 1946,9.009315,365,published-inputs,590,1701
1945-08-01,1946-07-01,Aug 1945 to Jul 1946,8.966849,365,published-inputs,630,1701
1945-09-01,1946-08-01,Sep 1945 to Aug 1946,8.822466,365,published-inputs,755,1701
1945-10-01,1946-09-01,Oct 1945 to Sep 1946,8.797808,365,published-inputs,783,1701
1945-11-01,1946-10-01,Nov 1945 to Oct 1946,8.636438,365,published-inputs,943,1701
1945-12-01,1946-11-01,Dec 1945 to Nov 1946,8.718630,365,published-inputs,857,1701
1946-01-01,1946-12-01,Jan 1946 to Dec 1946,8.540274,365,published-inputs,1056,1701
1946-02-01,1947-01-01,Feb 1946 to Jan 1947,8.480822,365,published-inputs,1144,1701
1946-03-01,1947-02-01,Mar 1946 to Feb 1947,7.882466,365,published-inputs,1592,1701
1946-04-01,1947-03-01,Apr 1946 to Mar 1947,7.763562,365,published-inputs,1626,1701
1946-05-01,1947-04-01,May 1946 to Apr 1947,7.640274,365,published-inputs,1646,1701
1946-06-01,1947-05-01,Jun 1946 to May 1947,7.784658,365,published-inputs,1621,1701
1946-07-01,1947-06-01,Jul 1946 to Jun 1947,7.957260,365,published-inputs,1561,1701
1946-08-01,1947-07-01,Aug 1946 to Jul 1947,8.008219,365,published-inputs,1537,1701
1946-09-01,1947-08-01,Sep 1946 to Aug 1947,8.373425,365,published-inputs,1275,1701
1946-10-01,1947-09-01,Oct 1946 to Sep 1947,8.439178,365,published-inputs,1199,1701
1946-11-01,1947-10-01,Nov 1946 to Oct 1947,8.507123,365,published-inputs,1104,1701
1946-12-01,1947-11-01,Dec 1946 to Nov 1947,8.441370,365,published-inputs,1194,1701
1947-01-01,1947-12-01,Jan 1947 to Dec 1947,8.585753,365,published-inputs,1006,1701
1947-02-01,1948-01-01,Feb 1947 to Jan 1948,8.823562,365,published-inputs,754,1701
1947-03-01,1948-02-01,Mar 1947 to Feb 1948,9.292350,366,published-inputs,399,1701
1947-04-01,1948-03-01,Apr 1947 to Mar 1948,9.690437,366,published-inputs,196,1701
1947-05-01,1948-04-01,May 1947 to Apr 1948,9.723224,366,published-inputs,174,1701
1947-06-01,1948-05-01,Jun 1947 to May 1948,9.621585,366,published-inputs,237,1701
1947-07-01,1948-06-01,Jul 1947 to Jun 1948,9.506831,366,published-inputs,285,1701
1947-08-01,1948-07-01,Aug 1947 to Jul 1948,9.464481,366,published-inputs,308,1701
1947-09-01,1948-08-01,Sep 1947 to Aug 1948,9.176503,366,published-inputs,460,1701
1947-10-01,1948-09-01,Oct 1947 to Sep 1948,9.102732,366,published-inputs,504,1701
1947-11-01,1948-10-01,Nov 1947 to Oct 1948,9.077322,366,published-inputs,521,1701
1947-12-01,1948-11-01,Dec 1947 to Nov 1948,9.126503,366,published-inputs,492,1701
1948-01-01,1948-12-01,Jan 1948 to Dec 1948,9.151913,366,published-inputs,476,1701
1948-02-01,1949-01-01,Feb 1948 to Jan 1949,9.185792,366,published-inputs,454,1701
1948-03-01,1949-02-01,Mar 1948 to Feb 1949,9.284384,365,published-inputs,402,1701
1948-04-01,1949-03-01,Apr 1948 to Mar 1949,9.038082,365,published-inputs,566,1701
1948-05-01,1949-04-01,May 1948 to Apr 1949,9.112055,365,published-inputs,501,1701
1948-06-01,1949-05-01,Jun 1948 to May 1949,9.086575,365,published-inputs,514,1701
1948-07-01,1949-06-01,Jul 1948 to Jun 1949,9.234521,365,published-inputs,431,1701
1948-08-01,1949-07-01,Aug 1948 to Jul 1949,9.404384,365,published-inputs,341,1701
1948-09-01,1949-08-01,Sep 1948 to Aug 1949,9.531781,365,published-inputs,278,1701
1948-10-01,1949-09-01,Oct 1948 to Sep 1949,9.712603,365,published-inputs,178,1701
1948-11-01,1949-10-01,Nov 1948 to Oct 1949,9.848493,365,published-inputs,121,1701
1948-12-01,1949-11-01,Dec 1948 to Nov 1949,9.758082,365,published-inputs,155,1701
1949-01-01,1949-12-01,Jan 1949 to Dec 1949,9.783562,365,published-inputs,142,1701
1949-02-01,1950-01-01,Feb 1949 to Jan 1950,9.681644,365,published-inputs,206,1701
1949-03-01,1950-02-01,Mar 1949 to Feb 1950,9.666301,365,published-inputs,212,1701
1949-04-01,1950-03-01,Apr 1949 to Mar 1950,9.827671,365,published-inputs,128,1701
1949-05-01,1950-04-01,May 1949 to Apr 1950,9.679726,365,published-inputs,208,1701
1949-06-01,1950-05-01,Jun 1949 to May 1950,9.730685,365,published-inputs,170,1701
1949-07-01,1950-06-01,Jul 1949 to Jun 1950,9.771781,365,published-inputs,148,1701
1949-08-01,1950-07-01,Aug 1949 to Jul 1950,9.618904,365,published-inputs,238,1701
1949-09-01,1950-08-01,Sep 1949 to Aug 1950,9.500000,365,published-inputs,287,1701
1949-10-01,1950-09-01,Oct 1949 to Sep 1950,9.253425,365,published-inputs,415,1701
1949-11-01,1950-10-01,Nov 1949 to Oct 1950,9.066575,365,published-inputs,533,1701
1949-12-01,1950-11-01,Dec 1949 to Nov 1950,8.967945,365,published-inputs,628,1701
1950-01-01,1950-12-01,Jan 1950 to Dec 1950,8.619726,365,published-inputs,960,1701
1950-02-01,1951-01-01,Feb 1950 to Jan 1951,8.577260,365,published-inputs,1012,1701
1950-03-01,1951-02-01,Mar 1950 to Feb 1951,8.439178,365,published-inputs,1198,1701
1950-04-01,1951-03-01,Apr 1950 to Mar 1951,8.150411,365,published-inputs,1466,1701
1950-05-01,1951-04-01,May 1950 to Apr 1951,8.076438,365,published-inputs,1506,1701
1950-06-01,1951-05-01,Jun 1950 to May 1951,7.940548,365,published-inputs,1565,1701
1950-07-01,1951-06-01,Jul 1950 to Jun 1951,7.800822,365,published-inputs,1616,1701
1950-08-01,1951-07-01,Aug 1950 to Jul 1951,7.834795,365,published-inputs,1605,1701
1950-09-01,1951-08-01,Sep 1950 to Aug 1951,7.800822,365,published-inputs,1617,1701
1950-10-01,1951-09-01,Oct 1950 to Sep 1951,7.899452,365,published-inputs,1582,1701
1950-11-01,1951-10-01,Nov 1950 to Oct 1951,7.924932,365,published-inputs,1571,1701
1950-12-01,1951-11-01,Dec 1950 to Nov 1951,8.122192,365,published-inputs,1483,1701
1951-01-01,1951-12-01,Jan 1951 to Dec 1951,8.461918,365,published-inputs,1166,1701
1951-02-01,1952-01-01,Feb 1951 to Jan 1952,8.393973,365,published-inputs,1241,1701
1951-03-01,1952-02-01,Mar 1951 to Feb 1952,8.387432,366,published-inputs,1252,1701
1951-04-01,1952-03-01,Apr 1951 to Mar 1952,8.616120,366,published-inputs,965,1701
1951-05-01,1952-04-01,May 1951 to Apr 1952,8.804645,366,published-inputs,774,1701
1951-06-01,1952-05-01,Jun 1951 to May 1952,9.050273,366,published-inputs,548,1701
1951-07-01,1952-06-01,Jul 1951 to Jun 1952,9.033880,366,published-inputs,574,1701
1951-08-01,1952-07-01,Aug 1951 to Jul 1952,9.059290,366,published-inputs,541,1701
1951-09-01,1952-08-01,Sep 1951 to Aug 1952,9.143989,366,published-inputs,482,1701
1951-10-01,1952-09-01,Oct 1951 to Sep 1952,8.906284,366,published-inputs,692,1701
1951-11-01,1952-10-01,Nov 1951 to Oct 1952,8.838525,366,published-inputs,747,1701
1951-12-01,1952-11-01,Dec 1951 to Nov 1952,8.551639,366,published-inputs,1037,1701
1952-01-01,1952-12-01,Jan 1952 to Dec 1952,8.373770,366,published-inputs,1273,1701
1952-02-01,1953-01-01,Feb 1952 to Jan 1953,8.416120,366,published-inputs,1220,1701
1952-03-01,1953-02-01,Mar 1952 to Feb 1953,8.461096,365,published-inputs,1168,1701
1952-04-01,1953-03-01,Apr 1952 to Mar 1953,8.384658,365,published-inputs,1260,1701
1952-05-01,1953-04-01,May 1952 to Apr 1953,8.244932,365,published-inputs,1407,1701
1952-06-01,1953-05-01,Jun 1952 to May 1953,8.210959,365,published-inputs,1434,1701
1952-07-01,1953-06-01,Jul 1952 to Jun 1953,8.252055,365,published-inputs,1403,1701
1952-08-01,1953-07-01,Aug 1952 to Jul 1953,8.175616,365,published-inputs,1455,1701
1952-09-01,1953-08-01,Sep 1952 to Aug 1953,8.201096,365,published-inputs,1437,1701
1952-10-01,1953-09-01,Oct 1952 to Sep 1953,8.423014,365,published-inputs,1216,1701
1952-11-01,1953-10-01,Nov 1952 to Oct 1953,8.482466,365,published-inputs,1140,1701
1952-12-01,1953-11-01,Dec 1952 to Nov 1953,8.811233,365,published-inputs,765,1701
1953-01-01,1953-12-01,Jan 1953 to Dec 1953,9.125479,365,published-inputs,493,1701
1953-02-01,1954-01-01,Feb 1953 to Jan 1954,9.100000,365,published-inputs,507,1701
1953-03-01,1954-02-01,Mar 1953 to Feb 1954,9.015616,365,published-inputs,588,1701
1953-04-01,1954-03-01,Apr 1953 to Mar 1954,9.024110,365,published-inputs,583,1701
1953-05-01,1954-04-01,May 1953 to Apr 1954,9.048767,365,published-inputs,551,1701
1953-06-01,1954-05-01,Jun 1953 to May 1954,8.938356,365,published-inputs,654,1701
1953-07-01,1954-06-01,Jul 1953 to Jun 1954,8.872603,365,published-inputs,717,1701
1953-08-01,1954-07-01,Aug 1953 to Jul 1954,8.745205,365,published-inputs,824,1701
1953-09-01,1954-08-01,Sep 1953 to Aug 1954,8.600822,365,published-inputs,986,1701
1953-10-01,1954-09-01,Oct 1953 to Sep 1954,8.518630,365,published-inputs,1088,1701
1953-11-01,1954-10-01,Nov 1953 to Oct 1954,8.671507,365,published-inputs,913,1701
1953-12-01,1954-11-01,Dec 1953 to Nov 1954,8.548219,365,published-inputs,1041,1701
1954-01-01,1954-12-01,Jan 1954 to Dec 1954,8.488767,365,published-inputs,1130,1701
1954-02-01,1955-01-01,Feb 1954 to Jan 1955,8.463288,365,published-inputs,1163,1701
1954-03-01,1955-02-01,Mar 1954 to Feb 1955,8.340548,365,published-inputs,1317,1701
1954-04-01,1955-03-01,Apr 1954 to Mar 1955,8.119726,365,published-inputs,1485,1701
1954-05-01,1955-04-01,May 1954 to Apr 1955,8.226575,365,published-inputs,1420,1701
1954-06-01,1955-05-01,Jun 1954 to May 1955,8.107671,365,published-inputs,1491,1701
1954-07-01,1955-06-01,Jul 1954 to Jun 1955,8.148767,365,published-inputs,1469,1701
1954-08-01,1955-07-01,Aug 1954 to Jul 1955,8.463014,365,published-inputs,1164,1701
1954-09-01,1955-08-01,Sep 1954 to Aug 1955,8.794247,365,published-inputs,785,1701
1954-10-01,1955-09-01,Oct 1954 to Sep 1955,8.901096,365,published-inputs,695,1701
1954-11-01,1955-10-01,Nov 1954 to Oct 1955,8.714247,365,published-inputs,863,1701
1954-12-01,1955-11-01,Dec 1954 to Nov 1955,8.689589,365,published-inputs,891,1701
1955-01-01,1955-12-01,Jan 1955 to Dec 1955,8.630137,365,published-inputs,950,1701
1955-02-01,1956-01-01,Feb 1955 to Jan 1956,8.723562,365,published-inputs,851,1701
1955-03-01,1956-02-01,Mar 1955 to Feb 1956,8.591257,366,published-inputs,999,1701
1955-04-01,1956-03-01,Apr 1955 to Mar 1956,8.845355,366,published-inputs,739,1701
1955-05-01,1956-04-01,May 1955 to Apr 1956,8.697814,366,published-inputs,881,1701
1955-06-01,1956-05-01,Jun 1955 to May 1956,8.841803,366,published-inputs,741,1701
1955-07-01,1956-06-01,Jul 1955 to Jun 1956,8.784426,366,published-inputs,793,1701
1955-08-01,1956-07-01,Aug 1955 to Jul 1956,8.615027,366,published-inputs,967,1701
1955-09-01,1956-08-01,Sep 1955 to Aug 1956,8.233880,366,published-inputs,1415,1701
1955-10-01,1956-09-01,Oct 1955 to Sep 1956,8.242077,366,published-inputs,1408,1701
1955-11-01,1956-10-01,Nov 1955 to Oct 1956,8.259016,366,published-inputs,1397,1701
1955-12-01,1956-11-01,Dec 1955 to Nov 1956,8.234426,366,published-inputs,1412,1701
1956-01-01,1956-12-01,Jan 1956 to Dec 1956,8.234426,366,published-inputs,1412,1701
1956-02-01,1957-01-01,Feb 1956 to Jan 1957,8.336066,366,published-inputs,1324,1701
1956-03-01,1957-02-01,Mar 1956 to Feb 1957,8.751507,365,published-inputs,819,1701
1956-04-01,1957-03-01,Apr 1956 to Mar 1957,8.997808,365,published-inputs,602,1701
1956-05-01,1957-04-01,May 1956 to Apr 1957,9.145753,365,published-inputs,480,1701
1956-06-01,1957-05-01,Jun 1956 to May 1957,9.086301,365,published-inputs,515,1701
1956-07-01,1957-06-01,Jul 1956 to Jun 1957,9.242466,365,published-inputs,421,1701
1956-08-01,1957-07-01,Aug 1956 to Jul 1957,9.293425,365,published-inputs,396,1701
1956-09-01,1957-08-01,Sep 1956 to Aug 1957,9.454795,365,published-inputs,314,1701
1956-10-01,1957-09-01,Oct 1956 to Sep 1957,9.323288,365,published-inputs,378,1701
1956-11-01,1957-10-01,Nov 1956 to Oct 1957,9.425205,365,published-inputs,328,1701
1956-12-01,1957-11-01,Dec 1956 to Nov 1957,9.408767,365,published-inputs,337,1701
1957-01-01,1957-12-01,Jan 1957 to Dec 1957,9.298356,365,published-inputs,394,1701
1957-02-01,1958-01-01,Feb 1957 to Jan 1958,9.187945,365,published-inputs,452,1701
1957-03-01,1958-02-01,Mar 1957 to Feb 1958,9.187945,365,published-inputs,451,1701
1957-04-01,1958-03-01,Apr 1957 to Mar 1958,8.737808,365,published-inputs,835,1701
1957-05-01,1958-04-01,May 1957 to Apr 1958,8.606301,365,published-inputs,983,1701
1957-06-01,1958-05-01,Jun 1957 to May 1958,8.623288,365,published-inputs,957,1701
1957-07-01,1958-06-01,Jul 1957 to Jun 1958,8.508219,365,published-inputs,1103,1701
1957-08-01,1958-07-01,Aug 1957 to Jul 1958,8.457260,365,published-inputs,1174,1701
1957-09-01,1958-08-01,Sep 1957 to Aug 1958,8.448767,365,published-inputs,1185,1701
1957-10-01,1958-09-01,Oct 1957 to Sep 1958,8.629589,365,published-inputs,952,1701
1957-11-01,1958-10-01,Nov 1957 to Oct 1958,8.612603,365,published-inputs,973,1701
1957-12-01,1958-11-01,Dec 1957 to Nov 1958,8.661918,365,published-inputs,922,1701
1958-01-01,1958-12-01,Jan 1958 to Dec 1958,8.670411,365,published-inputs,914,1701
1958-02-01,1959-01-01,Feb 1958 to Jan 1959,8.551507,365,published-inputs,1038,1701
1958-03-01,1959-02-01,Mar 1958 to Feb 1959,8.536164,365,published-inputs,1060,1701
1958-04-01,1959-03-01,Apr 1958 to Mar 1959,8.807945,365,published-inputs,770,1701
1958-05-01,1959-04-01,May 1958 to Apr 1959,8.947671,365,published-inputs,641,1701
1958-06-01,1959-05-01,Jun 1958 to May 1959,9.100548,365,published-inputs,506,1701
1958-07-01,1959-06-01,Jul 1958 to Jun 1959,9.190959,365,published-inputs,448,1701
1958-08-01,1959-07-01,Aug 1958 to Jul 1959,9.267397,365,published-inputs,408,1701
1958-09-01,1959-08-01,Sep 1958 to Aug 1959,9.369315,365,published-inputs,355,1701
1958-10-01,1959-09-01,Oct 1958 to Sep 1959,9.361096,365,published-inputs,361,1701
1958-11-01,1959-10-01,Nov 1958 to Oct 1959,9.513973,365,published-inputs,283,1701
1958-12-01,1959-11-01,Dec 1958 to Nov 1959,9.555068,365,published-inputs,268,1701
1959-01-01,1959-12-01,Jan 1959 to Dec 1959,9.648493,365,published-inputs,225,1701
1959-02-01,1960-01-01,Feb 1959 to Jan 1960,9.784384,365,published-inputs,141,1701
1959-03-01,1960-02-01,Mar 1959 to Feb 1960,9.682514,366,published-inputs,204,1701
1959-04-01,1960-03-01,Apr 1959 to Mar 1960,9.623224,366,published-inputs,236,1701
1959-05-01,1960-04-01,May 1959 to Apr 1960,9.590437,366,published-inputs,256,1701
1959-06-01,1960-05-01,Jun 1959 to May 1960,9.590437,366,published-inputs,257,1701
1959-07-01,1960-06-01,Jul 1959 to Jun 1960,9.672404,366,published-inputs,210,1701
1959-08-01,1960-07-01,Aug 1959 to Jul 1960,9.545355,366,published-inputs,274,1701
1959-09-01,1960-08-01,Sep 1959 to Aug 1960,9.392896,366,published-inputs,347,1701
1959-10-01,1960-09-01,Oct 1959 to Sep 1960,9.245355,366,published-inputs,420,1701
1959-11-01,1960-10-01,Nov 1959 to Oct 1960,9.025137,366,published-inputs,580,1701
1959-12-01,1960-11-01,Dec 1959 to Nov 1960,8.992350,366,published-inputs,607,1701
1960-01-01,1960-12-01,Jan 1960 to Dec 1960,8.814481,366,published-inputs,763,1701
1960-02-01,1961-01-01,Feb 1960 to Jan 1961,8.763661,366,published-inputs,812,1701
1960-03-01,1961-02-01,Mar 1960 to Feb 1961,9.001096,365,published-inputs,598,1701
1960-04-01,1961-03-01,Apr 1960 to Mar 1961,9.111507,365,published-inputs,502,1701
1960-05-01,1961-04-01,May 1960 to Apr 1961,9.193699,365,published-inputs,447,1701
1960-06-01,1961-05-01,Jun 1960 to May 1961,9.040822,365,published-inputs,561,1701
1960-07-01,1961-06-01,Jul 1960 to Jun 1961,8.876438,365,published-inputs,710,1701
1960-08-01,1961-07-01,Aug 1960 to Jul 1961,8.867945,365,published-inputs,719,1701
1960-09-01,1961-08-01,Sep 1960 to Aug 1961,8.901918,365,published-inputs,693,1701
1960-10-01,1961-09-01,Oct 1960 to Sep 1961,9.058082,365,published-inputs,542,1701
1960-11-01,1961-10-01,Nov 1960 to Oct 1961,9.117534,365,published-inputs,497,1701
1960-12-01,1961-11-01,Dec 1960 to Nov 1961,9.060000,365,published-inputs,540,1701
1961-01-01,1961-12-01,Jan 1961 to Dec 1961,8.958082,365,published-inputs,635,1701
1961-02-01,1962-01-01,Feb 1961 to Jan 1962,9.034521,365,published-inputs,569,1701
1961-03-01,1962-02-01,Mar 1961 to Feb 1962,8.865753,365,published-inputs,721,1701
1961-04-01,1962-03-01,Apr 1961 to Mar 1962,8.441096,365,published-inputs,1195,1701
1961-05-01,1962-04-01,May 1961 to Apr 1962,8.260274,365,published-inputs,1394,1701
1961-06-01,1962-05-01,Jun 1961 to May 1962,8.175342,365,published-inputs,1456,1701
1961-07-01,1962-06-01,Jul 1961 to Jun 1962,8.142466,365,published-inputs,1474,1701
1961-08-01,1962-07-01,Aug 1961 to Jul 1962,8.142466,365,published-inputs,1474,1701
1961-09-01,1962-08-01,Sep 1961 to Aug 1962,8.049041,365,published-inputs,1520,1701
1961-10-01,1962-09-01,Oct 1961 to Sep 1962,7.860000,365,published-inputs,1598,1701
1961-11-01,1962-10-01,Nov 1961 to Oct 1962,7.834521,365,published-inputs,1606,1701
1961-12-01,1962-11-01,Dec 1961 to Nov 1962,7.776986,365,published-inputs,1622,1701
1962-01-01,1962-12-01,Jan 1962 to Dec 1962,7.785479,365,published-inputs,1620,1701
1962-02-01,1963-01-01,Feb 1962 to Jan 1963,7.216438,365,published-inputs,1690,1701
1962-03-01,1963-02-01,Mar 1962 to Feb 1963,6.825205,365,published-inputs,1701,1701
1962-04-01,1963-03-01,Apr 1962 to Mar 1963,7.088493,365,published-inputs,1695,1701
1962-05-01,1963-04-01,May 1962 to Apr 1963,7.154247,365,published-inputs,1693,1701
1962-06-01,1963-05-01,Jun 1962 to May 1963,7.188219,365,published-inputs,1691,1701
1962-07-01,1963-06-01,Jul 1962 to Jun 1963,7.303288,365,published-inputs,1684,1701
1962-08-01,1963-07-01,Aug 1962 to Jul 1963,7.303288,365,published-inputs,1685,1701
1962-09-01,1963-08-01,Sep 1962 to Aug 1963,7.311781,365,published-inputs,1682,1701
1962-10-01,1963-09-01,Oct 1962 to Sep 1963,7.336438,365,published-inputs,1680,1701
1962-11-01,1963-10-01,Nov 1962 to Oct 1963,7.378904,365,published-inputs,1677,1701
1962-12-01,1963-11-01,Dec 1962 to Nov 1963,7.567945,365,published-inputs,1657,1701
1963-01-01,1963-12-01,Jan 1963 to Dec 1963,7.567945,365,published-inputs,1656,1701
1963-02-01,1964-01-01,Feb 1963 to Jan 1964,8.069041,365,published-inputs,1512,1701
1963-03-01,1964-02-01,Mar 1963 to Feb 1964,8.432240,366,published-inputs,1205,1701
1963-04-01,1964-03-01,Apr 1963 to Mar 1964,8.330601,366,published-inputs,1329,1701
1963-05-01,1964-04-01,May 1963 to Apr 1964,8.346995,366,published-inputs,1310,1701
1963-06-01,1964-05-01,Jun 1963 to May 1964,8.550273,366,published-inputs,1040,1701
1963-07-01,1964-06-01,Jul 1963 to Jun 1964,8.451913,366,published-inputs,1181,1701
1963-08-01,1964-07-01,Aug 1963 to Jul 1964,8.502732,366,published-inputs,1110,1701
1963-09-01,1964-08-01,Sep 1963 to Aug 1964,8.578962,366,published-inputs,1010,1701
1963-10-01,1964-09-01,Oct 1963 to Sep 1964,8.669126,366,published-inputs,915,1701
1963-11-01,1964-10-01,Nov 1963 to Oct 1964,8.499727,366,published-inputs,1118,1701
1963-12-01,1964-11-01,Dec 1963 to Nov 1964,8.475137,366,published-inputs,1150,1701
1964-01-01,1964-12-01,Jan 1964 to Dec 1964,8.559836,366,published-inputs,1026,1701
1964-02-01,1965-01-01,Feb 1964 to Jan 1965,8.542896,366,published-inputs,1054,1701
1964-03-01,1965-02-01,Mar 1964 to Feb 1965,8.448493,365,published-inputs,1186,1701
1964-04-01,1965-03-01,Apr 1964 to Mar 1965,8.499452,365,published-inputs,1119,1701
1964-05-01,1965-04-01,May 1964 to Apr 1965,8.458356,365,published-inputs,1172,1701
1964-06-01,1965-05-01,Jun 1964 to May 1965,8.330959,365,published-inputs,1328,1701
