start_month,end_month,period_label,mean_temperature_c,days,status,rank_warmest,window_count
1964-07-01,1965-06-01,Jul 1964 to Jun 1965,8.355616,365,published-inputs,1299,1701
1964-08-01,1965-07-01,Aug 1964 to Jul 1965,8.236712,365,published-inputs,1411,1701
1964-09-01,1965-08-01,Sep 1964 to Aug 1965,8.219726,365,published-inputs,1426,1701
1964-10-01,1965-09-01,Oct 1964 to Sep 1965,8.047123,365,published-inputs,1522,1701
1964-11-01,1965-10-01,Nov 1964 to Oct 1965,8.233973,365,published-inputs,1414,1701
1964-12-01,1965-11-01,Dec 1964 to Nov 1965,7.995616,365,published-inputs,1543,1701
1965-01-01,1965-12-01,Jan 1965 to Dec 1965,8.106027,365,published-inputs,1492,1701
1965-02-01,1966-01-01,Feb 1965 to Jan 1966,8.063562,365,published-inputs,1514,1701
1965-03-01,1966-02-01,Mar 1965 to Feb 1966,8.270685,365,published-inputs,1384,1701
1965-04-01,1966-03-01,Apr 1965 to Mar 1966,8.372603,365,published-inputs,1276,1701
1965-05-01,1966-04-01,May 1965 to Apr 1966,8.315068,365,published-inputs,1345,1701
1965-06-01,1966-05-01,Jun 1965 to May 1966,8.289589,365,published-inputs,1371,1701
1965-07-01,1966-06-01,Jul 1965 to Jun 1966,8.363562,365,published-inputs,1286,1701
1965-08-01,1966-07-01,Aug 1965 to Jul 1966,8.423014,365,published-inputs,1217,1701
1965-09-01,1966-08-01,Sep 1965 to Aug 1966,8.397534,365,published-inputs,1236,1701
1965-10-01,1966-09-01,Oct 1965 to Sep 1966,8.553699,365,published-inputs,1033,1701
1965-11-01,1966-10-01,Nov 1965 to Oct 1966,8.468767,365,published-inputs,1156,1701
1965-12-01,1966-11-01,Dec 1965 to Nov 1966,8.534521,365,published-inputs,1063,1701
1966-01-01,1966-12-01,Jan 1966 to Dec 1966,8.610959,365,published-inputs,975,1701
1966-02-01,1967-01-01,Feb 1966 to Jan 1967,8.738356,365,published-inputs,833,1701
1966-03-01,1967-02-01,Mar 1966 to Feb 1967,8.707671,365,published-inputs,871,1701
1966-04-01,1967-03-01,Apr 1966 to Mar 1967,8.724658,365,published-inputs,849,1701
1966-05-01,1967-04-01,May 1966 to Apr 1967,8.773973,365,published-inputs,801,1701
1966-06-01,1967-05-01,Jun 1966 to May 1967,8.706027,365,published-inputs,873,1701
1966-07-01,1967-06-01,Jul 1966 to Jun 1967,8.640274,365,published-inputs,938,1701
1966-08-01,1967-07-01,Aug 1966 to Jul 1967,8.742192,365,published-inputs,827,1701
1966-09-01,1967-08-01,Sep 1966 to Aug 1967,8.801644,365,published-inputs,777,1701
1966-10-01,1967-09-01,Oct 1966 to Sep 1967,8.776986,365,published-inputs,799,1701
1966-11-01,1967-10-01,Nov 1966 to Oct 1967,8.810959,365,published-inputs,766,1701
1966-12-01,1967-11-01,Dec 1966 to Nov 1967,8.810959,365,published-inputs,766,1701
1967-01-01,1967-12-01,Jan 1967 to Dec 1967,8.709041,365,published-inputs,869,1701
1967-02-01,1968-01-01,Feb 1967 to Jan 1968,8.726027,365,published-inputs,846,1701
1967-03-01,1968-02-01,Mar 1967 to Feb 1968,8.453552,366,published-inputs,1179,1701
1967-04-01,1968-03-01,Apr 1967 to Mar 1968,8.394262,366,published-inputs,1240,1701
1967-05-01,1968-04-01,May 1967 to Apr 1968,8.369672,366,published-inputs,1281,1701
1967-06-01,1968-05-01,Jun 1967 to May 1968,8.327322,366,published-inputs,1335,1701
1967-07-01,1968-06-01,Jul 1967 to Jun 1968,8.368306,366,published-inputs,1282,1701
1967-08-01,1968-07-01,Aug 1967 to Jul 1968,8.292077,366,published-inputs,1369,1701
1967-09-01,1968-08-01,Sep 1967 to Aug 1968,8.325956,366,published-inputs,1336,1701
1967-10-01,1968-09-01,Oct 1967 to Sep 1968,8.350546,366,published-inputs,1305,1701
1967-11-01,1968-10-01,Nov 1967 to Oct 1968,8.519945,366,published-inputs,1084,1701
1967-12-01,1968-11-01,Dec 1967 to Nov 1968,8.610109,366,published-inputs,976,1701
1968-01-01,1968-12-01,Jan 1968 to Dec 1968,8.500000,366,published-inputs,1117,1701
1968-02-01,1969-01-01,Feb 1968 to Jan 1969,8.550820,366,published-inputs,1039,1701
1968-03-01,1969-02-01,Mar 1968 to Feb 1969,8.509041,365,published-inputs,1101,1701
1968-04-01,1969-03-01,Apr 1968 to Mar 1969,8.322192,365,published-inputs,1339,1701
1968-05-01,1969-04-01,May 1968 to Apr 1969,8.313973,365,published-inputs,1347,1701
1968-06-01,1969-05-01,Jun 1968 to May 1969,8.415890,365,published-inputs,1221,1701
1968-07-01,1969-06-01,Jul 1968 to Jun 1969,8.358356,365,published-inputs,1294,1701
1968-08-01,1969-07-01,Aug 1968 to Jul 1969,8.443288,365,published-inputs,1191,1701
1968-09-01,1969-08-01,Sep 1968 to Aug 1969,8.451781,365,published-inputs,1182,1701
1968-10-01,1969-09-01,Oct 1968 to Sep 1969,8.443562,365,published-inputs,1189,1701
1968-11-01,1969-10-01,Nov 1968 to Oct 1969,8.477534,365,published-inputs,1149,1701
1968-12-01,1969-11-01,Dec 1968 to Nov 1969,8.387123,365,published-inputs,1255,1701
1969-01-01,1969-12-01,Jan 1969 to Dec 1969,8.387123,365,published-inputs,1253,1701
1969-02-01,1970-01-01,Feb 1969 to Jan 1970,8.276712,365,published-inputs,1380,1701
1969-03-01,1970-02-01,Mar 1969 to Feb 1970,8.430137,365,published-inputs,1207,1701
1969-04-01,1970-03-01,Apr 1969 to Mar 1970,8.438630,365,published-inputs,1201,1701
1969-05-01,1970-04-01,May 1969 to Apr 1970,8.356438,365,published-inputs,1297,1701
1969-06-01,1970-05-01,Jun 1969 to May 1970,8.492329,365,published-inputs,1128,1701
1969-07-01,1970-06-01,Jul 1969 to Jun 1970,8.673151,365,published-inputs,909,1701
1969-08-01,1970-07-01,Aug 1969 to Jul 1970,8.562740,365,published-inputs,1024,1701
1969-09-01,1970-08-01,Sep 1969 to Aug 1970,8.545753,365,published-inputs,1043,1701
1969-10-01,1970-09-01,Oct 1969 to Sep 1970,8.595068,365,published-inputs,994,1701
1969-11-01,1970-10-01,Nov 1969 to Oct 1970,8.399726,365,published-inputs,1233,1701
1969-12-01,1970-11-01,Dec 1969 to Nov 1970,8.596986,365,published-inputs,990,1701
1970-01-01,1970-12-01,Jan 1970 to Dec 1970,8.673425,365,published-inputs,908,1701
1970-02-01,1971-01-01,Feb 1970 to Jan 1971,8.732877,365,published-inputs,840,1701
1970-03-01,1971-02-01,Mar 1970 to Feb 1971,8.840274,365,published-inputs,743,1701
1970-04-01,1971-03-01,Apr 1970 to Mar 1971,8.950685,365,published-inputs,640,1701
1970-05-01,1971-04-01,May 1970 to Apr 1971,9.065753,365,published-inputs,536,1701
1970-06-01,1971-05-01,Jun 1970 to May 1971,8.980822,365,published-inputs,619,1701
1970-07-01,1971-06-01,Jul 1970 to Jun 1971,8.701370,365,published-inputs,879,1701
1970-08-01,1971-07-01,Aug 1970 to Jul 1971,8.871233,365,published-inputs,718,1701
1970-09-01,1971-08-01,Sep 1970 to Aug 1971,8.854247,365,published-inputs,734,1701
1970-10-01,1971-09-01,Oct 1970 to Sep 1971,8.887123,365,published-inputs,702,1701
1970-11-01,1971-10-01,Nov 1970 to Oct 1971,8.972055,365,published-inputs,625,1701
1970-12-01,1971-11-01,Dec 1970 to Nov 1971,8.856986,365,published-inputs,732,1701
1971-01-01,1971-12-01,Jan 1971 to Dec 1971,9.043836,365,published-inputs,559,1701
1971-02-01,1972-01-01,Feb 1971 to Jan 1972,8.975890,365,published-inputs,620,1701
1971-03-01,1972-02-01,Mar 1971 to Feb 1972,8.938525,366,published-inputs,653,1701
1971-04-01,1972-03-01,Apr 1971 to Mar 1972,9.040164,366,published-inputs,563,1701
1971-05-01,1972-04-01,May 1971 to Apr 1972,9.056557,366,published-inputs,544,1701
1971-06-01,1972-05-01,Jun 1971 to May 1972,8.929508,366,published-inputs,667,1701
1971-07-01,1972-06-01,Jul 1971 to Jun 1972,8.814754,366,published-inputs,761,1701
1971-08-01,1972-07-01,Aug 1971 to Jul 1972,8.704645,366,published-inputs,874,1701
1971-09-01,1972-08-01,Sep 1971 to Aug 1972,8.645355,366,published-inputs,932,1701
1971-10-01,1972-09-01,Oct 1971 to Sep 1972,8.399454,366,published-inputs,1234,1701
1971-11-01,1972-10-01,Nov 1971 to Oct 1972,8.297814,366,published-inputs,1365,1701
1971-12-01,1972-11-01,Dec 1971 to Nov 1972,8.297814,366,published-inputs,1365,1701
1972-01-01,1972-12-01,Jan 1972 to Dec 1972,8.255464,366,published-inputs,1400,1701
1972-02-01,1973-01-01,Feb 1972 to Jan 1973,8.314754,366,published-inputs,1346,1701
1972-03-01,1973-02-01,Mar 1972 to Feb 1973,8.350411,365,published-inputs,1306,1701
1972-04-01,1973-03-01,Apr 1972 to Mar 1973,8.316438,365,published-inputs,1344,1701
1972-05-01,1973-04-01,May 1972 to Apr 1973,8.226027,365,published-inputs,1421,1701
1972-06-01,1973-05-01,Jun 1972 to May 1973,8.336438,365,published-inputs,1323,1701
1972-07-01,1973-06-01,Jul 1972 to Jun 1973,8.607671,365,published-inputs,980,1701
1972-08-01,1973-07-01,Aug 1972 to Jul 1973,8.599178,365,published-inputs,988,1701
1972-09-01,1973-08-01,Sep 1972 to Aug 1973,8.743562,365,published-inputs,826,1701
1972-10-01,1973-09-01,Oct 1972 to Sep 1973,8.940822,365,published-inputs,652,1701
1972-11-01,1973-10-01,Nov 1972 to Oct 1973,8.864384,365,published-inputs,723,1701
1972-12-01,1973-11-01,Dec 1972 to Nov 1973,8.889041,365,published-inputs,700,1701
1973-01-01,1973-12-01,Jan 1973 to Dec 1973,8.821096,365,published-inputs,758,1701
1973-02-01,1974-01-01,Feb 1973 to Jan 1974,8.923014,365,published-inputs,677,1701
1973-03-01,1974-02-01,Mar 1973 to Feb 1974,8.984384,365,published-inputs,615,1701
1973-04-01,1974-03-01,Apr 1973 to Mar 1974,8.941918,365,published-inputs,648,1701
1973-05-01,1974-04-01,May 1973 to Apr 1974,9.056986,365,published-inputs,543,1701
1973-06-01,1974-05-01,Jun 1973 to May 1974,8.997534,365,published-inputs,603,1701
1973-07-01,1974-06-01,Jul 1973 to Jun 1974,8.923562,365,published-inputs,676,1701
1973-08-01,1974-07-01,Aug 1973 to Jul 1974,8.864110,365,published-inputs,725,1701
1973-09-01,1974-08-01,Sep 1973 to Aug 1974,8.702740,365,published-inputs,877,1701
1973-10-01,1974-09-01,Oct 1973 to Sep 1974,8.505479,365,published-inputs,1108,1701
1973-11-01,1974-10-01,Nov 1973 to Oct 1974,8.378082,365,published-inputs,1269,1701
1973-12-01,1974-11-01,Dec 1973 to Nov 1974,8.353425,365,published-inputs,1303,1701
1974-01-01,1974-12-01,Jan 1974 to Dec 1974,8.557260,365,published-inputs,1029,1701
1974-02-01,1975-01-01,Feb 1974 to Jan 1975,8.616712,365,published-inputs,963,1701
1974-03-01,1975-02-01,Mar 1974 to Feb 1975,8.570685,365,published-inputs,1018,1701
1974-04-01,1975-03-01,Apr 1974 to Mar 1975,8.511233,365,published-inputs,1097,1701
1974-05-01,1975-04-01,May 1974 to Apr 1975,8.486575,365,published-inputs,1133,1701
1974-06-01,1975-05-01,Jun 1974 to May 1975,8.452603,365,published-inputs,1180,1701
1974-07-01,1975-06-01,Jul 1974 to Jun 1975,8.543014,365,published-inputs,1052,1701
1974-08-01,1975-07-01,Aug 1974 to Jul 1975,8.738356,365,published-inputs,833,1701
1974-09-01,1975-08-01,Sep 1974 to Aug 1975,8.993151,365,published-inputs,606,1701
1974-10-01,1975-09-01,Oct 1974 to Sep 1975,9.091781,365,published-inputs,511,1701
1974-11-01,1975-10-01,Nov 1974 to Oct 1975,9.270137,365,published-inputs,404,1701
1974-12-01,1975-11-01,Dec 1974 to Nov 1975,9.270137,365,published-inputs,404,1701
1975-01-01,1975-12-01,Jan 1975 to Dec 1975,9.083288,365,published-inputs,516,1701
1975-02-01,1976-01-01,Feb 1975 to Jan 1976,8.998356,365,published-inputs,601,1701
1975-03-01,1976-02-01,Mar 1975 to Feb 1976,8.945628,366,published-inputs,645,1701
1975-04-01,1976-03-01,Apr 1975 to Mar 1976,8.937158,366,published-inputs,656,1701
1975-05-01,1976-04-01,May 1975 to Apr 1976,8.928962,366,published-inputs,668,1701
1975-06-01,1976-05-01,Jun 1975 to May 1976,9.030601,366,published-inputs,577,1701
1975-07-01,1976-06-01,Jul 1975 to Jun 1976,9.137158,366,published-inputs,488,1701
1975-08-01,1976-07-01,Aug 1975 to Jul 1976,9.187978,366,published-inputs,450,1701
1975-09-01,1976-08-01,Sep 1975 to Aug 1976,9.179508,366,published-inputs,456,1701
1975-10-01,1976-09-01,Oct 1975 to Sep 1976,9.187705,366,published-inputs,453,1701
1975-11-01,1976-10-01,Nov 1975 to Oct 1976,9.179235,366,published-inputs,457,1701
1975-12-01,1976-11-01,Dec 1975 to Nov 1976,9.162842,366,published-inputs,464,1701
1976-01-01,1976-12-01,Jan 1976 to Dec 1976,8.900273,366,published-inputs,696,1701
1976-02-01,1977-01-01,Feb 1976 to Jan 1977,8.663115,366,published-inputs,917,1701
1976-03-01,1977-02-01,Mar 1976 to Feb 1977,8.745753,365,published-inputs,822,1701
1976-04-01,1977-03-01,Apr 1976 to Mar 1977,8.932603,365,published-inputs,662,1701
1976-05-01,1977-04-01,May 1976 to Apr 1977,8.850411,365,published-inputs,737,1701
1976-06-01,1977-05-01,Jun 1976 to May 1977,8.790959,365,published-inputs,786,1701
1976-07-01,1977-06-01,Jul 1976 to Jun 1977,8.511507,365,published-inputs,1096,1701
1976-08-01,1977-07-01,Aug 1976 to Jul 1977,8.384110,365,published-inputs,1261,1701
1976-09-01,1977-08-01,Sep 1976 to Aug 1977,8.197260,365,published-inputs,1441,1701
1976-10-01,1977-09-01,Oct 1976 to Sep 1977,8.189041,365,published-inputs,1448,1701
1976-11-01,1977-10-01,Nov 1976 to Oct 1977,8.341918,365,published-inputs,1316,1701
1976-12-01,1977-11-01,Dec 1976 to Nov 1977,8.325479,365,published-inputs,1337,1701
1977-01-01,1977-12-01,Jan 1977 to Dec 1977,8.639726,365,published-inputs,941,1701
1977-02-01,1978-01-01,Feb 1977 to Jan 1978,8.716164,365,published-inputs,861,1701
1977-03-01,1978-02-01,Mar 1977 to Feb 1978,8.524384,365,published-inputs,1079,1701
1977-04-01,1978-03-01,Apr 1977 to Mar 1978,8.481918,365,published-inputs,1142,1701
1977-05-01,1978-04-01,May 1977 to Apr 1978,8.440822,365,published-inputs,1196,1701
1977-06-01,1978-05-01,Jun 1977 to May 1978,8.525753,365,published-inputs,1077,1701
1977-07-01,1978-06-01,Jul 1977 to Jun 1978,8.591507,365,published-inputs,998,1701
1977-08-01,1978-07-01,Aug 1977 to Jul 1978,8.455616,365,published-inputs,1177,1701
1977-09-01,1978-08-01,Sep 1977 to Aug 1978,8.413151,365,published-inputs,1224,1701
1977-10-01,1978-09-01,Oct 1977 to Sep 1978,8.478904,365,published-inputs,1147,1701
1977-11-01,1978-10-01,Nov 1977 to Oct 1978,8.495890,365,published-inputs,1125,1701
1977-12-01,1978-11-01,Dec 1977 to Nov 1978,8.684932,365,published-inputs,897,1701
1978-01-01,1978-12-01,Jan 1978 to Dec 1978,8.540548,365,published-inputs,1055,1701
1978-02-01,1979-01-01,Feb 1978 to Jan 1979,8.285753,365,published-inputs,1374,1701
1978-03-01,1979-02-01,Mar 1978 to Feb 1979,8.178356,365,published-inputs,1452,1701
1978-04-01,1979-03-01,Apr 1978 to Mar 1979,8.008493,365,published-inputs,1536,1701
1978-05-01,1979-04-01,May 1978 to Apr 1979,8.090685,365,published-inputs,1498,1701
1978-06-01,1979-05-01,Jun 1978 to May 1979,7.878356,365,published-inputs,1593,1701
1978-07-01,1979-06-01,Jul 1978 to Jun 1979,7.894795,365,published-inputs,1583,1701
1978-08-01,1979-07-01,Aug 1978 to Jul 1979,7.996712,365,published-inputs,1542,1701
1978-09-01,1979-08-01,Sep 1978 to Aug 1979,7.971233,365,published-inputs,1557,1701
1978-10-01,1979-09-01,Oct 1978 to Sep 1979,7.913699,365,published-inputs,1578,1701
1978-11-01,1979-10-01,Nov 1978 to Oct 1979,7.837260,365,published-inputs,1602,1701
1978-12-01,1979-11-01,Dec 1978 to Nov 1979,7.730411,365,published-inputs,1630,1701
1979-01-01,1979-12-01,Jan 1979 to Dec 1979,7.849315,365,published-inputs,1599,1701
1979-02-01,1980-01-01,Feb 1979 to Jan 1980,7.993699,365,published-inputs,1544,1701
1979-03-01,1980-02-01,Mar 1979 to Feb 1980,8.346175,366,published-inputs,1311,1701
1979-04-01,1980-03-01,Apr 1979 to Mar 1980,8.380055,366,published-inputs,1265,1701
1979-05-01,1980-04-01,May 1979 to Apr 1980,8.470219,366,published-inputs,1154,1701
1979-06-01,1980-05-01,Jun 1979 to May 1980,8.656557,366,published-inputs,925,1701
1979-07-01,1980-06-01,Jul 1979 to Jun 1980,8.648361,366,published-inputs,930,1701
1979-08-01,1980-07-01,Aug 1979 to Jul 1980,8.555191,366,published-inputs,1032,1701
1979-09-01,1980-08-01,Sep 1979 to Aug 1980,8.639891,366,published-inputs,940,1701
1979-10-01,1980-09-01,Oct 1979 to Sep 1980,8.754645,366,published-inputs,818,1701
1979-11-01,1980-10-01,Nov 1979 to Oct 1980,8.576776,366,published-inputs,1016,1701
1979-12-01,1980-11-01,Dec 1979 to Nov 1980,8.519399,366,published-inputs,1087,1701
1980-01-01,1980-12-01,Jan 1980 to Dec 1980,8.510929,366,published-inputs,1098,1701
1980-02-01,1981-01-01,Feb 1980 to Jan 1981,8.722678,366,published-inputs,854,1701
1980-03-01,1981-02-01,Mar 1980 to Feb 1981,8.516986,365,published-inputs,1092,1701
1980-04-01,1981-03-01,Apr 1980 to Mar 1981,8.763288,365,published-inputs,813,1701
1980-05-01,1981-04-01,May 1980 to Apr 1981,8.722192,365,published-inputs,855,1701
1980-06-01,1981-05-01,Jun 1980 to May 1981,8.696712,365,published-inputs,885,1701
1980-07-01,1981-06-01,Jul 1980 to Jun 1981,8.672055,365,published-inputs,911,1701
1980-08-01,1981-07-01,Aug 1980 to Jul 1981,8.731507,365,published-inputs,842,1701
1980-09-01,1981-08-01,Sep 1980 to Aug 1981,8.799452,365,published-inputs,780,1701
1980-10-01,1981-09-01,Oct 1980 to Sep 1981,8.783014,365,published-inputs,795,1701
1980-11-01,1981-10-01,Nov 1980 to Oct 1981,8.723562,365,published-inputs,851,1701
1980-12-01,1981-11-01,Dec 1980 to Nov 1981,8.830411,365,published-inputs,748,1701
1981-01-01,1981-12-01,Jan 1981 to Dec 1981,8.456712,365,published-inputs,1176,1701
1981-02-01,1982-01-01,Feb 1981 to Jan 1982,8.312329,365,published-inputs,1351,1701
1981-03-01,1982-02-01,Mar 1981 to Feb 1982,8.458082,365,published-inputs,1173,1701
1981-04-01,1982-03-01,Apr 1981 to Mar 1982,8.313699,365,published-inputs,1350,1701
1981-05-01,1982-04-01,May 1981 to Apr 1982,8.338356,365,published-inputs,1319,1701
1981-06-01,1982-05-01,Jun 1981 to May 1982,8.355342,365,published-inputs,1300,1701
1981-07-01,1982-06-01,Jul 1981 to Jun 1982,8.527945,365,published-inputs,1072,1701
1981-08-01,1982-07-01,Aug 1981 to Jul 1982,8.612877,365,published-inputs,971,1701
1981-09-01,1982-08-01,Sep 1981 to Aug 1982,8.536438,365,published-inputs,1059,1701
1981-10-01,1982-09-01,Oct 1981 to Sep 1982,8.520000,365,published-inputs,1083,1701
1981-11-01,1982-10-01,Nov 1981 to Oct 1982,8.681370,365,published-inputs,900,1701
1981-12-01,1982-11-01,Dec 1981 to Nov 1982,8.689589,365,published-inputs,891,1701
1982-01-01,1982-12-01,Jan 1982 to Dec 1982,8.969863,365,published-inputs,626,1701
1982-02-01,1983-01-01,Feb 1982 to Jan 1983,9.241644,365,published-inputs,423,1701
1982-03-01,1983-02-01,Mar 1982 to Feb 1983,9.003836,365,published-inputs,596,1701
1982-04-01,1983-03-01,Apr 1982 to Mar 1983,9.046301,365,published-inputs,555,1701
1982-05-01,1983-04-01,May 1982 to Apr 1983,8.890137,365,published-inputs,699,1701
1982-06-01,1983-05-01,Jun 1982 to May 1983,8.788219,365,published-inputs,788,1701
1982-07-01,1983-06-01,Jul 1982 to Jun 1983,8.689589,365,published-inputs,890,1701
1982-08-01,1983-07-01,Aug 1982 to Jul 1983,8.918904,365,published-inputs,682,1701
1982-09-01,1983-08-01,Sep 1982 to Aug 1983,9.071781,365,published-inputs,528,1701
1982-10-01,1983-09-01,Oct 1982 to Sep 1983,9.038904,365,published-inputs,565,1701
1982-11-01,1983-10-01,Nov 1982 to Oct 1983,9.055890,365,published-inputs,545,1701
1982-12-01,1983-11-01,Dec 1982 to Nov 1983,9.023014,365,published-inputs,585,1701
1983-01-01,1983-12-01,Jan 1983 to Dec 1983,9.158904,365,published-inputs,470,1701
1983-02-01,1984-01-01,Feb 1983 to Jan 1984,8.946575,365,published-inputs,642,1701
1983-03-01,1984-02-01,Mar 1983 to Feb 1984,9.068579,366,published-inputs,530,1701
1983-04-01,1984-03-01,Apr 1983 to Mar 1984,8.916120,366,published-inputs,683,1701
1983-05-01,1984-04-01,May 1983 to Apr 1984,9.080055,366,published-inputs,519,1701
1983-06-01,1984-05-01,Jun 1983 to May 1984,9.088525,366,published-inputs,513,1701
1983-07-01,1984-06-01,Jul 1983 to Jun 1984,9.113115,366,published-inputs,500,1701
1983-08-01,1984-07-01,Aug 1983 to Jul 1984,8.909836,366,published-inputs,689,1701
1983-09-01,1984-08-01,Sep 1983 to Aug 1984,8.935246,366,published-inputs,659,1701
1983-10-01,1984-09-01,Oct 1983 to Sep 1984,8.935246,366,published-inputs,659,1701
1983-11-01,1984-10-01,Nov 1983 to Oct 1984,8.986066,366,published-inputs,610,1701
1983-12-01,1984-11-01,Dec 1983 to Nov 1984,8.986066,366,published-inputs,610,1701
1984-01-01,1984-12-01,Jan 1984 to Dec 1984,8.926776,366,published-inputs,671,1701
1984-02-01,1985-01-01,Feb 1984 to Jan 1985,8.698087,366,published-inputs,880,1701
1984-03-01,1985-02-01,Mar 1984 to Feb 1985,8.636438,365,published-inputs,943,1701
1984-04-01,1985-03-01,Apr 1984 to Mar 1985,8.636438,365,published-inputs,943,1701
1984-05-01,1985-04-01,May 1984 to Apr 1985,8.620000,365,published-inputs,959,1701
1984-06-01,1985-05-01,Jun 1984 to May 1985,8.679452,365,published-inputs,904,1701
1984-07-01,1985-06-01,Jul 1984 to Jun 1985,8.531507,365,published-inputs,1067,1701
1984-08-01,1985-07-01,Aug 1984 to Jul 1985,8.472055,365,published-inputs,1151,1701
1984-09-01,1985-08-01,Sep 1984 to Aug 1985,8.217260,365,published-inputs,1428,1701
1984-10-01,1985-09-01,Oct 1984 to Sep 1985,8.299452,365,published-inputs,1362,1701
1984-11-01,1985-10-01,Nov 1984 to Oct 1985,8.265479,365,published-inputs,1390,1701
1984-12-01,1985-11-01,Dec 1984 to Nov 1985,8.018904,365,published-inputs,1534,1701
1985-01-01,1985-12-01,Jan 1985 to Dec 1985,8.086849,365,published-inputs,1500,1701
1985-02-01,1986-01-01,Feb 1985 to Jan 1986,8.307671,365,published-inputs,1353,1701
1985-03-01,1986-02-01,Mar 1985 to Feb 1986,8.023836,365,published-inputs,1530,1701
1985-04-01,1986-03-01,Apr 1985 to Mar 1986,8.057808,365,published-inputs,1518,1701
1985-05-01,1986-04-01,May 1985 to Apr 1986,7.835890,365,published-inputs,1604,1701
1985-06-01,1986-05-01,Jun 1985 to May 1986,7.835890,365,published-inputs,1603,1701
1985-07-01,1986-06-01,Jul 1985 to Jun 1986,8.024932,365,published-inputs,1528,1701
1985-08-01,1986-07-01,Aug 1985 to Jul 1986,7.982466,365,published-inputs,1550,1701
1985-09-01,1986-08-01,Sep 1985 to Aug 1986,7.889041,365,published-inputs,1588,1701
1985-10-01,1986-09-01,Oct 1985 to Sep 1986,7.609589,365,published-inputs,1652,1701
1985-11-01,1986-10-01,Nov 1985 to Oct 1986,7.626575,365,published-inputs,1650,1701
1985-12-01,1986-11-01,Dec 1985 to Nov 1986,7.889589,365,published-inputs,1586,1701
1986-01-01,1986-12-01,Jan 1986 to Dec 1986,7.889589,365,published-inputs,1586,1701
1986-02-01,1987-01-01,Feb 1986 to Jan 1987,7.677260,365,published-inputs,1641,1701
1986-03-01,1987-02-01,Mar 1986 to Feb 1987,8.030137,365,published-inputs,1526,1701
1986-04-01,1987-03-01,Apr 1986 to Mar 1987,7.979178,365,published-inputs,1552,1701
1986-05-01,1987-04-01,May 1986 to Apr 1987,8.349041,365,published-inputs,1308,1701
1986-06-01,1987-05-01,Jun 1986 to May 1987,8.298082,365,published-inputs,1364,1701
1986-07-01,1987-06-01,Jul 1986 to Jun 1987,8.109041,365,published-inputs,1489,1701
1986-08-01,1987-07-01,Aug 1986 to Jul 1987,8.143014,365,published-inputs,1473,1701
1986-09-01,1987-08-01,Sep 1986 to Aug 1987,8.329863,365,published-inputs,1332,1701
1986-10-01,1987-09-01,Oct 1986 to Sep 1987,8.527123,365,published-inputs,1074,1701
1986-11-01,1987-10-01,Nov 1986 to Oct 1987,8.425205,365,published-inputs,1213,1701
1986-12-01,1987-11-01,Dec 1986 to Nov 1987,8.351233,365,published-inputs,1304,1701
1987-01-01,1987-12-01,Jan 1987 to Dec 1987,8.283288,365,published-inputs,1376,1701
1987-02-01,1988-01-01,Feb 1987 to Jan 1988,8.640000,365,published-inputs,939,1701
1987-03-01,1988-02-01,Mar 1987 to Feb 1988,8.719945,366,published-inputs,856,1701
1987-04-01,1988-03-01,Apr 1987 to Mar 1988,8.880874,366,published-inputs,706,1701
1987-05-01,1988-04-01,May 1987 to Apr 1988,8.741530,366,published-inputs,828,1701
1987-06-01,1988-05-01,Jun 1987 to May 1988,8.860109,366,published-inputs,729,1701
1987-07-01,1988-06-01,Jul 1987 to Jun 1988,9.040437,366,published-inputs,562,1701
1987-08-01,1988-07-01,Aug 1987 to Jul 1988,8.930328,366,published-inputs,666,1701
1987-09-01,1988-08-01,Sep 1987 to Aug 1988,8.862568,366,published-inputs,728,1701
1987-10-01,1988-09-01,Oct 1987 to Sep 1988,8.813388,366,published-inputs,764,1701
1987-11-01,1988-10-01,Nov 1987 to Oct 1988,8.881148,366,published-inputs,705,1701
1987-12-01,1988-11-01,Dec 1987 to Nov 1988,8.799180,366,published-inputs,781,1701
1988-01-01,1988-12-01,Jan 1988 to Dec 1988,8.985519,366,published-inputs,612,1701
1988-02-01,1989-01-01,Feb 1988 to Jan 1989,9.061749,366,published-inputs,539,1701
1988-03-01,1989-02-01,Mar 1988 to Feb 1989,9.159178,365,published-inputs,469,1701
1988-04-01,1989-03-01,Apr 1988 to Mar 1989,9.218630,365,published-inputs,439,1701
1988-05-01,1989-04-01,May 1988 to Apr 1989,9.062466,365,published-inputs,538,1701
1988-06-01,1989-05-01,Jun 1988 to May 1989,9.181370,365,published-inputs,455,1701
1988-07-01,1989-06-01,Jul 1988 to Jun 1989,9.140274,365,published-inputs,483,1701
1988-08-01,1989-07-01,Aug 1988 to Jul 1989,9.429041,365,published-inputs,326,1701
1988-09-01,1989-08-01,Sep 1988 to Aug 1989,9.547945,365,published-inputs,272,1701
1988-10-01,1989-09-01,Oct 1988 to Sep 1989,9.638356,365,published-inputs,228,1701
1988-11-01,1989-10-01,Nov 1988 to Oct 1989,9.748767,365,published-inputs,161,1701
1988-12-01,1989-11-01,Dec 1988 to Nov 1989,9.847397,365,published-inputs,122,1701
1989-01-01,1989-12-01,Jan 1989 to Dec 1989,9.575616,365,published-inputs,265,1701
1989-02-01,1990-01-01,Feb 1989 to Jan 1990,9.592603,365,published-inputs,253,1701
