start_month,end_month,mean_temperature_c,days,status,rank_warmest
1884-01-01,1884-12-01,8.709563,366,published-inputs,866
1884-02-01,1885-01-01,8.438525,366,published-inputs,1201
1884-03-01,1885-02-01,8.495890,365,published-inputs,1124
1884-04-01,1885-03-01,8.376986,365,published-inputs,1270
1884-05-01,1885-04-01,8.401644,365,published-inputs,1230
1884-06-01,1885-05-01,8.214795,365,published-inputs,1430
1884-07-01,1885-06-01,8.223014,365,published-inputs,1423
1884-08-01,1885-07-01,8.231507,365,published-inputs,1417
1884-09-01,1885-08-01,8.019178,365,published-inputs,1532
1884-10-01,1885-09-01,7.846575,365,published-inputs,1599
1884-11-01,1885-10-01,7.659726,365,published-inputs,1643
1884-12-01,1885-11-01,7.651507,365,published-inputs,1644
1885-01-01,1885-12-01,7.558082,365,published-inputs,1660
1885-02-01,1886-01-01,7.456164,365,published-inputs,1672
1885-03-01,1886-02-01,7.164658,365,published-inputs,1691
1885-04-01,1886-03-01,7.079726,365,published-inputs,1695
1885-05-01,1886-04-01,7.129041,365,published-inputs,1693
1885-06-01,1886-05-01,7.290411,365,published-inputs,1686
1885-07-01,1886-06-01,7.282192,365,published-inputs,1687
1885-08-01,1886-07-01,7.290685,365,published-inputs,1685
1885-09-01,1886-08-01,7.435068,365,published-inputs,1674
1885-10-01,1886-09-01,7.525479,365,published-inputs,1662
1885-11-01,1886-10-01,7.831233,365,published-inputs,1606
1885-12-01,1886-11-01,7.921644,365,published-inputs,1573
1886-01-01,1886-12-01,7.862192,365,published-inputs,1595
1886-02-01,1887-01-01,7.947123,365,published-inputs,1562
1886-03-01,1887-02-01,8.108219,365,published-inputs,1489
1886-04-01,1887-03-01,8.116712,365,published-inputs,1485
1886-05-01,1887-04-01,7.976986,365,published-inputs,1552
1886-06-01,1887-05-01,7.892055,365,published-inputs,1583
1886-07-01,1887-06-01,8.081096,365,published-inputs,1502
1886-08-01,1887-07-01,8.166027,365,published-inputs,1456
1886-09-01,1887-08-01,8.132055,365,published-inputs,1478
1886-10-01,1887-09-01,8.000548,365,published-inputs,1539
1886-11-01,1887-10-01,7.694795,365,published-inputs,1637
1886-12-01,1887-11-01,7.481096,365,published-inputs,1669
1887-01-01,1887-12-01,7.506575,365,published-inputs,1668
1887-02-01,1888-01-01,7.523562,365,published-inputs,1663
1887-03-01,1888-02-01,7.353279,366,published-inputs,1677
1887-04-01,1888-03-01,7.310929,366,published-inputs,1682
1887-05-01,1888-04-01,7.335519,366,published-inputs,1680
1887-06-01,1888-05-01,7.428689,366,published-inputs,1675
1887-07-01,1888-06-01,7.240164,366,published-inputs,1688
1887-08-01,1888-07-01,7.003005,366,published-inputs,1697
1887-09-01,1888-08-01,6.918306,366,published-inputs,1699
1887-10-01,1888-09-01,6.967486,366,published-inputs,1698
1887-11-01,1888-10-01,7.077596,366,published-inputs,1696
1887-12-01,1888-11-01,7.348087,366,published-inputs,1678
1888-01-01,1888-12-01,7.517486,366,published-inputs,1665
1888-02-01,1889-01-01,7.568306,366,published-inputs,1654
1888-03-01,1889-02-01,7.693151,365,published-inputs,1638
1888-04-01,1889-03-01,7.820548,365,published-inputs,1610
1888-05-01,1889-04-01,7.861644,365,published-inputs,1596
1888-06-01,1889-05-01,7.980548,365,published-inputs,1550
1888-07-01,1889-06-01,8.112055,365,published-inputs,1487
1888-08-01,1889-07-01,8.213973,365,published-inputs,1432
1888-09-01,1889-08-01,8.247945,365,published-inputs,1405
1888-10-01,1889-09-01,8.313699,365,published-inputs,1347
1888-11-01,1889-10-01,8.313699,365,published-inputs,1347
1888-12-01,1889-11-01,8.264384,365,published-inputs,1391
1889-01-01,1889-12-01,8.153973,365,published-inputs,1462
1889-02-01,1890-01-01,8.332329,365,published-inputs,1325
1889-03-01,1890-02-01,8.316986,365,published-inputs,1342
1889-04-01,1890-03-01,8.444384,365,published-inputs,1187
1889-05-01,1890-04-01,8.485479,365,published-inputs,1134
1889-06-01,1890-05-01,8.460000,365,published-inputs,1168
1889-07-01,1890-06-01,8.336712,365,published-inputs,1321
1889-08-01,1890-07-01,8.277260,365,published-inputs,1378
1889-09-01,1890-08-01,8.260274,365,published-inputs,1394
1889-10-01,1890-09-01,8.391781,365,published-inputs,1243
1889-11-01,1890-10-01,8.493699,365,published-inputs,1126
1889-12-01,1890-11-01,8.436164,365,published-inputs,1203
1890-01-01,1890-12-01,8.087945,365,published-inputs,1498
1890-02-01,1891-01-01,7.756712,365,published-inputs,1626
1890-03-01,1891-02-01,7.933151,365,published-inputs,1567
1890-04-01,1891-03-01,7.771781,365,published-inputs,1623
1890-05-01,1891-04-01,7.697808,365,published-inputs,1636
1890-06-01,1891-05-01,7.527945,365,published-inputs,1661
1890-07-01,1891-06-01,7.626575,365,published-inputs,1648
1890-08-01,1891-07-01,7.660548,365,published-inputs,1642
1890-09-01,1891-08-01,7.635068,365,published-inputs,1647
1890-10-01,1891-09-01,7.602192,365,published-inputs,1653
1890-11-01,1891-10-01,7.559726,365,published-inputs,1659
1890-12-01,1891-11-01,7.510411,365,published-inputs,1666
1891-01-01,1891-12-01,7.926575,365,published-inputs,1569
1891-02-01,1892-01-01,7.960548,365,published-inputs,1559
1891-03-01,1892-02-01,7.824863,366,published-inputs,1609
1891-04-01,1892-03-01,7.714754,366,published-inputs,1633
1891-05-01,1892-04-01,7.813115,366,published-inputs,1613
1891-06-01,1892-05-01,7.948634,366,published-inputs,1561
1891-07-01,1892-06-01,7.825683,366,published-inputs,1608
1891-08-01,1892-07-01,7.791803,366,published-inputs,1617
1891-09-01,1892-08-01,7.876503,366,published-inputs,1593
1891-10-01,1892-09-01,7.704372,366,published-inputs,1635
1891-11-01,1892-10-01,7.509563,366,published-inputs,1667
1891-12-01,1892-11-01,7.607923,366,published-inputs,1652
1892-01-01,1892-12-01,7.463934,366,published-inputs,1671
1892-02-01,1893-01-01,7.472404,366,published-inputs,1670
1892-03-01,1893-02-01,7.561096,365,published-inputs,1658
1892-04-01,1893-03-01,7.968767,365,published-inputs,1557
1892-05-01,1893-04-01,8.223562,365,published-inputs,1421
1892-06-01,1893-05-01,8.393425,365,published-inputs,1241
1892-07-01,1893-06-01,8.590685,365,published-inputs,1001
1892-08-01,1893-07-01,8.777534,365,published-inputs,796
1892-09-01,1893-08-01,8.964384,365,published-inputs,632
1892-10-01,1893-09-01,9.046575,365,published-inputs,553
1892-11-01,1893-10-01,9.292877,365,published-inputs,397
1892-12-01,1893-11-01,9.153151,365,published-inputs,473
1893-01-01,1893-12-01,9.340000,365,published-inputs,368
1893-02-01,1894-01-01,9.424932,365,published-inputs,328
1893-03-01,1894-02-01,9.463288,365,published-inputs,308
1893-04-01,1894-03-01,9.386849,365,published-inputs,349
1893-05-01,1894-04-01,9.304658,365,published-inputs,388
1893-06-01,1894-05-01,8.964932,365,published-inputs,631
1893-07-01,1894-06-01,8.800548,365,published-inputs,778
1893-08-01,1894-07-01,8.732603,365,published-inputs,840
1893-09-01,1894-08-01,8.477808,365,published-inputs,1147
1893-10-01,1894-09-01,8.362740,365,published-inputs,1288
1893-11-01,1894-10-01,8.320274,365,published-inputs,1339
1893-12-01,1894-11-01,8.525753,365,published-inputs,1076
1894-01-01,1894-12-01,8.559726,365,published-inputs,1026
1894-02-01,1895-01-01,8.279452,365,published-inputs,1376
1894-03-01,1895-02-01,7.711781,365,published-inputs,1634
1894-04-01,1895-03-01,7.567397,365,published-inputs,1657
1894-05-01,1895-04-01,7.435890,365,published-inputs,1673
1894-06-01,1895-05-01,7.673699,365,published-inputs,1641
1894-07-01,1895-06-01,7.739452,365,published-inputs,1628
1894-08-01,1895-07-01,7.680000,365,published-inputs,1639
1894-09-01,1895-08-01,7.773425,365,published-inputs,1622
1894-10-01,1895-09-01,8.093973,365,published-inputs,1495
1894-11-01,1895-10-01,7.907123,365,published-inputs,1579
1894-12-01,1895-11-01,7.874247,365,published-inputs,1594
1895-01-01,1895-12-01,7.746849,365,published-inputs,1627
1895-02-01,1896-01-01,8.137534,365,published-inputs,1476
1895-03-01,1896-02-01,8.662295,366,published-inputs,920
1895-04-01,1896-03-01,8.806284,366,published-inputs,770
1895-05-01,1896-04-01,8.896448,366,published-inputs,696
1895-06-01,1896-05-01,8.921858,366,published-inputs,678
1895-07-01,1896-06-01,9.044809,366,published-inputs,557
1895-08-01,1896-07-01,9.137978,366,published-inputs,486
1895-09-01,1896-08-01,9.053279,366,published-inputs,545
1895-10-01,1896-09-01,8.840164,366,published-inputs,743
1895-11-01,1896-10-01,8.797814,366,published-inputs,781
1895-12-01,1896-11-01,8.535519,366,published-inputs,1060
1896-01-01,1896-12-01,8.510109,366,published-inputs,1099
1896-02-01,1897-01-01,8.239071,366,published-inputs,1408
1896-03-01,1897-02-01,8.334521,365,published-inputs,1324
1896-04-01,1897-03-01,8.292055,365,published-inputs,1369
1896-05-01,1897-04-01,8.127671,365,published-inputs,1479
1896-06-01,1897-05-01,7.940822,365,published-inputs,1563
1896-07-01,1897-06-01,7.883288,365,published-inputs,1590
1896-08-01,1897-07-01,7.934247,365,published-inputs,1566
1896-09-01,1897-08-01,8.078630,365,published-inputs,1503
1896-10-01,1897-09-01,8.004658,365,published-inputs,1537
1896-11-01,1897-10-01,8.318904,365,published-inputs,1341
1896-12-01,1897-11-01,8.598356,365,published-inputs,988
1897-01-01,1897-12-01,8.717260,365,published-inputs,858
1897-02-01,1898-01-01,9.116438,365,published-inputs,497
1897-03-01,1898-02-01,9.016712,365,published-inputs,586
1897-04-01,1898-03-01,8.829863,365,published-inputs,748
1897-05-01,1898-04-01,8.920274,365,published-inputs,679
1897-06-01,1898-05-01,8.937260,365,published-inputs,654
1897-07-01,1898-06-01,8.805753,365,published-inputs,771
1897-08-01,1898-07-01,8.695342,365,published-inputs,886
1897-09-01,1898-08-01,8.703836,365,published-inputs,875
1897-10-01,1898-09-01,8.925753,365,published-inputs,674
1897-11-01,1898-10-01,8.985205,365,published-inputs,612
1897-12-01,1898-11-01,8.952329,365,published-inputs,638
1898-01-01,1898-12-01,9.156164,365,published-inputs,471
1898-02-01,1899-01-01,9.037260,365,published-inputs,566
1898-03-01,1899-02-01,9.090959,365,published-inputs,511
1898-04-01,1899-03-01,9.209863,365,published-inputs,441
1898-05-01,1899-04-01,9.176986,365,published-inputs,458
1898-06-01,1899-05-01,9.160000,365,published-inputs,466
1898-07-01,1899-06-01,9.316164,365,published-inputs,380
1898-08-01,1899-07-01,9.418082,365,published-inputs,331
1898-09-01,1899-08-01,9.596438,365,published-inputs,250
1898-10-01,1899-09-01,9.489589,365,published-inputs,293
1898-11-01,1899-10-01,9.362192,365,published-inputs,357
1898-12-01,1899-11-01,9.485479,365,published-inputs,294
1899-01-01,1899-12-01,9.052329,365,published-inputs,546
1899-02-01,1900-01-01,9.035342,365,published-inputs,567
1899-03-01,1900-02-01,8.858904,365,published-inputs,730
1899-04-01,1900-03-01,8.672055,365,published-inputs,911
1899-05-01,1900-04-01,8.688493,365,published-inputs,892
1899-06-01,1900-05-01,8.663014,365,published-inputs,917
1899-07-01,1900-06-01,8.547945,365,published-inputs,1041
1899-08-01,1900-07-01,8.564932,365,published-inputs,1020
1899-09-01,1900-08-01,8.301644,365,published-inputs,1357
1899-10-01,1900-09-01,8.301644,365,published-inputs,1357
1899-11-01,1900-10-01,8.301644,365,published-inputs,1357
1899-12-01,1900-11-01,8.145479,365,published-inputs,1470
1900-01-01,1900-12-01,8.544658,365,published-inputs,1046
1900-02-01,1901-01-01,8.442740,365,published-inputs,1191
1900-03-01,1901-02-01,8.389041,365,published-inputs,1248
1900-04-01,1901-03-01,8.465479,365,published-inputs,1158
1900-05-01,1901-04-01,8.481918,365,published-inputs,1141
1900-06-01,1901-05-01,8.643288,365,published-inputs,933
1900-07-01,1901-06-01,8.593973,365,published-inputs,995
1900-08-01,1901-07-01,8.636438,365,published-inputs,942
1900-09-01,1901-08-01,8.687397,365,published-inputs,894
1900-10-01,1901-09-01,8.695616,365,published-inputs,885
1900-11-01,1901-10-01,8.704110,365,published-inputs,874
1900-12-01,1901-11-01,8.556164,365,published-inputs,1029
1901-01-01,1901-12-01,8.267397,365,published-inputs,1385
1901-02-01,1902-01-01,8.386301,365,published-inputs,1257
1901-03-01,1902-02-01,8.340274,365,published-inputs,1317
1901-04-01,1902-03-01,8.561096,365,published-inputs,1024
1901-05-01,1902-04-01,8.470685,365,published-inputs,1152
1901-06-01,1902-05-01,8.232877,365,published-inputs,1415
1901-07-01,1902-06-01,8.249315,365,published-inputs,1403
1901-08-01,1902-07-01,8.003014,365,published-inputs,1538
1901-09-01,1902-08-01,7.884110,365,published-inputs,1589
1901-10-01,1902-09-01,7.818356,365,published-inputs,1611
1901-11-01,1902-10-01,7.818356,365,published-inputs,1611
1901-12-01,1902-11-01,7.974521,365,published-inputs,1555
1902-01-01,1902-12-01,8.042466,365,published-inputs,1522
1902-02-01,1903-01-01,7.983014,365,published-inputs,1547
1902-03-01,1903-02-01,8.358904,365,published-inputs,1291
1902-04-01,1903-03-01,8.358904,365,published-inputs,1292
1902-05-01,1903-04-01,8.309589,365,published-inputs,1351
1902-06-01,1903-05-01,8.470959,365,published-inputs,1151
1902-07-01,1903-06-01,8.372329,365,published-inputs,1276
1902-08-01,1903-07-01,8.380822,365,published-inputs,1263
1902-09-01,1903-08-01,8.355342,365,published-inputs,1299
1902-10-01,1903-09-01,8.347123,365,published-inputs,1308
1902-11-01,1903-10-01,8.406575,365,published-inputs,1227
1902-12-01,1903-11-01,8.398356,365,published-inputs,1234
1903-01-01,1903-12-01,8.330411,365,published-inputs,1329
1903-02-01,1904-01-01,8.355890,365,published-inputs,1297
1903-03-01,1904-02-01,8.127596,366,published-inputs,1480
1903-04-01,1904-03-01,7.932787,366,published-inputs,1568
1903-05-01,1904-04-01,8.072131,366,published-inputs,1510
1903-06-01,1904-05-01,8.021311,366,published-inputs,1531
1903-07-01,1904-06-01,8.062295,366,published-inputs,1514
1903-08-01,1904-07-01,8.214754,366,published-inputs,1431
1903-09-01,1904-08-01,8.274044,366,published-inputs,1381
1903-10-01,1904-09-01,8.265847,366,published-inputs,1388
1903-11-01,1904-10-01,8.223497,366,published-inputs,1422
1903-12-01,1904-11-01,8.149727,366,published-inputs,1466
1904-01-01,1904-12-01,8.217486,366,published-inputs,1426
1904-02-01,1905-01-01,8.183607,366,published-inputs,1448
1904-03-01,1905-02-01,8.304658,365,published-inputs,1356
1904-04-01,1905-03-01,8.491507,365,published-inputs,1128
1904-05-01,1905-04-01,8.425753,365,published-inputs,1210
1904-06-01,1905-05-01,8.468219,365,published-inputs,1156
1904-07-01,1905-06-01,8.575068,365,published-inputs,1016
1904-08-01,1905-07-01,8.558082,365,published-inputs,1027
1904-09-01,1905-08-01,8.532603,365,published-inputs,1065
1904-10-01,1905-09-01,8.483288,365,published-inputs,1138
1904-11-01,1905-10-01,8.279452,365,published-inputs,1376
1904-12-01,1905-11-01,8.221918,365,published-inputs,1424
1905-01-01,1905-12-01,8.298356,365,published-inputs,1362
1905-02-01,1906-01-01,8.417260,365,published-inputs,1218
1905-03-01,1906-02-01,8.286849,365,published-inputs,1372
1905-04-01,1906-03-01,8.142466,365,published-inputs,1473
1905-05-01,1906-04-01,8.101370,365,published-inputs,1493
1905-06-01,1906-05-01,8.033425,365,published-inputs,1524
1905-07-01,1906-06-01,7.992329,365,published-inputs,1544
1905-08-01,1906-07-01,7.890411,365,published-inputs,1584
1905-09-01,1906-08-01,8.060274,365,published-inputs,1515
1905-10-01,1906-09-01,8.183562,365,published-inputs,1449
1905-11-01,1906-10-01,8.455342,365,published-inputs,1177
1905-12-01,1906-11-01,8.619726,365,published-inputs,959
1906-01-01,1906-12-01,8.500822,365,published-inputs,1113
1906-02-01,1907-01-01,8.373425,365,published-inputs,1273
1906-03-01,1907-02-01,8.327397,365,published-inputs,1333
1906-04-01,1907-03-01,8.437808,365,published-inputs,1202
1906-05-01,1907-04-01,8.462466,365,published-inputs,1164
1906-06-01,1907-05-01,8.496438,365,published-inputs,1123
1906-07-01,1907-06-01,8.356712,365,published-inputs,1295
1906-08-01,1907-07-01,8.331233,365,published-inputs,1326
1906-09-01,1907-08-01,8.144384,365,published-inputs,1471
1906-10-01,1907-09-01,8.193699,365,published-inputs,1444
1906-11-01,1907-10-01,8.100274,365,published-inputs,1494
1906-12-01,1907-11-01,8.075616,365,published-inputs,1507
1907-01-01,1907-12-01,8.160548,365,published-inputs,1457
1907-02-01,1908-01-01,8.075616,365,published-inputs,1506
1907-03-01,1908-02-01,8.265847,366,published-inputs,1387
1907-04-01,1908-03-01,8.113388,366,published-inputs,1486
1907-05-01,1908-04-01,8.023224,366,published-inputs,1530
1907-06-01,1908-05-01,8.158743,366,published-inputs,1459
1907-07-01,1908-06-01,8.306284,366,published-inputs,1353
1907-08-01,1908-07-01,8.390984,366,published-inputs,1245
1907-09-01,1908-08-01,8.441803,366,published-inputs,1192
1907-10-01,1908-09-01,8.343443,366,published-inputs,1313
1907-11-01,1908-10-01,8.580601,366,published-inputs,1008
1907-12-01,1908-11-01,8.662568,366,published-inputs,918
1908-01-01,1908-12-01,8.662568,366,published-inputs,918
1908-02-01,1909-01-01,8.755738,366,published-inputs,816
1908-03-01,1909-02-01,8.612877,365,published-inputs,970
1908-04-01,1909-03-01,8.544932,365,published-inputs,1044
1908-05-01,1909-04-01,8.733973,365,published-inputs,838
1908-06-01,1909-05-01,8.640548,365,published-inputs,935
1908-07-01,1909-06-01,8.484384,365,published-inputs,1135
1908-08-01,1909-07-01,8.382466,365,published-inputs,1262
1908-09-01,1909-08-01,8.424932,365,published-inputs,1213
1908-10-01,1909-09-01,8.359178,365,published-inputs,1290
1908-11-01,1909-10-01,8.197808,365,published-inputs,1439
1908-12-01,1909-11-01,7.975890,365,published-inputs,1553
1909-01-01,1909-12-01,7.924932,365,published-inputs,1571
1909-02-01,1910-01-01,7.916438,365,published-inputs,1575
1909-03-01,1910-02-01,8.054521,365,published-inputs,1518
1909-04-01,1910-03-01,8.275342,365,published-inputs,1380
1909-05-01,1910-04-01,8.160274,365,published-inputs,1458
1909-06-01,1910-05-01,8.194247,365,published-inputs,1443
1909-07-01,1910-06-01,8.391507,365,published-inputs,1244
1909-08-01,1910-07-01,8.400000,365,published-inputs,1231
1909-09-01,1910-08-01,8.366027,365,published-inputs,1283
1909-10-01,1910-09-01,8.423562,365,published-inputs,1214
1909-11-01,1910-10-01,8.415068,365,published-inputs,1221
1909-12-01,1910-11-01,8.349315,365,published-inputs,1306
1910-01-01,1910-12-01,8.502192,365,published-inputs,1110
1910-02-01,1911-01-01,8.510685,365,published-inputs,1098
1910-03-01,1911-02-01,8.464658,365,published-inputs,1160
1910-04-01,1911-03-01,8.379726,365,published-inputs,1266
1910-05-01,1911-04-01,8.387945,365,published-inputs,1249
1910-06-01,1911-05-01,8.506849,365,published-inputs,1104
1910-07-01,1911-06-01,8.506849,365,published-inputs,1105
1910-08-01,1911-07-01,8.761644,365,published-inputs,814
1910-09-01,1911-08-01,9.024932,365,published-inputs,580
1910-10-01,1911-09-01,9.115342,365,published-inputs,498
1910-11-01,1911-10-01,9.072877,365,published-inputs,525
1910-12-01,1911-11-01,9.220822,365,published-inputs,435
1911-01-01,1911-12-01,9.237808,365,published-inputs,423
1911-02-01,1912-01-01,9.220822,365,published-inputs,435
1911-03-01,1912-02-01,9.246448,366,published-inputs,418
1911-04-01,1912-03-01,9.407377,366,published-inputs,338
1911-05-01,1912-04-01,9.554918,366,published-inputs,269
1911-06-01,1912-05-01,9.470219,366,published-inputs,299
1911-07-01,1912-06-01,9.388251,366,published-inputs,348
1911-08-01,1912-07-01,9.252732,366,published-inputs,416
1911-09-01,1912-08-01,8.820765,366,published-inputs,758
1911-10-01,1912-09-01,8.615847,366,published-inputs,965
1911-11-01,1912-10-01,8.497268,366,published-inputs,1120
1911-12-01,1912-11-01,8.538251,366,published-inputs,1056
1912-01-01,1912-12-01,8.589071,366,published-inputs,1002
1912-02-01,1913-01-01,8.673770,366,published-inputs,906
1912-03-01,1913-02-01,8.661918,365,published-inputs,921
1912-04-01,1913-03-01,8.576986,365,published-inputs,1012
1912-05-01,1913-04-01,8.486575,365,published-inputs,1132
1912-06-01,1913-05-01,8.427123,365,published-inputs,1208
1912-07-01,1913-06-01,8.451781,365,published-inputs,1181
1912-08-01,1913-07-01,8.375342,365,published-inputs,1271
1912-09-01,1913-08-01,8.596164,365,published-inputs,990
1912-10-01,1913-09-01,8.809863,365,published-inputs,768
1912-11-01,1913-10-01,9.039178,365,published-inputs,563
1912-12-01,1913-11-01,9.195342,365,published-inputs,444
1913-01-01,1913-12-01,9.067945,365,published-inputs,530
1913-02-01,1914-01-01,8.966027,365,published-inputs,630
1913-03-01,1914-02-01,9.096438,365,published-inputs,509
1913-04-01,1914-03-01,9.104932,365,published-inputs,502
1913-05-01,1914-04-01,9.252877,365,published-inputs,415
1913-06-01,1914-05-01,9.227397,365,published-inputs,432
1913-07-01,1914-06-01,9.284932,365,published-inputs,400
1913-08-01,1914-07-01,9.344384,365,published-inputs,366
1913-09-01,1914-08-01,9.403836,365,published-inputs,341
1913-10-01,1914-09-01,9.370959,365,published-inputs,352
1913-11-01,1914-10-01,9.303014,365,published-inputs,390
1913-12-01,1914-11-01,9.146849,365,published-inputs,478
1914-01-01,1914-12-01,9.078904,365,published-inputs,519
1914-02-01,1915-01-01,9.129863,365,published-inputs,489
1914-03-01,1915-02-01,8.945753,365,published-inputs,643
1914-04-01,1915-03-01,8.852329,365,published-inputs,734
1914-05-01,1915-04-01,8.712603,365,published-inputs,863
1914-06-01,1915-05-01,8.772055,365,published-inputs,802
1914-07-01,1915-06-01,8.763836,365,published-inputs,810
1914-08-01,1915-07-01,8.661918,365,published-inputs,921
1914-09-01,1915-08-01,8.576986,365,published-inputs,1012
1914-10-01,1915-09-01,8.576986,365,published-inputs,1014
1914-11-01,1915-10-01,8.483562,365,published-inputs,1137
1914-12-01,1915-11-01,8.195890,365,published-inputs,1442
1915-01-01,1915-12-01,8.272329,365,published-inputs,1382
1915-02-01,1916-01-01,8.544110,365,published-inputs,1049
1915-03-01,1916-02-01,8.506831,366,published-inputs,1106
1915-04-01,1916-03-01,8.371311,366,published-inputs,1278
1915-05-01,1916-04-01,8.371311,366,published-inputs,1277
1915-06-01,1916-05-01,8.337432,366,published-inputs,1320
1915-07-01,1916-06-01,8.132514,366,published-inputs,1477
1915-08-01,1916-07-01,8.200273,366,published-inputs,1437
1915-09-01,1916-08-01,8.284973,366,published-inputs,1374
1915-10-01,1916-09-01,8.268579,366,published-inputs,1384
1915-11-01,1916-10-01,8.395628,366,published-inputs,1237
1915-12-01,1916-11-01,8.682514,366,published-inputs,898
1916-01-01,1916-12-01,8.419945,366,published-inputs,1217
1916-02-01,1917-01-01,7.911749,366,published-inputs,1578
1916-03-01,1917-02-01,7.724932,365,published-inputs,1632
1916-04-01,1917-03-01,7.724932,365,published-inputs,1631
1916-05-01,1917-04-01,7.519452,365,published-inputs,1664
1916-06-01,1917-05-01,7.638356,365,published-inputs,1646
1916-07-01,1917-06-01,7.827397,365,published-inputs,1607
1916-08-01,1917-07-01,7.886849,365,published-inputs,1588
1916-09-01,1917-08-01,7.801918,365,published-inputs,1614
1916-10-01,1917-09-01,7.843014,365,published-inputs,1600
1916-11-01,1917-10-01,7.613699,365,published-inputs,1650
1916-12-01,1917-11-01,7.728767,365,published-inputs,1630
1917-01-01,1917-12-01,7.771233,365,published-inputs,1624
1917-02-01,1918-01-01,8.017534,365,published-inputs,1534
1917-03-01,1918-02-01,8.439452,365,published-inputs,1196
1917-04-01,1918-03-01,8.634795,365,published-inputs,946
1917-05-01,1918-04-01,8.766301,365,published-inputs,808
1917-06-01,1918-05-01,8.766301,365,published-inputs,808
1917-07-01,1918-06-01,8.675890,365,published-inputs,905
1917-08-01,1918-07-01,8.607945,365,published-inputs,978
1917-09-01,1918-08-01,8.667397,365,published-inputs,915
1917-10-01,1918-09-01,8.519452,365,published-inputs,1085
1917-11-01,1918-10-01,8.621370,365,published-inputs,957
1917-12-01,1918-11-01,8.456986,365,published-inputs,1174
1918-01-01,1918-12-01,8.822192,365,published-inputs,755
1918-02-01,1919-01-01,8.745753,365,published-inputs,821
1918-03-01,1919-02-01,8.377534,365,published-inputs,1269
1918-04-01,1919-03-01,8.182192,365,published-inputs,1450
1918-05-01,1919-04-01,8.149315,365,published-inputs,1467
1918-06-01,1919-05-01,8.208767,365,published-inputs,1434
1918-07-01,1919-06-01,8.266301,365,published-inputs,1386
1918-08-01,1919-07-01,8.189863,365,published-inputs,1446
1918-09-01,1919-08-01,8.155890,365,published-inputs,1460
1918-10-01,1919-09-01,8.205205,365,published-inputs,1435
1918-11-01,1919-10-01,8.120274,365,published-inputs,1483
1918-12-01,1919-11-01,7.906575,365,published-inputs,1580
1919-01-01,1919-12-01,7.787671,365,published-inputs,1618
1919-02-01,1920-01-01,7.940548,365,published-inputs,1565
1919-03-01,1920-02-01,8.255464,366,published-inputs,1399
1919-04-01,1920-03-01,8.526503,366,published-inputs,1074
1919-05-01,1920-04-01,8.641257,366,published-inputs,934
1919-06-01,1920-05-01,8.497268,366,published-inputs,1120
1919-07-01,1920-06-01,8.538251,366,published-inputs,1056
1919-08-01,1920-07-01,8.521311,366,published-inputs,1080
1919-09-01,1920-08-01,8.385792,366,published-inputs,1258
1919-10-01,1920-09-01,8.402186,366,published-inputs,1229
1919-11-01,1920-10-01,8.613934,366,published-inputs,968
1919-12-01,1920-11-01,8.941803,366,published-inputs,648
1920-01-01,1920-12-01,8.814754,366,published-inputs,760
1920-02-01,1921-01-01,8.984153,366,published-inputs,615
1920-03-01,1921-02-01,8.901370,365,published-inputs,693
1920-04-01,1921-03-01,8.935342,365,published-inputs,657
1920-05-01,1921-04-01,8.943562,365,published-inputs,645
1920-06-01,1921-05-01,8.909589,365,published-inputs,689
1920-07-01,1921-06-01,8.942466,365,published-inputs,646
1920-08-01,1921-07-01,9.282192,365,published-inputs,402
1920-09-01,1921-08-01,9.392603,365,published-inputs,347
1920-10-01,1921-09-01,9.483014,365,published-inputs,297
1920-11-01,1921-10-01,9.661370,365,published-inputs,215
1920-12-01,1921-11-01,9.513425,365,published-inputs,283
1921-01-01,1921-12-01,9.708767,365,published-inputs,180
1921-02-01,1922-01-01,9.462466,365,published-inputs,311
1921-03-01,1922-02-01,9.454795,365,published-inputs,313
1921-04-01,1922-03-01,9.259452,365,published-inputs,412
1921-05-01,1922-04-01,9.045753,365,published-inputs,555
1921-06-01,1922-05-01,9.147671,365,published-inputs,477
1921-07-01,1922-06-01,9.049041,365,published-inputs,549
1921-08-01,1922-07-01,8.649863,365,published-inputs,927
1921-09-01,1922-08-01,8.496986,365,published-inputs,1122
1921-10-01,1922-09-01,8.357260,365,published-inputs,1294
1921-11-01,1922-10-01,7.983562,365,published-inputs,1546
1921-12-01,1922-11-01,8.024658,365,published-inputs,1528
1922-01-01,1922-12-01,7.965205,365,published-inputs,1558
1922-02-01,1923-01-01,8.084110,365,published-inputs,1500
1922-03-01,1923-02-01,8.176164,365,published-inputs,1453
1922-04-01,1923-03-01,8.329041,365,published-inputs,1332
1922-05-01,1923-04-01,8.501644,365,published-inputs,1111
1922-06-01,1923-05-01,8.263836,365,published-inputs,1392
1922-07-01,1923-06-01,8.198082,365,published-inputs,1438
1922-08-01,1923-07-01,8.486849,365,published-inputs,1131
1922-09-01,1923-08-01,8.614247,365,published-inputs,967
1922-10-01,1923-09-01,8.606027,365,published-inputs,983
1922-11-01,1923-10-01,8.716438,365,published-inputs,859
1922-12-01,1923-11-01,8.527397,365,published-inputs,1072
1923-01-01,1923-12-01,8.425479,365,published-inputs,1211
1923-02-01,1924-01-01,8.366027,365,published-inputs,1283
