start_month,end_month,mean_temperature_c,days,status,rank_warmest
1997-07-01,1998-06-01,9.997808,365,published-inputs,77
1997-08-01,1998-07-01,9.904384,365,published-inputs,102
1997-09-01,1998-08-01,9.683562,365,published-inputs,202
1997-10-01,1998-09-01,9.724658,365,published-inputs,172
1997-11-01,1998-10-01,9.733151,365,published-inputs,168
1997-12-01,1998-11-01,9.560548,365,published-inputs,265
1998-01-01,1998-12-01,9.543562,365,published-inputs,274
1998-02-01,1999-01-01,9.586027,365,published-inputs,260
1998-03-01,1999-02-01,9.440274,365,published-inputs,321
1998-04-01,1999-03-01,9.355342,365,published-inputs,363
1998-05-01,1999-04-01,9.495068,365,published-inputs,289
1998-06-01,1999-05-01,9.469589,365,published-inputs,301
1998-07-01,1999-06-01,9.428493,365,published-inputs,326
1998-08-01,1999-07-01,9.606849,365,published-inputs,245
1998-09-01,1999-08-01,9.649315,365,published-inputs,223
1998-10-01,1999-09-01,9.682192,365,published-inputs,204
1998-11-01,1999-10-01,9.699178,365,published-inputs,186
1998-12-01,1999-11-01,9.789589,365,published-inputs,138
1999-01-01,1999-12-01,9.747123,365,published-inputs,161
1999-02-01,2000-01-01,9.679178,365,published-inputs,208
1999-03-01,2000-02-01,9.721585,366,published-inputs,175
1999-04-01,2000-03-01,9.730055,366,published-inputs,170
1999-05-01,2000-04-01,9.590710,366,published-inputs,254
1999-06-01,2000-05-01,9.522951,366,published-inputs,279
1999-07-01,2000-06-01,9.613115,366,published-inputs,243
1999-08-01,2000-07-01,9.469126,366,published-inputs,302
1999-09-01,2000-08-01,9.469126,366,published-inputs,302
1999-10-01,2000-09-01,9.444536,366,published-inputs,318
1999-11-01,2000-10-01,9.393716,366,published-inputs,345
1999-12-01,2000-11-01,9.328142,366,published-inputs,373
2000-01-01,2000-12-01,9.370492,366,published-inputs,353
2000-02-01,2001-01-01,9.260383,366,published-inputs,411
2000-03-01,2001-02-01,9.140000,365,published-inputs,483
2000-04-01,2001-03-01,8.961644,365,published-inputs,633
2000-05-01,2001-04-01,8.953425,365,published-inputs,637
2000-06-01,2001-05-01,8.995890,365,published-inputs,603
2000-07-01,2001-06-01,8.946575,365,published-inputs,641
2000-08-01,2001-07-01,9.006027,365,published-inputs,593
2000-09-01,2001-08-01,9.006027,365,published-inputs,593
2000-10-01,2001-09-01,8.915616,365,published-inputs,683
2000-11-01,2001-10-01,9.161918,365,published-inputs,464
2000-12-01,2001-11-01,9.235890,365,published-inputs,427
2001-01-01,2001-12-01,9.083014,365,published-inputs,516
2001-02-01,2002-01-01,9.286849,365,published-inputs,399
2001-03-01,2002-02-01,9.463288,365,published-inputs,309
2001-04-01,2002-03-01,9.667123,365,published-inputs,210
2001-05-01,2002-04-01,9.782192,365,published-inputs,142
2001-06-01,2002-05-01,9.714247,365,published-inputs,176
2001-07-01,2002-06-01,9.689589,365,published-inputs,196
2001-08-01,2002-07-01,9.604658,365,published-inputs,248
2001-09-01,2002-08-01,9.613151,365,published-inputs,242
2001-10-01,2002-09-01,9.654247,365,published-inputs,219
2001-11-01,2002-10-01,9.407945,365,published-inputs,337
2001-12-01,2002-11-01,9.490137,365,published-inputs,292
2002-01-01,2002-12-01,9.634521,365,published-inputs,230
2002-02-01,2003-01-01,9.515616,365,published-inputs,281
2002-03-01,2003-02-01,9.316164,365,published-inputs,380
2002-04-01,2003-03-01,9.324658,365,published-inputs,375
2002-05-01,2003-04-01,9.415068,365,published-inputs,334
2002-06-01,2003-05-01,9.406575,365,published-inputs,339
2002-07-01,2003-06-01,9.546301,365,published-inputs,272
2002-08-01,2003-07-01,9.690685,365,published-inputs,194
2002-09-01,2003-08-01,9.809589,365,published-inputs,131
2002-10-01,2003-09-01,9.809589,365,published-inputs,131
2002-11-01,2003-10-01,9.707671,365,published-inputs,181
2002-12-01,2003-11-01,9.650137,365,published-inputs,222
2003-01-01,2003-12-01,9.616164,365,published-inputs,238
2003-02-01,2004-01-01,9.684110,365,published-inputs,201
2003-03-01,2004-02-01,9.738798,366,published-inputs,166
2003-04-01,2004-03-01,9.637158,366,published-inputs,228
2003-05-01,2004-04-01,9.579781,366,published-inputs,262
2003-06-01,2004-05-01,9.613661,366,published-inputs,241
2003-07-01,2004-06-01,9.589071,366,published-inputs,257
2003-08-01,2004-07-01,9.453552,366,published-inputs,315
2003-09-01,2004-08-01,9.411202,366,published-inputs,335
2003-10-01,2004-09-01,9.468579,366,published-inputs,304
2003-11-01,2004-10-01,9.587158,366,published-inputs,258
2003-12-01,2004-11-01,9.578962,366,published-inputs,263
2004-01-01,2004-12-01,9.655191,366,published-inputs,218
2004-02-01,2005-01-01,9.739891,366,published-inputs,165
2004-03-01,2005-02-01,9.700548,365,published-inputs,185
2004-04-01,2005-03-01,9.776986,365,published-inputs,145
2004-05-01,2005-04-01,9.744110,365,published-inputs,163
2004-06-01,2005-05-01,9.684658,365,published-inputs,200
2004-07-01,2005-06-01,9.692877,365,published-inputs,191
2004-08-01,2005-07-01,9.794795,365,published-inputs,135
2004-09-01,2005-08-01,9.692877,365,published-inputs,191
2004-10-01,2005-09-01,9.709315,365,published-inputs,179
2004-11-01,2005-10-01,9.913151,365,published-inputs,97
2004-12-01,2005-11-01,9.773425,365,published-inputs,146
2005-01-01,2005-12-01,9.696986,365,published-inputs,187
2005-02-01,2006-01-01,9.527123,365,published-inputs,278
2005-03-01,2006-02-01,9.496438,365,published-inputs,287
2005-04-01,2006-03-01,9.309589,365,published-inputs,385
2005-05-01,2006-04-01,9.293151,365,published-inputs,396
2005-06-01,2006-05-01,9.361096,365,published-inputs,360
2005-07-01,2006-06-01,9.402192,365,published-inputs,343
2005-08-01,2006-07-01,9.597534,365,published-inputs,249
2005-09-01,2006-08-01,9.606027,365,published-inputs,247
2005-10-01,2006-09-01,9.704658,365,published-inputs,182
2005-11-01,2006-10-01,9.696164,365,published-inputs,190
2005-12-01,2006-11-01,9.835890,365,published-inputs,124
2006-01-01,2006-12-01,9.946301,365,published-inputs,89
2006-02-01,2007-01-01,10.167123,365,published-inputs,50
2006-03-01,2007-02-01,10.320548,365,published-inputs,25
2006-04-01,2007-03-01,10.490411,365,published-inputs,10
2006-05-01,2007-04-01,10.695890,365,published-inputs,1
2006-06-01,2007-05-01,10.687397,365,published-inputs,2
2006-07-01,2007-06-01,10.646301,365,published-inputs,3
2006-08-01,2007-07-01,10.315068,365,published-inputs,26
2006-09-01,2007-08-01,10.264110,365,published-inputs,36
2006-10-01,2007-09-01,10.083288,365,published-inputs,60
2006-11-01,2007-10-01,9.955890,365,published-inputs,85
2006-12-01,2007-11-01,9.947671,365,published-inputs,87
2007-01-01,2007-12-01,9.854247,365,published-inputs,118
2007-02-01,2008-01-01,9.828767,365,published-inputs,126
2007-03-01,2008-02-01,9.792896,366,published-inputs,137
2007-04-01,2008-03-01,9.725137,366,published-inputs,171
2007-05-01,2008-04-01,9.462842,366,published-inputs,310
2007-06-01,2008-05-01,9.606831,366,published-inputs,246
2007-07-01,2008-06-01,9.492077,366,published-inputs,291
2007-08-01,2008-07-01,9.593716,366,published-inputs,251
2007-09-01,2008-08-01,9.636066,366,published-inputs,229
2007-10-01,2008-09-01,9.586885,366,published-inputs,259
2007-11-01,2008-10-01,9.485246,366,published-inputs,295
2007-12-01,2008-11-01,9.436066,366,published-inputs,323
2008-01-01,2008-12-01,9.300546,366,published-inputs,392
2008-02-01,2009-01-01,9.012568,366,published-inputs,588
2008-03-01,2009-02-01,8.931233,365,published-inputs,662
2008-04-01,2009-03-01,8.973699,365,published-inputs,621
2008-05-01,2009-04-01,9.096986,365,published-inputs,508
2008-06-01,2009-05-01,8.935616,365,published-inputs,656
2008-07-01,2009-06-01,9.034247,365,published-inputs,570
2008-08-01,2009-07-01,9.017260,365,published-inputs,585
2008-09-01,2009-08-01,9.025753,365,published-inputs,578
2008-10-01,2009-09-01,9.066849,365,published-inputs,531
2008-11-01,2009-10-01,9.211233,365,published-inputs,439
2008-12-01,2009-11-01,9.309863,365,published-inputs,384
2009-01-01,2009-12-01,9.267397,365,published-inputs,406
2009-02-01,2010-01-01,9.131507,365,published-inputs,488
2009-03-01,2010-02-01,9.024110,365,published-inputs,583
2009-04-01,2010-03-01,8.930685,365,published-inputs,663
2009-05-01,2010-04-01,8.873151,365,published-inputs,714
2009-06-01,2010-05-01,8.805205,365,published-inputs,772
2009-07-01,2010-06-01,8.821644,365,published-inputs,756
2009-08-01,2010-07-01,8.864110,365,published-inputs,724
2009-09-01,2010-08-01,8.787671,365,published-inputs,789
2009-10-01,2010-09-01,8.795890,365,published-inputs,783
2009-11-01,2010-10-01,8.693973,365,published-inputs,887
2009-12-01,2010-11-01,8.414521,365,published-inputs,1222
2010-01-01,2010-12-01,8.125753,365,published-inputs,1481
2010-02-01,2011-01-01,8.287123,365,published-inputs,1371
2010-03-01,2011-02-01,8.555616,365,published-inputs,1030
2010-04-01,2011-03-01,8.640548,365,published-inputs,936
2010-05-01,2011-04-01,8.878904,365,published-inputs,707
2010-06-01,2011-05-01,8.972329,365,published-inputs,623
2010-07-01,2011-06-01,8.840822,365,published-inputs,741
2010-08-01,2011-07-01,8.730411,365,published-inputs,842
2010-09-01,2011-08-01,8.730411,365,published-inputs,842
2010-10-01,2011-09-01,8.804384,365,published-inputs,774
2010-11-01,2011-10-01,8.974247,365,published-inputs,620
2010-12-01,2011-11-01,9.335890,365,published-inputs,370
2011-01-01,2011-12-01,9.896438,365,published-inputs,106
2011-02-01,2012-01-01,10.091781,365,published-inputs,59
2011-03-01,2012-02-01,9.930055,366,published-inputs,93
2011-04-01,2012-03-01,10.082514,366,published-inputs,62
2011-05-01,2012-04-01,9.721858,366,published-inputs,174
2011-06-01,2012-05-01,9.696448,366,published-inputs,188
2011-07-01,2012-06-01,9.704645,366,published-inputs,183
2011-08-01,2012-07-01,9.704645,366,published-inputs,183
2011-09-01,2012-08-01,9.814754,366,published-inputs,129
2011-10-01,2012-09-01,9.650820,366,published-inputs,221
2011-11-01,2012-10-01,9.422131,366,published-inputs,330
2011-12-01,2012-11-01,9.176230,366,published-inputs,460
2012-01-01,2012-12-01,9.066120,366,published-inputs,534
2012-02-01,2013-01-01,8.922131,366,published-inputs,677
2012-03-01,2013-02-01,8.850959,365,published-inputs,735
2012-04-01,2013-03-01,8.392329,365,published-inputs,1242
2012-05-01,2013-04-01,8.384110,365,published-inputs,1261
2012-06-01,2013-05-01,8.248219,365,published-inputs,1404
2012-07-01,2013-06-01,8.256438,365,published-inputs,1398
2012-08-01,2013-07-01,8.519726,365,published-inputs,1084
2012-09-01,2013-08-01,8.528219,365,published-inputs,1070
2012-10-01,2013-09-01,8.626849,365,published-inputs,953
2012-11-01,2013-10-01,8.864658,365,published-inputs,721
2012-12-01,2013-11-01,8.872877,365,published-inputs,715
2013-01-01,2013-12-01,8.991781,365,published-inputs,607
2013-02-01,2014-01-01,9.127671,365,published-inputs,490
2013-03-01,2014-02-01,9.311781,365,published-inputs,383
2013-04-01,2014-03-01,9.685479,365,published-inputs,198
2013-05-01,2014-04-01,9.915616,365,published-inputs,96
2013-06-01,2014-05-01,10.093973,365,published-inputs,58
2013-07-01,2014-06-01,10.200822,365,published-inputs,45
2013-08-01,2014-07-01,10.107397,365,published-inputs,57
2013-09-01,2014-08-01,9.980000,365,published-inputs,82
2013-10-01,2014-09-01,10.062192,365,published-inputs,65
2013-11-01,2014-10-01,10.036712,365,published-inputs,68
2013-12-01,2014-11-01,10.168219,365,published-inputs,49
2014-01-01,2014-12-01,10.083288,365,published-inputs,61
2014-02-01,2015-01-01,10.006849,365,published-inputs,72
2014-03-01,2015-02-01,9.861096,365,published-inputs,116
2014-04-01,2015-03-01,9.750685,365,published-inputs,159
2014-05-01,2015-04-01,9.684932,365,published-inputs,199
2014-06-01,2015-05-01,9.557534,365,published-inputs,266
2014-07-01,2015-06-01,9.467123,365,published-inputs,306
2014-08-01,2015-07-01,9.314247,365,published-inputs,382
2014-09-01,2015-08-01,9.348219,365,published-inputs,365
2014-10-01,2015-09-01,9.150959,365,published-inputs,476
2014-11-01,2015-10-01,9.032055,365,published-inputs,575
2014-12-01,2015-11-01,9.138904,365,published-inputs,485
2015-01-01,2015-12-01,9.470137,365,published-inputs,300
2015-02-01,2016-01-01,9.555068,365,published-inputs,267
2015-03-01,2016-02-01,9.609836,366,published-inputs,244
2015-04-01,2016-03-01,9.584426,366,published-inputs,261
2015-05-01,2016-04-01,9.461475,366,published-inputs,312
2015-06-01,2016-05-01,9.630874,366,published-inputs,231
2015-07-01,2016-06-01,9.753825,366,published-inputs,158
2015-08-01,2016-07-01,9.830055,366,published-inputs,125
2015-09-01,2016-08-01,9.931694,366,published-inputs,92
2015-10-01,2016-09-01,10.169399,366,published-inputs,48
2015-11-01,2016-10-01,10.160929,366,published-inputs,51
2015-12-01,2016-11-01,9.874044,366,published-inputs,113
2016-01-01,2016-12-01,9.628415,366,published-inputs,233
2016-02-01,2017-01-01,9.552186,366,published-inputs,270
2016-03-01,2017-02-01,9.658356,365,published-inputs,217
2016-04-01,2017-03-01,9.853699,365,published-inputs,119
2016-05-01,2017-04-01,9.952329,365,published-inputs,86
2016-06-01,2017-05-01,10.003288,365,published-inputs,75
2016-07-01,2017-06-01,10.011507,365,published-inputs,71
2016-08-01,2017-07-01,10.020000,365,published-inputs,70
2016-09-01,2017-08-01,9.926575,365,published-inputs,94
2016-10-01,2017-09-01,9.762192,365,published-inputs,150
2016-11-01,2017-10-01,9.889589,365,published-inputs,108
2016-12-01,2017-11-01,9.988219,365,published-inputs,79
2017-01-01,2017-12-01,9.877808,365,published-inputs,112
2017-02-01,2018-01-01,9.903288,365,published-inputs,103
2017-03-01,2018-02-01,9.680822,365,published-inputs,206
2017-04-01,2018-03-01,9.383562,365,published-inputs,350
2017-05-01,2018-04-01,9.424658,365,published-inputs,329
2017-06-01,2018-05-01,9.373699,365,published-inputs,351
2017-07-01,2018-06-01,9.431233,365,published-inputs,324
2017-08-01,2018-07-01,9.592603,365,published-inputs,252
2017-09-01,2018-08-01,9.652055,365,published-inputs,220
2017-10-01,2018-09-01,9.643836,365,published-inputs,225
2017-11-01,2018-10-01,9.473973,365,published-inputs,298
2017-12-01,2018-11-01,9.539726,365,published-inputs,276
2018-01-01,2018-12-01,9.709589,365,published-inputs,178
2018-02-01,2019-01-01,9.641644,365,published-inputs,226
2018-03-01,2019-02-01,9.925479,365,published-inputs,95
2018-04-01,2019-03-01,10.180274,365,published-inputs,47
2018-05-01,2019-04-01,10.196712,365,published-inputs,46
2018-06-01,2019-05-01,10.060822,365,published-inputs,66
2018-07-01,2019-06-01,9.888219,365,published-inputs,109
2018-08-01,2019-07-01,9.794795,365,published-inputs,135
2018-09-01,2019-08-01,9.845753,365,published-inputs,122
2018-10-01,2019-09-01,9.911507,365,published-inputs,98
2018-11-01,2019-10-01,9.903014,365,published-inputs,104
2018-12-01,2019-11-01,9.771507,365,published-inputs,148
2019-01-01,2019-12-01,9.661096,365,published-inputs,216
2019-02-01,2020-01-01,9.813973,365,published-inputs,130
2019-03-01,2020-02-01,9.757104,366,published-inputs,156
2019-04-01,2020-03-01,9.663934,366,published-inputs,214
2019-05-01,2020-04-01,9.754098,366,published-inputs,157
2019-06-01,2020-05-01,9.872678,366,published-inputs,114
2019-07-01,2020-06-01,9.938251,366,published-inputs,90
2019-08-01,2020-07-01,9.785792,366,published-inputs,139
2019-09-01,2020-08-01,9.802732,366,published-inputs,134
2019-10-01,2020-09-01,9.778142,366,published-inputs,143
2019-11-01,2020-10-01,9.803552,366,published-inputs,133
2019-12-01,2020-11-01,9.967486,366,published-inputs,84
2020-01-01,2020-12-01,9.908197,366,published-inputs,101
2020-02-01,2021-01-01,9.696448,366,published-inputs,188
2020-03-01,2021-02-01,9.615068,365,published-inputs,240
2020-04-01,2021-03-01,9.666027,365,published-inputs,213
2020-05-01,2021-04-01,9.361918,365,published-inputs,358
2020-06-01,2021-05-01,9.158082,365,published-inputs,470
2020-07-01,2021-06-01,9.166301,365,published-inputs,461
2020-08-01,2021-07-01,9.361644,365,published-inputs,359
2020-09-01,2021-08-01,9.251233,365,published-inputs,417
2020-10-01,2021-09-01,9.399178,365,published-inputs,344
2020-11-01,2021-10-01,9.543562,365,published-inputs,274
2020-12-01,2021-11-01,9.494247,365,published-inputs,290
2021-01-01,2021-12-01,9.630137,365,published-inputs,232
2021-02-01,2022-01-01,9.757534,365,published-inputs,155
2021-03-01,2022-02-01,9.895616,365,published-inputs,107
2021-04-01,2022-03-01,9.946575,365,published-inputs,88
2021-05-01,2022-04-01,10.119178,365,published-inputs,54
2021-06-01,2022-05-01,10.340000,365,published-inputs,23
2021-07-01,2022-06-01,10.290685,365,published-inputs,32
2021-08-01,2022-07-01,10.273699,365,published-inputs,35
2021-09-01,2022-08-01,10.460548,365,published-inputs,12
2021-10-01,2022-09-01,10.353699,365,published-inputs,19
2021-11-01,2022-10-01,10.404658,365,published-inputs,18
2021-12-01,2022-11-01,10.503288,365,published-inputs,8
2022-01-01,2022-12-01,10.240000,365,published-inputs,39
2022-02-01,2023-01-01,10.256986,365,published-inputs,37
2022-03-01,2023-02-01,10.210959,365,published-inputs,42
2022-04-01,2023-03-01,10.134521,365,published-inputs,52
2022-05-01,2023-04-01,10.118082,365,published-inputs,55
2022-06-01,2023-05-01,10.126575,365,published-inputs,53
2022-07-01,2023-06-01,10.348493,365,published-inputs,21
2022-08-01,2023-07-01,10.221096,365,published-inputs,41
2022-09-01,2023-08-01,10.076712,365,published-inputs,63
2022-10-01,2023-09-01,10.249315,365,published-inputs,38
2022-11-01,2023-10-01,10.206849,365,published-inputs,43
2022-12-01,2023-11-01,10.108219,365,published-inputs,56
2023-01-01,2023-12-01,10.405479,365,published-inputs,17
2023-02-01,2024-01-01,10.346027,365,published-inputs,22
2023-03-01,2024-02-01,10.420765,366,published-inputs,16
2023-04-01,2024-03-01,10.488525,366,published-inputs,11
2023-05-01,2024-04-01,10.521311,366,published-inputs,6
2023-06-01,2024-05-01,10.589071,366,published-inputs,5
2023-07-01,2024-06-01,10.310383,366,published-inputs,27
2023-08-01,2024-07-01,10.293443,366,published-inputs,30
2023-09-01,2024-08-01,10.301913,366,published-inputs,28
2023-10-01,2024-09-01,10.072404,366,published-inputs,64
2023-11-01,2024-10-01,10.004645,366,published-inputs,73
2023-12-01,2024-11-01,10.004645,366,published-inputs,73
2024-01-01,2024-12-01,9.979235,366,published-inputs,83
2024-02-01,2025-01-01,9.911475,366,published-inputs,99
2024-03-01,2025-02-01,9.758630,365,published-inputs,152
2024-04-01,2025-03-01,9.758630,365,published-inputs,152
2024-05-01,2025-04-01,9.881918,365,published-inputs,111
2024-06-01,2025-05-01,9.839452,365,published-inputs,123
2024-07-01,2025-06-01,10.044932,365,published-inputs,67
2024-08-01,2025-07-01,10.206301,365,published-inputs,44
2024-09-01,2025-08-01,10.291233,365,published-inputs,31
2024-10-01,2025-09-01,10.283014,365,published-inputs,33
2024-11-01,2025-10-01,10.274521,365,published-inputs,34
2024-12-01,2025-11-01,10.323836,365,published-inputs,24
2025-01-01,2025-12-01,10.298356,365,published-inputs,29
2025-02-01,2026-01-01,10.349315,365,published-inputs,20
2025-03-01,2026-02-01,10.456712,365,published-inputs,14
2025-04-01,2026-03-01,10.499178,365,published-inputs,9
2025-05-01,2026-04-01,10.441644,365,published-inputs,15
2025-06-01,2026-05-01,10.458630,365,published-inputs,13
2025-07-01,2026-06-01,10.507945,365,published-inputs,7
2025-08-01,2026-07-01,10.626849,365,provisional-scenario,4
