latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
59.54528,1.53263,303.33,0.56,0.43,2026-08-15,154,N,VIIRS,n,2.0NRT,284.03,1.57,N
51.49733,-3.40627,296.36,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.28,0.5,N
51.63351,-3.15618,301.37,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.62,0.77,N
51.67334,-3.52066,300.83,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.22,0.57,N
51.6848,-5.02966,303.78,0.54,0.5,2026-08-15,156,N,VIIRS,n,2.0NRT,290.69,1.49,N
51.75323,-3.0515,296.37,0.44,0.46,2026-08-15,156,N,VIIRS,n,2.0NRT,285.75,0.71,N
51.75751,-3.05038,298.19,0.44,0.46,2026-08-15,156,N,VIIRS,n,2.0NRT,284.8,1.56,N
51.7618,-3.04945,323.14,0.44,0.46,2026-08-15,156,N,VIIRS,n,2.0NRT,290.11,1.56,N
51.7623,-3.05606,304.94,0.44,0.46,2026-08-15,156,N,VIIRS,n,2.0NRT,286.06,2.81,N
51.76942,-3.2678,303.05,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.01,1.35,N
51.77385,-3.32805,306.43,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,286.5,1.44,N
51.77434,-3.33461,327.73,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,288.98,2.88,N
51.77483,-3.3414,303.84,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.93,2.88,N
51.77818,-3.32687,325.66,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,289.22,2.24,N
51.77866,-3.33342,332.98,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,289.38,3.22,N
51.78203,-3.31931,296.63,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,284.78,2.24,N
51.7825,-3.32567,312.36,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,286.63,2.24,N
51.78298,-3.33217,302.77,0.46,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.4,3.22,N
51.81257,-3.19872,305.95,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,287.13,2.34,N
51.81304,-3.19188,297.05,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.61,1.44,N
51.81351,-3.1985,310.28,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,287.35,2.4,N
51.81687,-3.19763,322.05,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,288.92,2.34,N
51.81738,-3.20417,299.44,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.44,2.22,N
51.81783,-3.19739,324.22,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,289.35,2.4,N
51.81829,-3.20393,305.38,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,286.18,2.4,N
51.81876,-3.21049,303.78,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.28,1.65,N
51.82015,-3.18317,299.15,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.06,0.73,N
51.82116,-3.18287,297.69,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.01,1.34,N
51.82118,-3.19655,310.1,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,286.92,1.3,N
51.82168,-3.20304,322.22,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,289.01,4.85,N
51.82213,-3.1963,303.56,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.86,1.92,N
51.82218,-3.20957,349.23,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,293.56,4.85,N
51.8226,-3.20279,321.92,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,289.07,1.92,N
51.82269,-3.21623,298,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,284.23,4.3,N
51.82307,-3.20935,349.57,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,295.36,5.75,N
51.82355,-3.21602,299.51,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,284.61,5.75,N
51.82497,-3.18879,302.55,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,285.23,1.3,N
51.82549,-3.19542,300.04,0.45,0.47,2026-08-15,156,N,VIIRS,n,2.0NRT,284.94,1.3,N
