latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
51.68442,-5.02828,296.65,0.39,0.36,2026-06-20,243,N,VIIRS,n,2.0NRT,283.88,0.91,N
51.68578,-5.03118,303.02,0.42,0.38,2026-06-21,226,N,VIIRS,n,2.0NRT,288.14,0.89,N
51.68238,-5.03141,299.4,0.39,0.44,2026-06-22,206,N,VIIRS,n,2.0NRT,288.74,0.79,N
51.68644,-5.03035,301.31,0.39,0.44,2026-06-22,206,N,VIIRS,n,2.0NRT,290.41,1.08,N
51.39728,-3.39676,302.51,0.51,0.41,2026-06-22,209,N,VIIRS,n,2.0NRT,286.65,1.03,N
51.39918,-3.39768,303.92,0.51,0.41,2026-06-22,209,N,VIIRS,n,2.0NRT,286.92,0.75,N
51.39867,-3.39251,300.89,0.49,0.65,2026-06-22,347,N,VIIRS,n,2.0NRT,285.56,0.78,N
51.6824,-5.02969,301.83,0.42,0.61,2026-06-22,347,N,VIIRS,n,2.0NRT,287.54,1.19,N
51.68452,-5.02897,305,0.42,0.61,2026-06-22,347,N,VIIRS,n,2.0NRT,288.89,0.93,N
51.68538,-5.0302,301.36,0.62,0.54,2026-06-23,147,N,VIIRS,n,2.0NRT,291.13,1.49,N
51.39899,-3.39577,306.39,0.33,0.55,2026-06-23,328,N,VIIRS,n,2.0NRT,289.8,0.87,N
51.68554,-5.02716,301.14,0.55,0.51,2026-06-23,328,N,VIIRS,n,2.0NRT,290.8,2.13,N
51.39744,-3.39613,306.71,0.43,0.46,2026-06-24,310,N,VIIRS,n,2.0NRT,289.62,1.17,N
