latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
50.83101,-1.3674,300.5,0.49,0.4,2026-08-20,202,N,VIIRS,n,2.0NRT,288.09,1.28,N
50.83842,-1.36545,299.56,0.49,0.4,2026-08-20,202,N,VIIRS,n,2.0NRT,285.86,1.29,N
51.68292,-5.02838,301.06,0.46,0.47,2026-08-20,202,N,VIIRS,n,2.0NRT,287.6,1.29,N
51.7778,-3.31272,298.27,0.39,0.44,2026-08-20,202,N,VIIRS,n,2.0NRT,284.43,0.97,N
52.15998,-3.22036,311.15,0.39,0.44,2026-08-20,202,N,VIIRS,n,2.0NRT,284.51,1.88,N
58.35038,0.86535,315.36,0.33,0.55,2026-08-20,340,N,VIIRS,n,2.0NRT,283.26,2.61,N
58.35199,0.86041,299.2,0.33,0.55,2026-08-20,340,N,VIIRS,n,2.0NRT,283.21,2.79,N
60.80867,1.73102,303.64,0.56,0.52,2026-08-20,340,N,VIIRS,n,2.0NRT,281.41,1.05,N
60.81272,1.73642,302.08,0.56,0.52,2026-08-20,340,N,VIIRS,n,2.0NRT,282.08,1.05,N
52.15998,-3.21842,335.8,0.53,0.42,2026-08-20,1331,N,VIIRS,n,2.0NRT,295.92,5.6,D
53.56594,-0.59227,337.65,0.5,0.49,2026-08-21,141,N,VIIRS,n,2.0NRT,282.67,4.67,N
53.56644,-0.60004,339.01,0.5,0.49,2026-08-21,141,N,VIIRS,n,2.0NRT,283.41,4.67,N
53.56693,-0.6077,318.82,0.5,0.49,2026-08-21,141,N,VIIRS,n,2.0NRT,281.62,4.67,N
53.6349,-0.24012,298.64,0.48,0.48,2026-08-21,141,N,VIIRS,n,2.0NRT,282.7,0.79,N
53.63539,-0.24745,298.79,0.48,0.48,2026-08-21,141,N,VIIRS,n,2.0NRT,285.1,1.6,N
51.68578,-5.03162,299.3,0.37,0.58,2026-08-21,143,N,VIIRS,n,2.0NRT,285.55,1.29,N
53.56721,-0.59074,308.79,0.61,0.54,2026-08-21,321,N,VIIRS,n,2.0NRT,280.84,1.97,N
53.56966,-0.59898,312.34,0.61,0.53,2026-08-21,321,N,VIIRS,n,2.0NRT,281.34,1.97,N
53.63216,-0.23842,297.55,0.63,0.54,2026-08-21,321,N,VIIRS,n,2.0NRT,281.95,1.35,N
53.63301,-0.24242,306.99,0.63,0.54,2026-08-21,321,N,VIIRS,n,2.0NRT,283.47,3.04,N
53.63477,-0.24717,303.34,0.63,0.54,2026-08-21,321,N,VIIRS,n,2.0NRT,284.16,2.34,N
56.00938,-3.67263,316.62,0.4,0.44,2026-08-21,321,N,VIIRS,n,2.0NRT,277.98,1.33,N
53.44356,-2.75685,334.38,0.58,0.7,2026-08-21,1132,N,VIIRS,n,2.0NRT,289.1,8.08,D
53.44503,-2.7567,347.89,0.58,0.7,2026-08-21,1132,N,VIIRS,n,2.0NRT,287.12,11.35,D
53.44636,-2.74951,349.5,0.58,0.7,2026-08-21,1132,N,VIIRS,n,2.0NRT,290,8.08,D
53.44783,-2.74947,336.73,0.58,0.7,2026-08-21,1132,N,VIIRS,n,2.0NRT,287.96,13.9,D
51.03148,-3.14652,332.33,0.39,0.36,2026-08-21,1312,N,VIIRS,n,2.0NRT,293.12,2.56,D
51.18156,-2.92577,337.27,0.4,0.37,2026-08-21,1312,N,VIIRS,n,2.0NRT,297.5,1.66,D
52.19043,-7.14417,340.74,0.39,0.36,2026-08-21,1312,N,VIIRS,n,2.0NRT,295.04,3.82,D
52.19139,-7.13856,347,0.39,0.36,2026-08-21,1312,N,VIIRS,n,2.0NRT,294.97,3.82,D
52.1937,-7.14565,353.26,0.39,0.36,2026-08-21,1312,N,VIIRS,n,2.0NRT,295.29,3.82,D
52.27969,-7.1869,337.89,0.39,0.36,2026-08-21,1312,N,VIIRS,n,2.0NRT,296.01,2.23,D
52.78876,-1.39249,330.14,0.44,0.38,2026-08-21,1312,N,VIIRS,n,2.0NRT,291.03,2.96,D
53.34334,-7.57705,340.22,0.39,0.36,2026-08-21,1312,N,VIIRS,n,2.0NRT,294.57,2.29,D
