incident_id,latitude,longitude,detection_count,satellite_count,satellites,sources,first_detected_utc,last_detected_utc,duration_hours,peak_frp_mw,mean_frp_mw,max_confidence,daynight,in_wales_watch_bbox
HC-TA-20260815-B9BE9FC,51.59103,-4.07489,1,1,N20,VIIRS_NOAA20_NRT,2026-08-15T02:13:00+00:00,2026-08-15T02:13:00+00:00,0.0,0.32,0.32,nominal,N,True
