Data supplied by UK-AIR on 12/8/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Chepstow A48,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit
 
01-01-2026,01:00,20.290,R,ugm-3 (Ref.eq),5.75133,R,ugm-3,24.29575,R,ugm-3,33.11433,R,ugm-3,15.000,R,ugm-3 (BAM)
01-01-2026,02:00,17.392,R,ugm-3 (Ref.eq),4.19368,R,ugm-3,15.91726,R,ugm-3,22.34748,R,ugm-3,11.000,R,ugm-3 (BAM)
01-01-2026,03:00,7.730,R,ugm-3 (Ref.eq),1.64752,R,ugm-3,8.45979,R,ugm-3,10.98595,R,ugm-3,9.000,R,ugm-3 (BAM)
01-01-2026,04:00,8.696,R,ugm-3 (Ref.eq),2.23663,R,ugm-3,6.14804,R,ugm-3,9.57749,R,ugm-3,7.000,R,ugm-3 (BAM)
01-01-2026,05:00,9.662,R,ugm-3 (Ref.eq),2.09684,R,ugm-3,8.24032,R,ugm-3,11.45543,R,ugm-3,7.000,R,ugm-3 (BAM)
01-01-2026,06:00,10.628,R,ugm-3 (Ref.eq),4.70291,R,ugm-3,14.62002,R,ugm-3,21.83104,R,ugm-3,6.000,R,ugm-3 (BAM)
01-01-2026,07:00,14.493,R,ugm-3 (Ref.eq),2.87567,R,ugm-3,8.92408,R,ugm-3,13.33337,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,08:00,6.763,R,ugm-3 (Ref.eq),3.53467,R,ugm-3,9.65071,R,ugm-3,15.07046,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,09:00,11.594,R,ugm-3 (Ref.eq),10.33442,R,ugm-3,22.60492,R,ugm-3,38.45081,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,10:00,9.662,R,ugm-3 (Ref.eq),12.04185,R,ugm-3,24.96344,R,ugm-3,43.42734,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,11:00,7.730,R,ugm-3 (Ref.eq),19.62042,R,ugm-3,26.91123,R,ugm-3,56.99546,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,12:00,6.763,R,ugm-3 (Ref.eq),14.40828,R,ugm-3,16.68706,R,ugm-3,38.77945,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,13:00,8.696,R,ugm-3 (Ref.eq),15.30692,R,ugm-3,21.50636,R,ugm-3,44.97665,R,ugm-3,8.000,R,ugm-3 (BAM)
01-01-2026,14:00,13.527,R,ugm-3 (Ref.eq),13.03036,R,ugm-3,22.64962,R,ugm-3,42.62922,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,15:00,15.459,R,ugm-3 (Ref.eq),14.55805,R,ugm-3,25.09593,R,ugm-3,47.41797,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,16:00,13.527,R,ugm-3 (Ref.eq),15.57652,R,ugm-3,25.45919,R,ugm-3,49.34285,R,ugm-3,6.000,R,ugm-3 (BAM)
01-01-2026,17:00,7.730,R,ugm-3 (Ref.eq),23.24496,R,ugm-3,28.25511,R,ugm-3,63.89688,R,ugm-3,6.000,R,ugm-3 (BAM)
01-01-2026,18:00,11.594,R,ugm-3 (Ref.eq),16.56503,R,ugm-3,34.69470,R,ugm-3,60.09406,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,19:00,13.527,R,ugm-3 (Ref.eq),17.70331,R,ugm-3,35.34373,R,ugm-3,62.48843,R,ugm-3,8.000,R,ugm-3 (BAM)
01-01-2026,20:00,12.561,R,ugm-3 (Ref.eq),19.50060,R,ugm-3,38.12785,R,ugm-3,68.02835,R,ugm-3,10.000,R,ugm-3 (BAM)
01-01-2026,21:00,18.358,R,ugm-3 (Ref.eq),9.02639,R,ugm-3,29.91571,R,ugm-3,43.75598,R,ugm-3,19.000,R,ugm-3 (BAM)
01-01-2026,22:00,14.493,R,ugm-3 (Ref.eq),9.73532,R,ugm-3,23.75826,R,ugm-3,38.68555,R,ugm-3,8.000,R,ugm-3 (BAM)
01-01-2026,23:00,8.696,R,ugm-3 (Ref.eq),6.67993,R,ugm-3,22.62152,R,ugm-3,32.86394,R,ugm-3,7.000,R,ugm-3 (BAM)
01-01-2026,24:00,4.831,R,ugm-3 (Ref.eq),3.86417,R,ugm-3,11.77459,R,ugm-3,17.69958,R,ugm-3,5.000,R,ugm-3 (BAM)
02-01-2026,01:00,8.696,R,ugm-3 (Ref.eq),,,,,,,,,,5.000,R,ugm-3 (BAM)
02-01-2026,02:00,12.561,R,ugm-3 (Ref.eq),7.15025,R,ugm-3,17.53322,R,ugm-3,28.49678,R,ugm-3,4.000,R,ugm-3 (BAM)
