Data supplied by UK-AIR on 17/3/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Wrexham,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
01-01-2025,19:00,5.125,R,ugm-3 (FIDAS),1.83179,R,ugm-3,9.07535,R,ugm-3,11.88405,R,ugm-3,2.524,R,ugm-3 (Ref.eq),0.12735,R,ugm-3
01-01-2025,20:00,3.550,R,ugm-3 (FIDAS),0.96977,R,ugm-3,5.50043,R,ugm-3,6.98738,R,ugm-3,2.217,R,ugm-3 (Ref.eq),0.38206,R,ugm-3
01-01-2025,21:00,2.475,R,ugm-3 (FIDAS),2.26279,R,ugm-3,9.95501,R,ugm-3,13.42458,R,ugm-3,1.792,R,ugm-3 (Ref.eq),0.44573,R,ugm-3
01-01-2025,22:00,3.100,R,ugm-3 (FIDAS),1.93954,R,ugm-3,16.17261,R,ugm-3,19.14653,R,ugm-3,2.571,R,ugm-3 (Ref.eq),0.89147,R,ugm-3
01-01-2025,23:00,6.250,R,ugm-3 (FIDAS),1.36486,R,ugm-3,15.56827,R,ugm-3,17.66102,R,ugm-3,4.953,R,ugm-3 (Ref.eq),0.63676,R,ugm-3
01-01-2025,24:00,5.525,R,ugm-3 (FIDAS),1.07752,R,ugm-3,8.91143,R,ugm-3,10.56360,R,ugm-3,3.184,R,ugm-3 (Ref.eq),0.89147,R,ugm-3
02-01-2025,01:00,6.900,R,ugm-3 (FIDAS),1.19873,R,ugm-3,9.90867,R,ugm-3,11.74669,R,ugm-3,3.255,R,ugm-3 (Ref.eq),0.84850,R,ugm-3
02-01-2025,02:00,7.975,R,ugm-3 (FIDAS),1.29463,R,ugm-3,12.03755,R,ugm-3,14.02261,R,ugm-3,3.561,R,ugm-3 (Ref.eq),0.50910,R,ugm-3
02-01-2025,03:00,6.300,R,ugm-3 (FIDAS),1.11482,R,ugm-3,11.23035,R,ugm-3,12.93971,R,ugm-3,3.208,R,ugm-3 (Ref.eq),0.25455,R,ugm-3
02-01-2025,04:00,6.625,R,ugm-3 (FIDAS),0.82712,R,ugm-3,8.42278,R,ugm-3,9.69102,R,ugm-3,3.042,R,ugm-3 (Ref.eq),0.12728,R,ugm-3
02-01-2025,05:00,5.425,R,ugm-3 (FIDAS),1.40251,R,ugm-3,16.24043,R,ugm-3,18.39091,R,ugm-3,2.759,R,ugm-3 (Ref.eq),0.25455,R,ugm-3
02-01-2025,06:00,5.550,R,ugm-3 (FIDAS),4.24349,R,ugm-3,25.04428,R,ugm-3,31.55088,R,ugm-3,2.783,R,ugm-3 (Ref.eq),0.38183,R,ugm-3
02-01-2025,07:00,5.300,R,ugm-3 (FIDAS),4.20753,R,ugm-3,25.37473,R,ugm-3,31.82619,R,ugm-3,2.665,R,ugm-3 (Ref.eq),0.19091,R,ugm-3
02-01-2025,08:00,6.075,R,ugm-3 (FIDAS),9.63776,R,ugm-3,38.02734,R,ugm-3,52.80504,R,ugm-3,2.783,R,ugm-3 (Ref.eq),0.31819,R,ugm-3
02-01-2025,09:00,6.450,R,ugm-3 (FIDAS),23.48306,R,ugm-3,51.92813,R,ugm-3,87.93499,R,ugm-3,3.538,R,ugm-3 (Ref.eq),1.14548,R,ugm-3
02-01-2025,10:00,6.625,R,ugm-3 (FIDAS),74.58479,R,ugm-3,78.96308,R,ugm-3,193.32482,R,ugm-3,3.774,R,ugm-3 (Ref.eq),2.73642,R,ugm-3
02-01-2025,11:00,6.150,R,ugm-3 (FIDAS),37.72394,R,ugm-3,46.50109,R,ugm-3,104.34364,R,ugm-3,3.844,R,ugm-3 (Ref.eq),2.03640,R,ugm-3
02-01-2025,12:00,7.000,R,ugm-3 (FIDAS),11.04028,R,ugm-3,23.15740,R,ugm-3,40.08558,R,ugm-3,3.349,R,ugm-3 (Ref.eq),0.84850,R,ugm-3
02-01-2025,13:00,5.775,R,ugm-3 (FIDAS),2.58925,R,ugm-3,12.27334,R,ugm-3,16.24347,R,ugm-3,2.807,R,ugm-3 (Ref.eq),0.63638,R,ugm-3
02-01-2025,14:00,5.925,R,ugm-3 (FIDAS),2.66117,R,ugm-3,12.71369,R,ugm-3,16.79410,R,ugm-3,2.689,R,ugm-3 (Ref.eq),0.25455,R,ugm-3
02-01-2025,15:00,6.175,R,ugm-3 (FIDAS),1.24668,R,ugm-3,9.32123,R,ugm-3,11.23277,R,ugm-3,3.090,R,ugm-3 (Ref.eq),,,
02-01-2025,16:00,7.275,R,ugm-3 (FIDAS),3.16464,R,ugm-3,21.96311,R,ugm-3,26.81549,R,ugm-3,4.387,R,ugm-3 (Ref.eq),,,
02-01-2025,17:00,9.675,R,ugm-3 (FIDAS),2.12175,R,ugm-3,35.40065,R,ugm-3,38.65395,R,ugm-3,6.132,R,ugm-3 (Ref.eq),,,
02-01-2025,18:00,8.925,R,ugm-3 (FIDAS),5.71793,R,ugm-3,40.34848,R,ugm-3,49.11585,R,ugm-3,5.967,R,ugm-3 (Ref.eq),1.14548,R,ugm-3
02-01-2025,19:00,10.725,R,ugm-3 (FIDAS),5.39427,R,ugm-3,38.20174,R,ugm-3,46.47284,R,ugm-3,7.901,R,ugm-3 (Ref.eq),0.82729,R,ugm-3
02-01-2025,20:00,13.125,R,ugm-3 (FIDAS),13.48568,R,ugm-3,51.17896,R,ugm-3,71.85670,R,ugm-3,10.637,R,ugm-3 (Ref.eq),1.20912,R,ugm-3
02-01-2025,21:00,13.950,R,ugm-3 (FIDAS),20.35438,R,ugm-3,50.61342,R,ugm-3,81.82304,R,ugm-3,10.943,R,ugm-3 (Ref.eq),1.52730,R,ugm-3
02-01-2025,22:00,10.800,R,ugm-3 (FIDAS),6.14947,R,ugm-3,39.41148,R,ugm-3,48.84053,R,ugm-3,8.137,R,ugm-3 (Ref.eq),1.14548,R,ugm-3
02-01-2025,23:00,8.575,R,ugm-3 (FIDAS),1.51040,R,ugm-3,13.81744,R,ugm-3,16.13335,R,ugm-3,5.802,R,ugm-3 (Ref.eq),0.95456,R,ugm-3
02-01-2025,24:00,7.300,R,ugm-3 (FIDAS),0.64731,R,ugm-3,5.11942,R,ugm-3,6.11195,R,ugm-3,4.481,R,ugm-3 (Ref.eq),1.14548,R,ugm-3
03-01-2025,01:00,5.275,R,ugm-3 (FIDAS),0.76692,R,ugm-3,5.50789,R,ugm-3,6.68382,R,ugm-3,2.877,R,ugm-3 (Ref.eq),1.01884,R,ugm-3
03-01-2025,02:00,5.000,R,ugm-3 (FIDAS),0.52726,R,ugm-3,2.42329,R,ugm-3,3.23174,R,ugm-3,2.524,R,ugm-3 (Ref.eq),1.01884,R,ugm-3
03-01-2025,03:00,3.675,R,ugm-3 (FIDAS),0.32355,R,ugm-3,3.08452,R,ugm-3,3.58062,R,ugm-3,1.887,R,ugm-3 (Ref.eq),0.31839,R,ugm-3
03-01-2025,04:00,2.525,R,ugm-3 (FIDAS),0.17975,R,ugm-3,1.48716,R,ugm-3,1.76277,R,ugm-3,1.604,R,ugm-3 (Ref.eq),0.38207,R,ugm-3
03-01-2025,05:00,4.200,R,ugm-3 (FIDAS),0.32355,R,ugm-3,1.59719,R,ugm-3,2.09329,R,ugm-3,2.005,R,ugm-3 (Ref.eq),0.38207,R,ugm-3
03-01-2025,06:00,4.100,R,ugm-3 (FIDAS),0.64709,R,ugm-3,2.53334,R,ugm-3,3.52553,R,ugm-3,2.123,R,ugm-3 (Ref.eq),0.63678,R,ugm-3
03-01-2025,07:00,4.300,R,ugm-3 (FIDAS),1.15038,R,ugm-3,3.02863,R,ugm-3,4.79252,R,ugm-3,2.005,R,ugm-3 (Ref.eq),0.70045,R,ugm-3
03-01-2025,08:00,4.275,R,ugm-3 (FIDAS),0.17975,R,ugm-3,5.61864,R,ugm-3,5.89425,R,ugm-3,2.099,R,ugm-3 (Ref.eq),0.57310,R,ugm-3
03-01-2025,09:00,4.075,R,ugm-3 (FIDAS),0.35949,R,ugm-3,6.77528,R,ugm-3,7.32650,R,ugm-3,1.958,R,ugm-3 (Ref.eq),0.50942,R,ugm-3
03-01-2025,10:00,3.825,R,ugm-3 (FIDAS),0.47933,R,ugm-3,4.03920,R,ugm-3,4.77416,R,ugm-3,1.910,R,ugm-3 (Ref.eq),0.63678,R,ugm-3
03-01-2025,11:00,3.350,R,ugm-3 (FIDAS),0.82684,R,ugm-3,2.86369,R,ugm-3,4.13148,R,ugm-3,1.840,R,ugm-3 (Ref.eq),0.57310,R,ugm-3
03-01-2025,12:00,3.775,R,ugm-3 (FIDAS),1.43798,R,ugm-3,2.58766,R,ugm-3,4.79252,R,ugm-3,2.005,R,ugm-3 (Ref.eq),0.82781,R,ugm-3
03-01-2025,13:00,4.250,R,ugm-3 (FIDAS),1.33013,R,ugm-3,5.12174,R,ugm-3,7.16124,R,ugm-3,2.193,R,ugm-3 (Ref.eq),0.31839,R,ugm-3
03-01-2025,14:00,4.425,R,ugm-3 (FIDAS),2.01317,R,ugm-3,7.87539,R,ugm-3,10.96220,R,ugm-3,2.359,R,ugm-3 (Ref.eq),0.70045,R,ugm-3
03-01-2025,15:00,4.950,R,ugm-3 (FIDAS),2.94785,R,ugm-3,12.17122,R,ugm-3,16.69119,R,ugm-3,2.476,R,ugm-3 (Ref.eq),1.01884,R,ugm-3
03-01-2025,16:00,4.025,R,ugm-3 (FIDAS),8.34025,R,ugm-3,22.90779,R,ugm-3,35.69600,R,ugm-3,2.311,R,ugm-3 (Ref.eq),0.82781,R,ugm-3
03-01-2025,17:00,5.775,R,ugm-3 (FIDAS),2.04911,R,ugm-3,19.93928,R,ugm-3,23.08121,R,ugm-3,3.585,R,ugm-3 (Ref.eq),1.01884,R,ugm-3
03-01-2025,18:00,6.375,R,ugm-3 (FIDAS),0.93468,R,ugm-3,10.46551,R,ugm-3,11.89867,R,ugm-3,4.316,R,ugm-3 (Ref.eq),2.29238,R,ugm-3
03-01-2025,19:00,5.025,R,ugm-3 (FIDAS),0.93468,R,ugm-3,10.79602,R,ugm-3,12.22919,R,ugm-3,3.019,R,ugm-3 (Ref.eq),0.44574,R,ugm-3
03-01-2025,20:00,4.225,R,ugm-3 (FIDAS),0.25165,R,ugm-3,8.09746,R,ugm-3,8.48331,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.70045,R,ugm-3
03-01-2025,21:00,4.750,R,ugm-3 (FIDAS),0.25165,R,ugm-3,4.07615,R,ugm-3,4.46200,R,ugm-3,3.231,R,ugm-3 (Ref.eq),0.57310,R,ugm-3
03-01-2025,22:00,4.200,R,ugm-3 (FIDAS),1.25823,R,ugm-3,4.79129,R,ugm-3,6.72054,R,ugm-3,2.736,R,ugm-3 (Ref.eq),1.91032,R,ugm-3
03-01-2025,23:00,4.475,R,ugm-3 (FIDAS),3.16354,R,ugm-3,16.35757,R,ugm-3,21.20827,R,ugm-3,2.759,R,ugm-3 (Ref.eq),1.46458,R,ugm-3
03-01-2025,24:00,5.825,R,ugm-3 (FIDAS),1.29418,R,ugm-3,17.68148,R,ugm-3,19.66585,R,ugm-3,4.104,R,ugm-3 (Ref.eq),2.41974,R,ugm-3
04-01-2025,01:00,3.525,R,ugm-3 (FIDAS),0.71874,R,ugm-3,6.53990,R,ugm-3,7.64195,R,ugm-3,2.807,R,ugm-3 (Ref.eq),1.69912,R,ugm-3
04-01-2025,02:00,4.775,R,ugm-3 (FIDAS),0.86249,R,ugm-3,8.67086,R,ugm-3,9.99332,R,ugm-3,3.420,R,ugm-3 (Ref.eq),0.93452,R,ugm-3
04-01-2025,03:00,5.375,R,ugm-3 (FIDAS),1.18592,R,ugm-3,7.21970,R,ugm-3,9.03808,R,ugm-3,4.292,R,ugm-3 (Ref.eq),1.01947,R,ugm-3
04-01-2025,04:00,4.275,R,ugm-3 (FIDAS),0.79061,R,ugm-3,6.61340,R,ugm-3,7.82565,R,ugm-3,2.547,R,ugm-3 (Ref.eq),0.70089,R,ugm-3
04-01-2025,05:00,3.625,R,ugm-3 (FIDAS),1.68904,R,ugm-3,7.38513,R,ugm-3,9.97495,R,ugm-3,2.665,R,ugm-3 (Ref.eq),1.01947,R,ugm-3
04-01-2025,06:00,4.100,R,ugm-3 (FIDAS),1.68904,R,ugm-3,9.25888,R,ugm-3,11.84870,R,ugm-3,2.877,R,ugm-3 (Ref.eq),0.50974,R,ugm-3
04-01-2025,07:00,3.775,R,ugm-3 (FIDAS),5.17492,R,ugm-3,14.49511,R,ugm-3,22.42987,R,ugm-3,2.783,R,ugm-3 (Ref.eq),0.70089,R,ugm-3
04-01-2025,08:00,4.425,R,ugm-3 (FIDAS),8.48111,R,ugm-3,21.49482,R,ugm-3,34.49901,R,ugm-3,2.901,R,ugm-3 (Ref.eq),0.50974,R,ugm-3
04-01-2025,09:00,6.150,R,ugm-3 (FIDAS),6.21709,R,ugm-3,27.06046,R,ugm-3,36.59320,R,ugm-3,4.458,R,ugm-3 (Ref.eq),0.82832,R,ugm-3
04-01-2025,10:00,7.000,R,ugm-3 (FIDAS),18.25596,R,ugm-3,32.51896,R,ugm-3,60.51104,R,ugm-3,4.835,R,ugm-3 (Ref.eq),1.40178,R,ugm-3
04-01-2025,11:00,6.175,R,ugm-3 (FIDAS),23.89805,R,ugm-3,27.28470,R,ugm-3,63.92787,R,ugm-3,3.609,R,ugm-3 (Ref.eq),1.52921,R,ugm-3
04-01-2025,12:00,8.800,R,ugm-3 (FIDAS),27.81518,R,ugm-3,30.20639,R,ugm-3,72.85573,R,ugm-3,6.038,R,ugm-3 (Ref.eq),2.16638,R,ugm-3
04-01-2025,13:00,10.900,R,ugm-3 (FIDAS),24.97616,R,ugm-3,32.96129,R,ugm-3,71.25753,R,ugm-3,7.759,R,ugm-3 (Ref.eq),1.91151,R,ugm-3
04-01-2025,14:00,10.000,R,ugm-3 (FIDAS),29.68390,R,ugm-3,34.00940,R,ugm-3,79.52407,R,ugm-3,7.146,R,ugm-3 (Ref.eq),2.03895,R,ugm-3
04-01-2025,15:00,11.675,R,ugm-3 (FIDAS),25.55115,R,ugm-3,32.07965,R,ugm-3,71.25753,R,ugm-3,8.868,R,ugm-3 (Ref.eq),2.54869,R,ugm-3
04-01-2025,16:00,13.900,R,ugm-3 (FIDAS),31.62449,R,ugm-3,36.59999,R,ugm-3,85.09020,R,ugm-3,10.071,R,ugm-3 (Ref.eq),2.54869,R,ugm-3
04-01-2025,17:00,17.150,R,ugm-3 (FIDAS),30.47451,R,ugm-3,36.26909,R,ugm-3,82.99601,R,ugm-3,13.679,R,ugm-3 (Ref.eq),2.67612,R,ugm-3
04-01-2025,18:00,18.825,R,ugm-3 (FIDAS),26.70113,R,ugm-3,34.22920,R,ugm-3,75.17036,R,ugm-3,15.613,R,ugm-3 (Ref.eq),2.73984,R,ugm-3
04-01-2025,19:00,30.375,R,ugm-3 (FIDAS),28.39017,R,ugm-3,37.48106,R,ugm-3,81.01205,R,ugm-3,25.660,R,ugm-3 (Ref.eq),2.61240,R,ugm-3
04-01-2025,20:00,21.950,R,ugm-3 (FIDAS),10.99670,R,ugm-3,31.91119,R,ugm-3,48.77256,R,ugm-3,18.184,R,ugm-3 (Ref.eq),2.54869,R,ugm-3
04-01-2025,21:00,15.775,R,ugm-3 (FIDAS),8.55299,R,ugm-3,26.56497,R,ugm-3,39.67937,R,ugm-3,12.712,R,ugm-3 (Ref.eq),2.23010,R,ugm-3
04-01-2025,22:00,14.825,R,ugm-3 (FIDAS),2.76714,R,ugm-3,21.05270,R,ugm-3,25.29560,R,ugm-3,12.712,R,ugm-3 (Ref.eq),1.72036,R,ugm-3
04-01-2025,23:00,16.675,R,ugm-3 (FIDAS),2.55152,R,ugm-3,22.20997,R,ugm-3,26.12225,R,ugm-3,15.189,R,ugm-3 (Ref.eq),1.65664,R,ugm-3
04-01-2025,24:00,14.125,R,ugm-3 (FIDAS),2.19215,R,ugm-3,16.64376,R,ugm-3,20.00502,R,ugm-3,13.137,R,ugm-3 (Ref.eq),0.89204,R,ugm-3
05-01-2025,01:00,9.900,R,ugm-3 (FIDAS),1.48488,R,ugm-3,12.13158,R,ugm-3,14.40836,R,ugm-3,9.033,R,ugm-3 (Ref.eq),1.02011,R,ugm-3
05-01-2025,02:00,5.625,R,ugm-3 (FIDAS),1.00589,R,ugm-3,7.35262,R,ugm-3,8.89496,R,ugm-3,5.142,R,ugm-3 (Ref.eq),1.19013,R,ugm-3
05-01-2025,03:00,4.475,R,ugm-3 (FIDAS),0.25147,R,ugm-3,5.73430,R,ugm-3,6.11988,R,ugm-3,4.127,R,ugm-3 (Ref.eq),0.57381,R,ugm-3
05-01-2025,04:00,2.675,R,ugm-3 (FIDAS),0.82626,R,ugm-3,4.46702,R,ugm-3,5.73394,R,ugm-3,2.382,R,ugm-3 (Ref.eq),1.59392,R,ugm-3
05-01-2025,05:00,1.700,R,ugm-3 (FIDAS),0.46702,R,ugm-3,5.62433,R,ugm-3,6.34042,R,ugm-3,1.533,R,ugm-3 (Ref.eq),0.89260,R,ugm-3
05-01-2025,06:00,1.650,R,ugm-3 (FIDAS),1.68845,R,ugm-3,6.56333,R,ugm-3,9.15225,R,ugm-3,1.462,R,ugm-3 (Ref.eq),1.40265,R,ugm-3
05-01-2025,07:00,2.075,R,ugm-3 (FIDAS),1.29328,R,ugm-3,7.94113,R,ugm-3,9.92413,R,ugm-3,1.816,R,ugm-3 (Ref.eq),1.14762,R,ugm-3
05-01-2025,08:00,2.225,R,ugm-3 (FIDAS),1.93992,R,ugm-3,10.75387,R,ugm-3,13.72838,R,ugm-3,2.052,R,ugm-3 (Ref.eq),1.08387,R,ugm-3
05-01-2025,09:00,1.850,R,ugm-3 (FIDAS),2.51471,R,ugm-3,11.41629,R,ugm-3,15.27213,R,ugm-3,1.344,R,ugm-3 (Ref.eq),0.82884,R,ugm-3
05-01-2025,10:00,2.475,R,ugm-3 (FIDAS),3.48467,R,ugm-3,11.91387,R,ugm-3,17.25696,R,ugm-3,1.981,R,ugm-3 (Ref.eq),1.46641,R,ugm-3
05-01-2025,11:00,3.525,R,ugm-3 (FIDAS),6.03531,R,ugm-3,15.72171,R,ugm-3,24.97572,R,ugm-3,3.113,R,ugm-3 (Ref.eq),1.46641,R,ugm-3
05-01-2025,12:00,6.075,R,ugm-3 (FIDAS),7.50822,R,ugm-3,22.06420,R,ugm-3,33.57663,R,ugm-3,5.189,R,ugm-3 (Ref.eq),1.33889,R,ugm-3
05-01-2025,13:00,7.125,R,ugm-3 (FIDAS),10.99289,R,ugm-3,23.44746,R,ugm-3,40.30299,R,ugm-3,5.991,R,ugm-3 (Ref.eq),1.97646,R,ugm-3
05-01-2025,14:00,7.550,R,ugm-3 (FIDAS),19.50699,R,ugm-3,34.54140,R,ugm-3,64.45170,R,ugm-3,6.486,R,ugm-3 (Ref.eq),2.23149,R,ugm-3
05-01-2025,15:00,6.225,R,ugm-3 (FIDAS),4.41871,R,ugm-3,17.81452,R,ugm-3,24.58979,R,ugm-3,5.425,R,ugm-3 (Ref.eq),1.84895,R,ugm-3
05-01-2025,16:00,6.750,R,ugm-3 (FIDAS),40.01987,R,ugm-3,49.67703,R,ugm-3,111.03997,R,ugm-3,6.203,R,ugm-3 (Ref.eq),2.29525,R,ugm-3
05-01-2025,17:00,10.800,R,ugm-3 (FIDAS),27.76962,R,ugm-3,52.03053,R,ugm-3,94.61003,R,ugm-3,9.882,R,ugm-3 (Ref.eq),3.06033,R,ugm-3
05-01-2025,18:00,9.725,R,ugm-3 (FIDAS),10.56180,R,ugm-3,47.92637,R,ugm-3,64.12090,R,ugm-3,8.915,R,ugm-3 (Ref.eq),2.35901,R,ugm-3
05-01-2025,19:00,8.050,R,ugm-3 (FIDAS),6.71788,R,ugm-3,36.17740,R,ugm-3,46.47800,R,ugm-3,7.453,R,ugm-3 (Ref.eq),1.97646,R,ugm-3
05-01-2025,20:00,7.700,R,ugm-3 (FIDAS),8.44225,R,ugm-3,44.78074,R,ugm-3,57.72535,R,ugm-3,7.052,R,ugm-3 (Ref.eq),1.65768,R,ugm-3
05-01-2025,21:00,7.275,R,ugm-3 (FIDAS),11.49583,R,ugm-3,51.29086,R,ugm-3,68.91756,R,ugm-3,6.557,R,ugm-3 (Ref.eq),2.42276,R,ugm-3
05-01-2025,22:00,4.425,R,ugm-3 (FIDAS),2.40694,R,ugm-3,37.65995,R,ugm-3,41.35054,R,ugm-3,3.892,R,ugm-3 (Ref.eq),2.61403,R,ugm-3
05-01-2025,23:00,3.000,R,ugm-3 (FIDAS),5.53237,R,ugm-3,33.25363,R,ugm-3,41.73647,R,ugm-3,2.618,R,ugm-3 (Ref.eq),2.35901,R,ugm-3
05-01-2025,24:00,2.500,R,ugm-3 (FIDAS),8.04708,R,ugm-3,26.40217,R,ugm-3,38.74086,R,ugm-3,2.288,R,ugm-3 (Ref.eq),2.29525,R,ugm-3
06-01-2025,01:00,2.000,R,ugm-3 (FIDAS),0.33518,R,ugm-3,7.28171,R,ugm-3,7.79565,R,ugm-3,1.698,R,ugm-3 (Ref.eq),1.36099,R,ugm-3
06-01-2025,02:00,0.775,R,ugm-3 (FIDAS),1.05342,R,ugm-3,5.88625,R,ugm-3,7.50147,R,ugm-3,0.660,R,ugm-3 (Ref.eq),1.10581,R,ugm-3
06-01-2025,03:00,0.200,R,ugm-3 (FIDAS),0.50277,R,ugm-3,3.53141,R,ugm-3,4.30231,R,ugm-3,0.142,R,ugm-3 (Ref.eq),0.57417,R,ugm-3
06-01-2025,04:00,0.100,R,ugm-3 (FIDAS),0.52671,R,ugm-3,2.28123,R,ugm-3,3.08884,R,ugm-3,0.094,R,ugm-3 (Ref.eq),0.82936,R,ugm-3
06-01-2025,05:00,0.225,R,ugm-3 (FIDAS),0.75415,R,ugm-3,2.20828,R,ugm-3,3.36463,R,ugm-3,0.118,R,ugm-3 (Ref.eq),0.76556,R,ugm-3
06-01-2025,06:00,0.450,R,ugm-3 (FIDAS),0.71824,R,ugm-3,2.75976,R,ugm-3,3.86105,R,ugm-3,0.307,R,ugm-3 (Ref.eq),0.89315,R,ugm-3
06-01-2025,07:00,1.275,R,ugm-3 (FIDAS),1.47239,R,ugm-3,5.51962,R,ugm-3,7.77726,R,ugm-3,0.613,R,ugm-3 (Ref.eq),0.76556,R,ugm-3
06-01-2025,08:00,2.975,R,ugm-3 (FIDAS),3.87850,R,ugm-3,8.66988,R,ugm-3,14.61683,R,ugm-3,1.250,R,ugm-3 (Ref.eq),1.08454,R,ugm-3
06-01-2025,09:00,4.050,R,ugm-3 (FIDAS),3.37573,R,ugm-3,13.13636,R,ugm-3,18.31241,R,ugm-3,1.863,R,ugm-3 (Ref.eq),1.21214,R,ugm-3
06-01-2025,10:00,4.925,R,ugm-3 (FIDAS),3.30391,R,ugm-3,9.05449,R,ugm-3,14.12041,R,ugm-3,2.052,R,ugm-3 (Ref.eq),1.14834,R,ugm-3
06-01-2025,11:00,4.875,R,ugm-3 (FIDAS),5.99731,R,ugm-3,13.36382,R,ugm-3,22.55957,R,ugm-3,2.429,R,ugm-3 (Ref.eq),,,
06-01-2025,12:00,5.125,R,ugm-3 (FIDAS),6.64373,R,ugm-3,15.24087,R,ugm-3,25.42777,R,ugm-3,2.406,R,ugm-3 (Ref.eq),1.02075,R,ugm-3
06-01-2025,13:00,6.925,R,ugm-3 (FIDAS),2.44202,R,ugm-3,7.34235,R,ugm-3,11.08673,R,ugm-3,3.042,R,ugm-3 (Ref.eq),0.82936,R,ugm-3
