Data supplied by UK-AIR on 17/3/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Narberth,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
01-01-2025,17:00,15.800,R,ugm-3 (FIDAS),0.13689,R,ugm-3,1.29602,R,ugm-3,1.50590,R,ugm-3,63.76262,R,ugm-3,7.288,R,ugm-3 (Ref.eq),0.47731,R,ugm-3
01-01-2025,18:00,11.275,R,ugm-3 (FIDAS),0.27377,R,ugm-3,1.88928,R,ugm-3,2.30906,R,ugm-3,57.67573,R,ugm-3,4.835,R,ugm-3 (Ref.eq),0.47731,R,ugm-3
01-01-2025,19:00,8.975,R,ugm-3 (FIDAS),0.10267,R,ugm-3,2.10144,R,ugm-3,2.25886,R,ugm-3,52.03788,R,ugm-3,3.939,R,ugm-3 (Ref.eq),0.54549,R,ugm-3
01-01-2025,20:00,9.600,R,ugm-3 (FIDAS),0.34222,R,ugm-3,1.98512,R,ugm-3,2.50984,R,ugm-3,49.59315,R,ugm-3,5.071,R,ugm-3 (Ref.eq),0.20456,R,ugm-3
01-01-2025,21:00,8.550,R,ugm-3 (FIDAS),0.41066,R,ugm-3,2.13115,R,ugm-3,2.76083,R,ugm-3,47.29809,R,ugm-3,5.165,R,ugm-3 (Ref.eq),0.06819,R,ugm-3
01-01-2025,22:00,9.625,R,ugm-3 (FIDAS),0.27377,R,ugm-3,1.23671,R,ugm-3,1.65650,R,ugm-3,50.64089,R,ugm-3,3.892,R,ugm-3 (Ref.eq),0.20456,R,ugm-3
01-01-2025,23:00,8.550,R,ugm-3 (FIDAS),0.23955,R,ugm-3,1.08840,R,ugm-3,1.45571,R,ugm-3,47.24820,R,ugm-3,3.538,R,ugm-3 (Ref.eq),0.13637,R,ugm-3
01-01-2025,24:00,6.525,R,ugm-3 (FIDAS),0.37644,R,ugm-3,0.72792,R,ugm-3,1.30512,R,ugm-3,52.78627,R,ugm-3,2.925,R,ugm-3 (Ref.eq),0.34093,R,ugm-3
02-01-2025,01:00,5.375,R,ugm-3 (FIDAS),0.36515,R,ugm-3,0.44410,R,ugm-3,1.00399,R,ugm-3,51.88820,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.81759,R,ugm-3
02-01-2025,02:00,6.575,R,ugm-3 (FIDAS),0.27387,R,ugm-3,0.71794,R,ugm-3,1.13786,R,ugm-3,52.81953,R,ugm-3,2.689,R,ugm-3 (Ref.eq),0.54506,R,ugm-3
02-01-2025,03:00,4.950,R,ugm-3 (FIDAS),0.44503,R,ugm-3,0.52242,R,ugm-3,1.20479,R,ugm-3,50.09207,R,ugm-3,2.146,R,ugm-3 (Ref.eq),0.61320,R,ugm-3
02-01-2025,04:00,2.775,R,ugm-3 (FIDAS),0.17117,R,ugm-3,0.39014,R,ugm-3,0.65259,R,ugm-3,54.98154,R,ugm-3,1.179,R,ugm-3 (Ref.eq),0.81759,R,ugm-3
02-01-2025,05:00,2.675,R,ugm-3 (FIDAS),0.34233,R,ugm-3,0.47909,R,ugm-3,1.00399,R,ugm-3,51.98799,R,ugm-3,1.226,R,ugm-3 (Ref.eq),0.61320,R,ugm-3
02-01-2025,06:00,2.400,R,ugm-3 (FIDAS),0.44503,R,ugm-3,0.62282,R,ugm-3,1.30519,R,ugm-3,48.94454,R,ugm-3,1.439,R,ugm-3 (Ref.eq),0.27253,R,ugm-3
02-01-2025,07:00,3.300,R,ugm-3 (FIDAS),0.41080,R,ugm-3,0.87611,R,ugm-3,1.50599,R,ugm-3,50.19186,R,ugm-3,2.571,R,ugm-3 (Ref.eq),0.06813,R,ugm-3
02-01-2025,08:00,2.975,R,ugm-3 (FIDAS),0.41080,R,ugm-3,0.92631,R,ugm-3,1.55618,R,ugm-3,52.08777,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.20440,R,ugm-3
02-01-2025,09:00,3.850,R,ugm-3 (FIDAS),0.20540,R,ugm-3,1.24125,R,ugm-3,1.55618,R,ugm-3,52.08777,R,ugm-3,2.359,R,ugm-3 (Ref.eq),0.27253,R,ugm-3
02-01-2025,10:00,3.925,R,ugm-3 (FIDAS),0.34233,R,ugm-3,1.23208,R,ugm-3,1.75698,R,ugm-3,48.24605,R,ugm-3,2.689,R,ugm-3 (Ref.eq),0.47693,R,ugm-3
02-01-2025,11:00,8.125,R,ugm-3 (FIDAS),0.37656,R,ugm-3,1.38039,R,ugm-3,1.95778,R,ugm-3,57.47616,R,ugm-3,2.995,R,ugm-3 (Ref.eq),0.61320,R,ugm-3
02-01-2025,12:00,5.200,R,ugm-3 (FIDAS),0.44503,R,ugm-3,1.12481,R,ugm-3,1.80718,R,ugm-3,60.96864,R,ugm-3,2.382,R,ugm-3 (Ref.eq),,,
02-01-2025,13:00,5.325,R,ugm-3 (FIDAS),0.47926,R,ugm-3,1.12252,R,ugm-3,1.85738,R,ugm-3,62.61509,R,ugm-3,2.311,R,ugm-3 (Ref.eq),,,
02-01-2025,14:00,4.700,R,ugm-3 (FIDAS),0.51350,R,ugm-3,0.66844,R,ugm-3,1.45579,R,ugm-3,66.00778,R,ugm-3,2.099,R,ugm-3 (Ref.eq),0.20440,R,ugm-3
02-01-2025,15:00,6.000,R,ugm-3 (FIDAS),0.37656,R,ugm-3,0.82820,R,ugm-3,1.40559,R,ugm-3,63.96219,R,ugm-3,2.665,R,ugm-3 (Ref.eq),0.54506,R,ugm-3
02-01-2025,16:00,5.700,R,ugm-3 (FIDAS),0.27387,R,ugm-3,1.23667,R,ugm-3,1.65659,R,ugm-3,59.87100,R,ugm-3,2.241,R,ugm-3 (Ref.eq),0.40880,R,ugm-3
02-01-2025,17:00,1.650,R,ugm-3 (FIDAS),0.23963,R,ugm-3,0.78716,R,ugm-3,1.15459,R,ugm-3,70.69767,R,ugm-3,1.061,R,ugm-3 (Ref.eq),0.40880,R,ugm-3
02-01-2025,18:00,1.225,R,ugm-3 (FIDAS),0.41080,R,ugm-3,0.52471,R,ugm-3,1.15459,R,ugm-3,69.15101,R,ugm-3,0.825,R,ugm-3 (Ref.eq),0.27253,R,ugm-3
02-01-2025,19:00,2.500,R,ugm-3 (FIDAS),0.27387,R,ugm-3,1.93946,R,ugm-3,2.35938,R,ugm-3,70.84735,R,ugm-3,1.439,R,ugm-3 (Ref.eq),0.27253,R,ugm-3
02-01-2025,20:00,2.925,R,ugm-3 (FIDAS),0.34233,R,ugm-3,1.73408,R,ugm-3,2.25898,R,ugm-3,64.76047,R,ugm-3,1.533,R,ugm-3 (Ref.eq),0.74946,R,ugm-3
02-01-2025,21:00,2.500,R,ugm-3 (FIDAS),0.20540,R,ugm-3,1.54244,R,ugm-3,1.85738,R,ugm-3,61.71702,R,ugm-3,1.627,R,ugm-3 (Ref.eq),0.81759,R,ugm-3
02-01-2025,22:00,1.950,R,ugm-3 (FIDAS),0.17117,R,ugm-3,0.89214,R,ugm-3,1.15459,R,ugm-3,65.00993,R,ugm-3,1.156,R,ugm-3 (Ref.eq),0.81759,R,ugm-3
02-01-2025,23:00,3.075,R,ugm-3 (FIDAS),0.37656,R,ugm-3,0.67760,R,ugm-3,1.25499,R,ugm-3,61.96649,R,ugm-3,1.344,R,ugm-3 (Ref.eq),0.74946,R,ugm-3
02-01-2025,24:00,5.750,R,ugm-3 (FIDAS),0.17117,R,ugm-3,0.94234,R,ugm-3,1.20479,R,ugm-3,58.27444,R,ugm-3,2.524,R,ugm-3 (Ref.eq),0.74946,R,ugm-3
03-01-2025,01:00,3.250,R,ugm-3 (FIDAS),0.22830,R,ugm-3,1.12255,R,ugm-3,1.47260,R,ugm-3,55.41394,R,ugm-3,1.840,R,ugm-3 (Ref.eq),0.36309,R,ugm-3
03-01-2025,02:00,3.250,R,ugm-3 (FIDAS),0.22830,R,ugm-3,0.78787,R,ugm-3,1.13792,R,ugm-3,48.89465,R,ugm-3,1.651,R,ugm-3 (Ref.eq),0.63541,R,ugm-3
03-01-2025,03:00,3.350,R,ugm-3 (FIDAS),0.30820,R,ugm-3,1.38491,R,ugm-3,1.85748,R,ugm-3,49.39358,R,ugm-3,1.887,R,ugm-3 (Ref.eq),0.27232,R,ugm-3
03-01-2025,04:00,4.850,R,ugm-3 (FIDAS),0.37669,R,ugm-3,1.02889,R,ugm-3,1.60647,R,ugm-3,52.33723,R,ugm-3,2.500,R,ugm-3 (Ref.eq),0.20424,R,ugm-3
03-01-2025,05:00,5.175,R,ugm-3 (FIDAS),0.20547,R,ugm-3,1.39183,R,ugm-3,1.70687,R,ugm-3,52.48691,R,ugm-3,2.689,R,ugm-3 (Ref.eq),0.47655,R,ugm-3
03-01-2025,06:00,5.325,R,ugm-3 (FIDAS),0.30820,R,ugm-3,1.18411,R,ugm-3,1.65667,R,ugm-3,55.68003,R,ugm-3,2.948,R,ugm-3 (Ref.eq),0.27232,R,ugm-3
03-01-2025,07:00,6.325,R,ugm-3 (FIDAS),0.20547,R,ugm-3,1.84365,R,ugm-3,2.15869,R,ugm-3,56.22885,R,ugm-3,3.090,R,ugm-3 (Ref.eq),0.40848,R,ugm-3
03-01-2025,08:00,5.100,R,ugm-3 (FIDAS),0.17122,R,ugm-3,1.64515,R,ugm-3,1.90768,R,ugm-3,56.82756,R,ugm-3,2.500,R,ugm-3 (Ref.eq),0.40848,R,ugm-3
03-01-2025,09:00,5.225,R,ugm-3 (FIDAS),0.37669,R,ugm-3,2.83617,R,ugm-3,3.41375,R,ugm-3,60.41982,R,ugm-3,2.193,R,ugm-3 (Ref.eq),0.40848,R,ugm-3
03-01-2025,10:00,5.150,R,ugm-3 (FIDAS),0.47942,R,ugm-3,2.47784,R,ugm-3,3.21294,R,ugm-3,62.36563,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.54463,R,ugm-3
03-01-2025,11:00,6.150,R,ugm-3 (FIDAS),0.68489,R,ugm-3,3.36765,R,ugm-3,4.41779,R,ugm-3,58.87315,R,ugm-3,2.571,R,ugm-3 (Ref.eq),0.68079,R,ugm-3
03-01-2025,12:00,9.650,R,ugm-3 (FIDAS),0.65064,R,ugm-3,2.61692,R,ugm-3,3.61456,R,ugm-3,58.22455,R,ugm-3,3.609,R,ugm-3 (Ref.eq),1.22542,R,ugm-3
03-01-2025,13:00,8.550,R,ugm-3 (FIDAS),0.54791,R,ugm-3,2.37282,R,ugm-3,3.21294,R,ugm-3,61.01853,R,ugm-3,2.783,R,ugm-3 (Ref.eq),0.81695,R,ugm-3
03-01-2025,14:00,8.925,R,ugm-3 (FIDAS),0.71913,R,ugm-3,2.61231,R,ugm-3,3.71496,R,ugm-3,58.27444,R,ugm-3,3.066,R,ugm-3 (Ref.eq),0.81695,R,ugm-3
03-01-2025,15:00,7.150,R,ugm-3 (FIDAS),0.41093,R,ugm-3,1.88002,R,ugm-3,2.51011,R,ugm-3,66.00778,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.34040,R,ugm-3
03-01-2025,16:00,4.200,R,ugm-3 (FIDAS),0.37669,R,ugm-3,2.08314,R,ugm-3,2.66071,R,ugm-3,62.46541,R,ugm-3,1.627,R,ugm-3 (Ref.eq),0.13616,R,ugm-3
03-01-2025,17:00,5.925,R,ugm-3 (FIDAS),0.34244,R,ugm-3,5.29838,R,ugm-3,5.82345,R,ugm-3,56.37853,R,ugm-3,2.854,R,ugm-3 (Ref.eq),0.09077,R,ugm-3
03-01-2025,18:00,5.475,R,ugm-3 (FIDAS),0.44518,R,ugm-3,7.80157,R,ugm-3,8.48417,R,ugm-3,56.97724,R,ugm-3,2.901,R,ugm-3 (Ref.eq),0.27232,R,ugm-3
03-01-2025,19:00,4.675,R,ugm-3 (FIDAS),0.20547,R,ugm-3,3.45012,R,ugm-3,3.76516,R,ugm-3,67.05552,R,ugm-3,2.264,R,ugm-3 (Ref.eq),0.06808,R,ugm-3
03-01-2025,20:00,5.900,R,ugm-3 (FIDAS),0.30820,R,ugm-3,1.98734,R,ugm-3,2.45991,R,ugm-3,73.19230,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.13616,R,ugm-3
03-01-2025,21:00,5.125,R,ugm-3 (FIDAS),0.37669,R,ugm-3,1.93253,R,ugm-3,2.51011,R,ugm-3,76.23574,R,ugm-3,2.264,R,ugm-3 (Ref.eq),0.27232,R,ugm-3
03-01-2025,22:00,4.350,R,ugm-3 (FIDAS),0.37669,R,ugm-3,0.87828,R,ugm-3,1.45586,R,ugm-3,78.97983,R,ugm-3,1.792,R,ugm-3 (Ref.eq),0.34040,R,ugm-3
03-01-2025,23:00,4.150,R,ugm-3 (FIDAS),0.27395,R,ugm-3,0.28277,R,ugm-3,0.70283,R,ugm-3,81.72392,R,ugm-3,1.297,R,ugm-3 (Ref.eq),0.61271,R,ugm-3
03-01-2025,24:00,3.800,R,ugm-3 (FIDAS),0.20547,R,ugm-3,1.04042,R,ugm-3,1.35546,R,ugm-3,74.53940,R,ugm-3,1.533,R,ugm-3 (Ref.eq),0.54463,R,ugm-3
04-01-2025,01:00,4.750,R,ugm-3 (FIDAS),0.22837,R,ugm-3,1.32333,R,ugm-3,1.67350,R,ugm-3,68.05337,R,ugm-3,2.146,R,ugm-3 (Ref.eq),0.00000,R,ugm-3
04-01-2025,02:00,4.725,R,ugm-3 (FIDAS),0.36539,R,ugm-3,1.11323,R,ugm-3,1.67350,R,ugm-3,67.45466,R,ugm-3,1.863,R,ugm-3 (Ref.eq),0.45350,R,ugm-3
04-01-2025,03:00,3.700,R,ugm-3 (FIDAS),0.30830,R,ugm-3,0.63179,R,ugm-3,1.10451,R,ugm-3,62.26584,R,ugm-3,1.533,R,ugm-3 (Ref.eq),0.34013,R,ugm-3
04-01-2025,04:00,4.975,R,ugm-3 (FIDAS),0.20553,R,ugm-3,2.09469,R,ugm-3,2.40983,R,ugm-3,64.06197,R,ugm-3,2.901,R,ugm-3 (Ref.eq),0.27210,R,ugm-3
04-01-2025,05:00,3.850,R,ugm-3 (FIDAS),0.34256,R,ugm-3,1.63356,R,ugm-3,2.15881,R,ugm-3,65.10971,R,ugm-3,2.335,R,ugm-3 (Ref.eq),0.40815,R,ugm-3
04-01-2025,06:00,3.700,R,ugm-3 (FIDAS),0.30830,R,ugm-3,1.43506,R,ugm-3,1.90778,R,ugm-3,59.82111,R,ugm-3,2.618,R,ugm-3 (Ref.eq),0.47618,R,ugm-3
04-01-2025,07:00,2.850,R,ugm-3 (FIDAS),0.23979,R,ugm-3,1.64052,R,ugm-3,2.00819,R,ugm-3,63.66283,R,ugm-3,1.816,R,ugm-3 (Ref.eq),0.40815,R,ugm-3
04-01-2025,08:00,4.925,R,ugm-3 (FIDAS),0.23979,R,ugm-3,2.94585,R,ugm-3,3.31352,R,ugm-3,55.58025,R,ugm-3,3.113,R,ugm-3 (Ref.eq),0.34013,R,ugm-3
04-01-2025,09:00,5.650,R,ugm-3 (FIDAS),0.30830,R,ugm-3,3.84489,R,ugm-3,4.31761,R,ugm-3,47.99659,R,ugm-3,4.340,R,ugm-3 (Ref.eq),0.40815,R,ugm-3
04-01-2025,10:00,5.925,R,ugm-3 (FIDAS),0.71937,R,ugm-3,4.92156,R,ugm-3,6.02458,R,ugm-3,50.09207,R,ugm-3,4.269,R,ugm-3 (Ref.eq),0.20408,R,ugm-3
04-01-2025,11:00,5.625,R,ugm-3 (FIDAS),0.61660,R,ugm-3,4.72770,R,ugm-3,5.67314,R,ugm-3,51.04003,R,ugm-3,3.892,R,ugm-3 (Ref.eq),0.20408,R,ugm-3
04-01-2025,12:00,6.025,R,ugm-3 (FIDAS),0.51384,R,ugm-3,6.09019,R,ugm-3,6.87806,R,ugm-3,55.43057,R,ugm-3,3.986,R,ugm-3 (Ref.eq),0.47618,R,ugm-3
04-01-2025,13:00,6.575,R,ugm-3 (FIDAS),0.61660,R,ugm-3,6.33426,R,ugm-3,7.27970,R,ugm-3,57.72562,R,ugm-3,4.528,R,ugm-3 (Ref.eq),0.27210,R,ugm-3
04-01-2025,14:00,6.050,R,ugm-3 (FIDAS),0.54809,R,ugm-3,7.14217,R,ugm-3,7.98257,R,ugm-3,57.47616,R,ugm-3,4.080,R,ugm-3 (Ref.eq),0.54421,R,ugm-3
04-01-2025,15:00,5.775,R,ugm-3 (FIDAS),0.54809,R,ugm-3,7.64422,R,ugm-3,8.48462,R,ugm-3,55.82971,R,ugm-3,4.198,R,ugm-3 (Ref.eq),0.68026,R,ugm-3
04-01-2025,16:00,5.475,R,ugm-3 (FIDAS),0.47958,R,ugm-3,6.44395,R,ugm-3,7.17929,R,ugm-3,63.56305,R,ugm-3,3.514,R,ugm-3 (Ref.eq),0.54421,R,ugm-3
04-01-2025,17:00,4.350,R,ugm-3 (FIDAS),0.23979,R,ugm-3,6.61080,R,ugm-3,6.97847,R,ugm-3,63.26369,R,ugm-3,3.278,R,ugm-3 (Ref.eq),,,
04-01-2025,18:00,3.875,R,ugm-3 (FIDAS),0.27405,R,ugm-3,7.06032,R,ugm-3,7.48052,R,ugm-3,58.82326,R,ugm-3,3.373,R,ugm-3 (Ref.eq),0.47618,R,ugm-3
04-01-2025,19:00,4.075,R,ugm-3 (FIDAS),0.30830,R,ugm-3,7.81108,R,ugm-3,8.28380,R,ugm-3,57.42627,R,ugm-3,3.774,R,ugm-3 (Ref.eq),0.74828,R,ugm-3
04-01-2025,20:00,3.225,R,ugm-3 (FIDAS),0.27405,R,ugm-3,5.90561,R,ugm-3,6.32581,R,ugm-3,65.45896,R,ugm-3,3.019,R,ugm-3 (Ref.eq),0.88433,R,ugm-3
04-01-2025,21:00,2.325,R,ugm-3 (FIDAS),0.20553,R,ugm-3,4.05267,R,ugm-3,4.36782,R,ugm-3,73.74112,R,ugm-3,2.052,R,ugm-3 (Ref.eq),0.81631,R,ugm-3
04-01-2025,22:00,2.375,R,ugm-3 (FIDAS),0.37681,R,ugm-3,4.49292,R,ugm-3,5.07069,R,ugm-3,69.25079,R,ugm-3,2.075,R,ugm-3 (Ref.eq),1.08841,R,ugm-3
04-01-2025,23:00,1.850,R,ugm-3 (FIDAS),0.20553,R,ugm-3,4.30370,R,ugm-3,4.61884,R,ugm-3,70.94714,R,ugm-3,1.368,R,ugm-3 (Ref.eq),1.63261,R,ugm-3
04-01-2025,24:00,0.875,R,ugm-3 (FIDAS),0.34256,R,ugm-3,3.29032,R,ugm-3,3.81557,R,ugm-3,71.24649,R,ugm-3,0.684,R,ugm-3 (Ref.eq),1.49656,R,ugm-3
05-01-2025,01:00,0.675,R,ugm-3 (FIDAS),0.27414,R,ugm-3,3.26155,R,ugm-3,3.68188,R,ugm-3,70.91387,R,ugm-3,0.495,R,ugm-3 (Ref.eq),,,
05-01-2025,02:00,0.525,R,ugm-3 (FIDAS),0.31983,R,ugm-3,3.25843,R,ugm-3,3.74883,R,ugm-3,67.38814,R,ugm-3,0.354,R,ugm-3 (Ref.eq),1.17818,R,ugm-3
05-01-2025,03:00,0.450,R,ugm-3 (FIDAS),0.30840,R,ugm-3,3.09186,R,ugm-3,3.56473,R,ugm-3,65.50885,R,ugm-3,0.330,R,ugm-3 (Ref.eq),0.61175,R,ugm-3
05-01-2025,04:00,0.225,R,ugm-3 (FIDAS),0.41120,R,ugm-3,2.38195,R,ugm-3,3.01245,R,ugm-3,64.81036,R,ugm-3,0.189,R,ugm-3 (Ref.eq),0.47580,R,ugm-3
05-01-2025,05:00,1.025,R,ugm-3 (FIDAS),0.23987,R,ugm-3,1.64051,R,ugm-3,2.00830,R,ugm-3,69.30068,R,ugm-3,0.377,R,ugm-3 (Ref.eq),1.01958,R,ugm-3
05-01-2025,06:00,1.600,R,ugm-3 (FIDAS),0.27414,R,ugm-3,0.13195,R,ugm-3,0.55228,R,ugm-3,79.57854,R,ugm-3,0.519,R,ugm-3 (Ref.eq),1.97118,R,ugm-3
05-01-2025,07:00,1.575,R,ugm-3 (FIDAS),0.30840,R,ugm-3,0.53127,R,ugm-3,1.00415,R,ugm-3,79.87789,R,ugm-3,0.425,R,ugm-3 (Ref.eq),1.35944,R,ugm-3
05-01-2025,08:00,2.975,R,ugm-3 (FIDAS),0.41120,R,ugm-3,0.67489,R,ugm-3,1.30539,R,ugm-3,80.22714,R,ugm-3,0.849,R,ugm-3 (Ref.eq),0.81566,R,ugm-3
05-01-2025,09:00,4.675,R,ugm-3 (FIDAS),0.17134,R,ugm-3,0.79165,R,ugm-3,1.05436,R,ugm-3,76.43531,R,ugm-3,1.085,R,ugm-3 (Ref.eq),0.61175,R,ugm-3
05-01-2025,10:00,4.200,R,ugm-3 (FIDAS),0.34267,R,ugm-3,1.43267,R,ugm-3,1.95809,R,ugm-3,71.24649,R,ugm-3,1.132,R,ugm-3 (Ref.eq),0.27189,R,ugm-3
05-01-2025,11:00,5.200,R,ugm-3 (FIDAS),0.23987,R,ugm-3,1.89154,R,ugm-3,2.25934,R,ugm-3,67.10541,R,ugm-3,1.250,R,ugm-3 (Ref.eq),0.33986,R,ugm-3
05-01-2025,12:00,4.750,R,ugm-3 (FIDAS),0.30840,R,ugm-3,2.13791,R,ugm-3,2.61079,R,ugm-3,69.55015,R,ugm-3,1.274,R,ugm-3 (Ref.eq),0.47580,R,ugm-3
05-01-2025,13:00,2.775,R,ugm-3 (FIDAS),0.37694,R,ugm-3,1.63117,R,ugm-3,2.20913,R,ugm-3,75.38757,R,ugm-3,0.755,R,ugm-3 (Ref.eq),0.27189,R,ugm-3
05-01-2025,14:00,3.425,R,ugm-3 (FIDAS),0.27414,R,ugm-3,1.23651,R,ugm-3,1.65685,R,ugm-3,78.88004,R,ugm-3,0.873,R,ugm-3 (Ref.eq),0.20392,R,ugm-3
05-01-2025,15:00,2.700,R,ugm-3 (FIDAS),0.37694,R,ugm-3,1.43034,R,ugm-3,2.00830,R,ugm-3,79.12951,R,ugm-3,0.943,R,ugm-3 (Ref.eq),0.27189,R,ugm-3
05-01-2025,16:00,2.775,R,ugm-3 (FIDAS),0.30840,R,ugm-3,1.13376,R,ugm-3,1.60664,R,ugm-3,79.37897,R,ugm-3,0.755,R,ugm-3 (Ref.eq),0.27189,R,ugm-3
05-01-2025,17:00,2.400,R,ugm-3 (FIDAS),0.10280,R,ugm-3,1.09756,R,ugm-3,1.25519,R,ugm-3,78.68047,R,ugm-3,0.755,R,ugm-3 (Ref.eq),0.33986,R,ugm-3
05-01-2025,18:00,3.825,R,ugm-3 (FIDAS),0.27414,R,ugm-3,0.63402,R,ugm-3,1.05436,R,ugm-3,82.92134,R,ugm-3,1.486,R,ugm-3 (Ref.eq),0.33986,R,ugm-3
05-01-2025,19:00,5.775,R,ugm-3 (FIDAS),0.30840,R,ugm-3,0.73210,R,ugm-3,1.20498,R,ugm-3,86.76306,R,ugm-3,2.217,R,ugm-3 (Ref.eq),0.47580,R,ugm-3
05-01-2025,20:00,7.875,R,ugm-3 (FIDAS),0.34267,R,ugm-3,0.52894,R,ugm-3,1.05436,R,ugm-3,85.01682,R,ugm-3,2.052,R,ugm-3 (Ref.eq),0.54377,R,ugm-3
05-01-2025,21:00,4.325,R,ugm-3 (FIDAS),0.27414,R,ugm-3,1.83900,R,ugm-3,2.25934,R,ugm-3,55.08132,R,ugm-3,1.392,R,ugm-3 (Ref.eq),0.40783,R,ugm-3
