Data supplied by UK-AIR on 11/8/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Swansea Roadside,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit
 
01-01-2026,01:00,45.411,R,ugm-3 (Ref.eq),3.54453,R,ugm-3,25.02764,R,ugm-3,30.46252,R,ugm-3,,,
01-01-2026,02:00,14.493,R,ugm-3 (Ref.eq),0.58328,R,ugm-3,9.35277,R,ugm-3,10.24712,R,ugm-3,,,
01-01-2026,03:00,8.696,R,ugm-3 (Ref.eq),0.70666,R,ugm-3,7.22918,R,ugm-3,8.31271,R,ugm-3,,,
01-01-2026,04:00,6.763,R,ugm-3 (Ref.eq),1.78348,R,ugm-3,9.34232,R,ugm-3,12.07696,R,ugm-3,,,
01-01-2026,05:00,7.730,R,ugm-3 (Ref.eq),1.61523,R,ugm-3,9.44346,R,ugm-3,11.92012,R,ugm-3,,,
01-01-2026,06:00,6.763,R,ugm-3 (Ref.eq),1.17777,R,ugm-3,10.58475,R,ugm-3,12.39065,R,ugm-3,,,
01-01-2026,07:00,2.899,R,ugm-3 (Ref.eq),0.40381,R,ugm-3,5.02721,R,ugm-3,5.64637,R,ugm-3,,,
01-01-2026,08:00,0.000,R,ugm-3 (Ref.eq),0.57206,R,ugm-3,4.61238,R,ugm-3,5.48953,R,ugm-3,,,
01-01-2026,09:00,1.932,R,ugm-3 (Ref.eq),0.37016,R,ugm-3,5.54934,R,ugm-3,6.11690,R,ugm-3,,,
01-01-2026,10:00,9.662,R,ugm-3 (Ref.eq),0.50476,R,ugm-3,6.59770,R,ugm-3,7.37165,R,ugm-3,,,
01-01-2026,11:00,9.662,R,ugm-3 (Ref.eq),0.90857,R,ugm-3,5.76941,R,ugm-3,7.16253,R,ugm-3,,,
01-01-2026,12:00,9.662,R,ugm-3 (Ref.eq),1.34603,R,ugm-3,5.04637,R,ugm-3,7.11025,R,ugm-3,,,
01-01-2026,13:00,7.730,R,ugm-3 (Ref.eq),1.44698,R,ugm-3,6.56458,R,ugm-3,8.78324,R,ugm-3,,,
01-01-2026,14:00,5.797,R,ugm-3 (Ref.eq),0.94222,R,ugm-3,5.82238,R,ugm-3,7.26709,R,ugm-3,,,
01-01-2026,15:00,8.696,R,ugm-3 (Ref.eq),0.80762,R,ugm-3,5.45367,R,ugm-3,6.69199,R,ugm-3,,,
01-01-2026,16:00,6.763,R,ugm-3 (Ref.eq),0.90857,R,ugm-3,7.49469,R,ugm-3,8.88781,R,ugm-3,,,
01-01-2026,17:00,10.628,R,ugm-3 (Ref.eq),0.97587,R,ugm-3,9.16906,R,ugm-3,10.66537,R,ugm-3,,,
01-01-2026,18:00,8.696,R,ugm-3 (Ref.eq),3.73522,R,ugm-3,20.72703,R,ugm-3,26.45429,R,ugm-3,,,
01-01-2026,19:00,16.425,R,ugm-3 (Ref.eq),5.58601,R,ugm-3,24.31979,R,ugm-3,32.88488,R,ugm-3,,,
01-01-2026,20:00,12.561,R,ugm-3 (Ref.eq),1.24507,R,ugm-3,14.40265,R,ugm-3,16.31174,R,ugm-3,,,
01-01-2026,21:00,9.662,R,ugm-3 (Ref.eq),1.00952,R,ugm-3,13.24768,R,ugm-3,14.79558,R,ugm-3,,,
01-01-2026,22:00,7.730,R,ugm-3 (Ref.eq),1.48063,R,ugm-3,13.04813,R,ugm-3,15.31839,R,ugm-3,,,
01-01-2026,23:00,8.696,R,ugm-3 (Ref.eq),0.33651,R,ugm-3,8.42412,R,ugm-3,8.94009,R,ugm-3,,,
01-01-2026,24:00,7.730,R,ugm-3 (Ref.eq),4.74474,R,ugm-3,24.09356,R,ugm-3,31.36873,R,ugm-3,,,
02-01-2026,01:00,11.594,R,ugm-3 (Ref.eq),5.74016,R,ugm-3,23.88882,R,ugm-3,32.69027,R,ugm-3,,,
02-01-2026,02:00,13.527,R,ugm-3 (Ref.eq),1.30051,R,ugm-3,6.64898,R,ugm-3,8.64306,R,ugm-3,,,
02-01-2026,03:00,9.662,R,ugm-3 (Ref.eq),0.67268,R,ugm-3,4.61445,R,ugm-3,5.64587,R,ugm-3,,,
02-01-2026,04:00,11.594,R,ugm-3 (Ref.eq),0.40361,R,ugm-3,2.30863,R,ugm-3,2.92749,R,ugm-3,,,
02-01-2026,05:00,9.662,R,ugm-3 (Ref.eq),0.97538,R,ugm-3,4.04576,R,ugm-3,5.54132,R,ugm-3,,,
