Data supplied by UK-AIR on 12/8/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Newport,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit
 
01-01-2026,01:00,32.375,R,ugm-3 (FIDAS),0.61848,R,ugm-3,28.50894,R,ugm-3,29.45727,R,ugm-3,26.981,R,ugm-3 (Ref.eq)
01-01-2026,02:00,15.850,R,ugm-3 (FIDAS),0.41232,R,ugm-3,6.27555,R,ugm-3,6.90777,R,ugm-3,12.642,R,ugm-3 (Ref.eq)
01-01-2026,03:00,5.925,R,ugm-3 (FIDAS),0.34790,R,ugm-3,2.98000,R,ugm-3,3.51344,R,ugm-3,3.632,R,ugm-3 (Ref.eq)
01-01-2026,04:00,5.500,R,ugm-3 (FIDAS),0.50252,R,ugm-3,1.96877,R,ugm-3,2.73929,R,ugm-3,3.420,R,ugm-3 (Ref.eq)
01-01-2026,05:00,5.650,R,ugm-3 (FIDAS),0.27059,R,ugm-3,2.26484,R,ugm-3,2.67974,R,ugm-3,3.184,R,ugm-3 (Ref.eq)
01-01-2026,06:00,5.725,R,ugm-3 (FIDAS),0.19328,R,ugm-3,3.03843,R,ugm-3,3.33478,R,ugm-3,2.854,R,ugm-3 (Ref.eq)
01-01-2026,07:00,4.850,R,ugm-3 (FIDAS),0.34790,R,ugm-3,2.44405,R,ugm-3,2.97749,R,ugm-3,2.665,R,ugm-3 (Ref.eq)
01-01-2026,08:00,4.675,R,ugm-3 (FIDAS),0.30924,R,ugm-3,1.96738,R,ugm-3,2.44154,R,ugm-3,2.736,R,ugm-3 (Ref.eq)
01-01-2026,09:00,5.025,R,ugm-3 (FIDAS),0.46386,R,ugm-3,2.86174,R,ugm-3,3.57298,R,ugm-3,2.854,R,ugm-3 (Ref.eq)
01-01-2026,10:00,4.550,R,ugm-3 (FIDAS),0.54117,R,ugm-3,4.64879,R,ugm-3,5.47857,R,ugm-3,2.642,R,ugm-3 (Ref.eq)
01-01-2026,11:00,4.225,R,ugm-3 (FIDAS),0.54117,R,ugm-3,4.41059,R,ugm-3,5.24038,R,ugm-3,2.359,R,ugm-3 (Ref.eq)
01-01-2026,12:00,4.200,R,ugm-3 (FIDAS),0.65714,R,ugm-3,5.78107,R,ugm-3,6.78867,R,ugm-3,2.476,R,ugm-3 (Ref.eq)
01-01-2026,13:00,12.600,R,ugm-3 (FIDAS),1.04369,R,ugm-3,6.73666,R,ugm-3,8.33696,R,ugm-3,3.255,R,ugm-3 (Ref.eq)
01-01-2026,14:00,12.075,R,ugm-3 (FIDAS),0.85042,R,ugm-3,6.31841,R,ugm-3,7.62237,R,ugm-3,3.703,R,ugm-3 (Ref.eq)
01-01-2026,15:00,12.650,R,ugm-3 (FIDAS),0.57983,R,ugm-3,5.72096,R,ugm-3,6.61002,R,ugm-3,4.387,R,ugm-3 (Ref.eq)
01-01-2026,16:00,12.050,R,ugm-3 (FIDAS),0.54117,R,ugm-3,5.66113,R,ugm-3,6.49092,R,ugm-3,5.590,R,ugm-3 (Ref.eq)
01-01-2026,17:00,13.150,R,ugm-3 (FIDAS),0.42521,R,ugm-3,7.68499,R,ugm-3,8.33696,R,ugm-3,7.052,R,ugm-3 (Ref.eq)
01-01-2026,18:00,12.550,R,ugm-3 (FIDAS),0.57983,R,ugm-3,13.10513,R,ugm-3,13.99419,R,ugm-3,5.307,R,ugm-3 (Ref.eq)
01-01-2026,19:00,9.925,R,ugm-3 (FIDAS),0.61848,R,ugm-3,9.71107,R,ugm-3,10.65940,R,ugm-3,6.722,R,ugm-3 (Ref.eq)
01-01-2026,20:00,10.850,R,ugm-3 (FIDAS),0.27059,R,ugm-3,6.13558,R,ugm-3,6.55047,R,ugm-3,7.052,R,ugm-3 (Ref.eq)
01-01-2026,21:00,10.750,R,ugm-3 (FIDAS),0.38655,R,ugm-3,6.43416,R,ugm-3,7.02687,R,ugm-3,6.274,R,ugm-3 (Ref.eq)
01-01-2026,22:00,7.025,R,ugm-3 (FIDAS),0.42521,R,ugm-3,6.67264,R,ugm-3,7.32462,R,ugm-3,3.703,R,ugm-3 (Ref.eq)
01-01-2026,23:00,5.625,R,ugm-3 (FIDAS),0.19328,R,ugm-3,3.81258,R,ugm-3,4.10893,R,ugm-3,2.972,R,ugm-3 (Ref.eq)
01-01-2026,24:00,8.375,R,ugm-3 (FIDAS),0.34790,R,ugm-3,3.15865,R,ugm-3,3.69208,R,ugm-3,4.222,R,ugm-3 (Ref.eq)
02-01-2026,01:00,8.525,R,ugm-3 (FIDAS),0.10310,R,ugm-3,2.85891,R,ugm-3,3.01700,R,ugm-3,4.057,R,ugm-3 (Ref.eq)
02-01-2026,02:00,7.850,R,ugm-3 (FIDAS),0.30931,R,ugm-3,3.01909,R,ugm-3,3.49337,R,ugm-3,3.467,R,ugm-3 (Ref.eq)
02-01-2026,03:00,6.700,R,ugm-3 (FIDAS),0.34798,R,ugm-3,3.45603,R,ugm-3,3.98958,R,ugm-3,3.491,R,ugm-3 (Ref.eq)
02-01-2026,04:00,10.400,R,ugm-3 (FIDAS),0.23199,R,ugm-3,4.11025,R,ugm-3,4.46595,R,ugm-3,4.340,R,ugm-3 (Ref.eq)
02-01-2026,05:00,10.825,R,ugm-3 (FIDAS),0.19332,R,ugm-3,3.75271,R,ugm-3,4.04913,R,ugm-3,4.528,R,ugm-3 (Ref.eq)
02-01-2026,06:00,7.550,R,ugm-3 (FIDAS),0.69596,R,ugm-3,5.60204,R,ugm-3,6.66916,R,ugm-3,3.137,R,ugm-3 (Ref.eq)
02-01-2026,07:00,16.250,R,ugm-3 (FIDAS),0.96661,R,ugm-3,10.54619,R,ugm-3,12.02830,R,ugm-3,3.443,R,ugm-3 (Ref.eq)
02-01-2026,08:00,7.450,R,ugm-3 (FIDAS),0.73462,R,ugm-3,12.86692,R,ugm-3,13.99332,R,ugm-3,1.415,R,ugm-3 (Ref.eq)
02-01-2026,09:00,5.900,R,ugm-3 (FIDAS),1.12126,R,ugm-3,11.08315,R,ugm-3,12.80240,R,ugm-3,1.203,R,ugm-3 (Ref.eq)
02-01-2026,10:00,7.175,R,ugm-3 (FIDAS),3.20913,R,ugm-3,25.80516,R,ugm-3,30.72576,R,ugm-3,2.028,R,ugm-3 (Ref.eq)
02-01-2026,11:00,7.000,R,ugm-3 (FIDAS),1.50791,R,ugm-3,8.40620,R,ugm-3,10.71829,R,ugm-3,2.571,R,ugm-3 (Ref.eq)
02-01-2026,12:00,7.125,R,ugm-3 (FIDAS),1.70123,R,ugm-3,8.94342,R,ugm-3,11.55193,R,ugm-3,3.066,R,ugm-3 (Ref.eq)
02-01-2026,13:00,6.200,R,ugm-3 (FIDAS),1.58523,R,ugm-3,7.09671,R,ugm-3,9.52737,R,ugm-3,2.901,R,ugm-3 (Ref.eq)
02-01-2026,14:00,8.200,R,ugm-3 (FIDAS),1.66256,R,ugm-3,7.99043,R,ugm-3,10.53965,R,ugm-3,3.019,R,ugm-3 (Ref.eq)
02-01-2026,15:00,13.850,R,ugm-3 (FIDAS),1.54657,R,ugm-3,8.70419,R,ugm-3,11.07556,R,ugm-3,3.656,R,ugm-3 (Ref.eq)
02-01-2026,16:00,17.950,R,ugm-3 (FIDAS),1.50791,R,ugm-3,13.28898,R,ugm-3,15.60106,R,ugm-3,4.269,R,ugm-3 (Ref.eq)
02-01-2026,17:00,12.425,R,ugm-3 (FIDAS),0.73462,R,ugm-3,19.83381,R,ugm-3,20.96021,R,ugm-3,4.575,R,ugm-3 (Ref.eq)
02-01-2026,18:00,15.800,R,ugm-3 (FIDAS),1.31458,R,ugm-3,27.28099,R,ugm-3,29.29665,R,ugm-3,8.679,R,ugm-3 (Ref.eq)
02-01-2026,19:00,15.300,R,ugm-3 (FIDAS),6.07028,R,ugm-3,46.66565,R,ugm-3,55.97328,R,ugm-3,9.434,R,ugm-3 (Ref.eq)
02-01-2026,20:00,18.075,R,ugm-3 (FIDAS),5.91562,R,ugm-3,40.76954,R,ugm-3,49.84004,R,ugm-3,10.354,R,ugm-3 (Ref.eq)
02-01-2026,21:00,17.850,R,ugm-3 (FIDAS),1.04393,R,ugm-3,30.79237,R,ugm-3,32.39305,R,ugm-3,10.684,R,ugm-3 (Ref.eq)
02-01-2026,22:00,14.700,R,ugm-3 (FIDAS),0.73462,R,ugm-3,22.33474,R,ugm-3,23.46114,R,ugm-3,8.750,R,ugm-3 (Ref.eq)
02-01-2026,23:00,9.575,R,ugm-3 (FIDAS),0.65729,R,ugm-3,21.73875,R,ugm-3,22.74659,R,ugm-3,5.826,R,ugm-3 (Ref.eq)
02-01-2026,24:00,9.550,R,ugm-3 (FIDAS),0.34798,R,ugm-3,7.14788,R,ugm-3,7.68144,R,ugm-3,4.693,R,ugm-3 (Ref.eq)
03-01-2026,01:00,9.475,R,ugm-3 (FIDAS),0.30939,R,ugm-3,9.84629,R,ugm-3,10.32067,R,ugm-3,5.212,R,ugm-3 (Ref.eq)
03-01-2026,02:00,8.675,R,ugm-3 (FIDAS),0.36095,R,ugm-3,5.48018,R,ugm-3,6.03363,R,ugm-3,4.316,R,ugm-3 (Ref.eq)
03-01-2026,03:00,7.925,R,ugm-3 (FIDAS),0.23204,R,ugm-3,3.75264,R,ugm-3,4.10842,R,ugm-3,3.844,R,ugm-3 (Ref.eq)
03-01-2026,04:00,7.950,R,ugm-3 (FIDAS),0.34806,R,ugm-3,1.84801,R,ugm-3,2.38169,R,ugm-3,3.514,R,ugm-3 (Ref.eq)
03-01-2026,05:00,5.800,R,ugm-3 (FIDAS),0.27071,R,ugm-3,6.55137,R,ugm-3,6.96646,R,ugm-3,2.877,R,ugm-3 (Ref.eq)
03-01-2026,06:00,4.125,R,ugm-3 (FIDAS),0.42541,R,ugm-3,2.38438,R,ugm-3,3.03666,R,ugm-3,2.217,R,ugm-3 (Ref.eq)
03-01-2026,07:00,3.475,R,ugm-3 (FIDAS),0.38673,R,ugm-3,4.11087,R,ugm-3,4.70385,R,ugm-3,1.887,R,ugm-3 (Ref.eq)
03-01-2026,08:00,4.050,R,ugm-3 (FIDAS),0.38673,R,ugm-3,6.37348,R,ugm-3,6.96646,R,ugm-3,1.722,R,ugm-3 (Ref.eq)
03-01-2026,09:00,5.350,R,ugm-3 (FIDAS),0.61877,R,ugm-3,13.52002,R,ugm-3,14.46879,R,ugm-3,2.288,R,ugm-3 (Ref.eq)
03-01-2026,10:00,7.225,R,ugm-3 (FIDAS),1.66295,R,ugm-3,15.67015,R,ugm-3,18.21996,R,ugm-3,2.689,R,ugm-3 (Ref.eq)
03-01-2026,11:00,16.800,R,ugm-3 (FIDAS),1.74029,R,ugm-3,9.77594,R,ugm-3,12.44435,R,ugm-3,3.632,R,ugm-3 (Ref.eq)
03-01-2026,12:00,34.575,R,ugm-3 (FIDAS),1.89499,R,ugm-3,9.12195,R,ugm-3,12.02756,R,ugm-3,5.637,R,ugm-3 (Ref.eq)
03-01-2026,13:00,21.200,R,ugm-3 (FIDAS),1.62427,R,ugm-3,7.15534,R,ugm-3,9.64586,R,ugm-3,4.623,R,ugm-3 (Ref.eq)
03-01-2026,14:00,12.975,R,ugm-3 (FIDAS),1.66295,R,ugm-3,6.20291,R,ugm-3,8.75273,R,ugm-3,3.373,R,ugm-3 (Ref.eq)
03-01-2026,15:00,18.575,R,ugm-3 (FIDAS),1.39223,R,ugm-3,7.21342,R,ugm-3,9.34815,R,ugm-3,4.104,R,ugm-3 (Ref.eq)
03-01-2026,16:00,11.375,R,ugm-3 (FIDAS),1.46958,R,ugm-3,8.34521,R,ugm-3,10.59854,R,ugm-3,3.042,R,ugm-3 (Ref.eq)
03-01-2026,17:00,10.850,R,ugm-3 (FIDAS),1.66295,R,ugm-3,13.58616,R,ugm-3,16.13598,R,ugm-3,3.632,R,ugm-3 (Ref.eq)
03-01-2026,18:00,11.225,R,ugm-3 (FIDAS),1.43091,R,ugm-3,24.77866,R,ugm-3,26.97269,R,ugm-3,4.363,R,ugm-3 (Ref.eq)
03-01-2026,19:00,15.425,R,ugm-3 (FIDAS),5.14353,R,ugm-3,43.26024,R,ugm-3,51.14688,R,ugm-3,7.783,R,ugm-3 (Ref.eq)
03-01-2026,20:00,18.250,R,ugm-3 (FIDAS),14.07704,R,ugm-3,59.69083,R,ugm-3,81.27531,R,ugm-3,10.000,R,ugm-3 (Ref.eq)
03-01-2026,21:00,11.200,R,ugm-3 (FIDAS),1.70162,R,ugm-3,29.48422,R,ugm-3,32.09333,R,ugm-3,5.684,R,ugm-3 (Ref.eq)
03-01-2026,22:00,9.750,R,ugm-3 (FIDAS),0.65744,R,ugm-3,16.19967,R,ugm-3,17.20774,R,ugm-3,6.156,R,ugm-3 (Ref.eq)
03-01-2026,23:00,12.225,R,ugm-3 (FIDAS),1.23754,R,ugm-3,25.90874,R,ugm-3,27.80628,R,ugm-3,8.797,R,ugm-3 (Ref.eq)
03-01-2026,24:00,12.225,R,ugm-3 (FIDAS),3.98334,R,ugm-3,42.24069,R,ugm-3,48.34839,R,ugm-3,9.245,R,ugm-3 (Ref.eq)
04-01-2026,01:00,11.250,R,ugm-3 (FIDAS),0.87680,R,ugm-3,28.82186,R,ugm-3,30.16626,R,ugm-3,8.538,R,ugm-3 (Ref.eq)
04-01-2026,02:00,11.175,R,ugm-3 (FIDAS),6.80806,R,ugm-3,38.62099,R,ugm-3,49.05986,R,ugm-3,8.255,R,ugm-3 (Ref.eq)
04-01-2026,03:00,10.550,R,ugm-3 (FIDAS),3.13325,R,ugm-3,28.29924,R,ugm-3,33.10350,R,ugm-3,7.689,R,ugm-3 (Ref.eq)
04-01-2026,04:00,7.150,R,ugm-3 (FIDAS),0.42550,R,ugm-3,9.94545,R,ugm-3,10.59788,R,ugm-3,4.505,R,ugm-3 (Ref.eq)
04-01-2026,05:00,6.000,R,ugm-3 (FIDAS),0.38682,R,ugm-3,6.90875,R,ugm-3,7.50187,R,ugm-3,3.443,R,ugm-3 (Ref.eq)
04-01-2026,06:00,4.725,R,ugm-3 (FIDAS),0.19341,R,ugm-3,7.20531,R,ugm-3,7.50187,R,ugm-3,2.759,R,ugm-3 (Ref.eq)
04-01-2026,07:00,6.575,R,ugm-3 (FIDAS),0.46419,R,ugm-3,8.99306,R,ugm-3,9.70480,R,ugm-3,4.198,R,ugm-3 (Ref.eq)
04-01-2026,08:00,5.450,R,ugm-3 (FIDAS),1.74070,R,ugm-3,26.02861,R,ugm-3,28.69764,R,ugm-3,3.373,R,ugm-3 (Ref.eq)
04-01-2026,09:00,6.325,R,ugm-3 (FIDAS),29.51447,R,ugm-3,55.48453,R,ugm-3,100.73942,R,ugm-3,4.387,R,ugm-3 (Ref.eq)
04-01-2026,10:00,7.900,R,ugm-3 (FIDAS),36.32253,R,ugm-3,54.69092,R,ugm-3,110.38469,R,ugm-3,5.967,R,ugm-3 (Ref.eq)
04-01-2026,11:00,4.525,R,ugm-3 (FIDAS),2.12752,R,ugm-3,15.96884,R,ugm-3,19.23099,R,ugm-3,3.019,R,ugm-3 (Ref.eq)
04-01-2026,12:00,7.625,R,ugm-3 (FIDAS),2.12752,R,ugm-3,12.57514,R,ugm-3,15.83728,R,ugm-3,5.542,R,ugm-3 (Ref.eq)
04-01-2026,13:00,4.650,R,ugm-3 (FIDAS),1.12178,R,ugm-3,8.63969,R,ugm-3,10.35973,R,ugm-3,2.830,R,ugm-3 (Ref.eq)
04-01-2026,14:00,11.525,R,ugm-3 (FIDAS),1.27651,R,ugm-3,9.77183,R,ugm-3,11.72912,R,ugm-3,3.514,R,ugm-3 (Ref.eq)
04-01-2026,15:00,20.450,R,ugm-3 (FIDAS),1.43124,R,ugm-3,11.79705,R,ugm-3,13.99159,R,ugm-3,4.057,R,ugm-3 (Ref.eq)
04-01-2026,16:00,12.950,R,ugm-3 (FIDAS),0.65760,R,ugm-3,8.93466,R,ugm-3,9.94296,R,ugm-3,5.472,R,ugm-3 (Ref.eq)
04-01-2026,17:00,7.075,R,ugm-3 (FIDAS),0.38682,R,ugm-3,9.05215,R,ugm-3,9.64526,R,ugm-3,3.538,R,ugm-3 (Ref.eq)
04-01-2026,18:00,8.650,R,ugm-3 (FIDAS),0.50287,R,ugm-3,18.16224,R,ugm-3,18.93330,R,ugm-3,5.708,R,ugm-3 (Ref.eq)
04-01-2026,19:00,12.075,R,ugm-3 (FIDAS),0.46419,R,ugm-3,29.41482,R,ugm-3,30.12656,R,ugm-3,9.104,R,ugm-3 (Ref.eq)
04-01-2026,20:00,15.225,R,ugm-3 (FIDAS),0.46419,R,ugm-3,21.13895,R,ugm-3,21.85069,R,ugm-3,11.392,R,ugm-3 (Ref.eq)
04-01-2026,21:00,6.900,R,ugm-3 (FIDAS),0.58023,R,ugm-3,12.68514,R,ugm-3,13.57482,R,ugm-3,4.316,R,ugm-3 (Ref.eq)
04-01-2026,22:00,8.050,R,ugm-3 (FIDAS),1.12178,R,ugm-3,22.33358,R,ugm-3,24.05362,R,ugm-3,5.637,R,ugm-3 (Ref.eq)
04-01-2026,23:00,10.725,R,ugm-3 (FIDAS),4.91263,R,ugm-3,37.77633,R,ugm-3,45.30893,R,ugm-3,8.396,R,ugm-3 (Ref.eq)
04-01-2026,24:00,10.600,R,ugm-3 (FIDAS),0.65760,R,ugm-3,33.46459,R,ugm-3,34.47289,R,ugm-3,8.750,R,ugm-3 (Ref.eq)
05-01-2026,01:00,10.625,R,ugm-3 (FIDAS),1.13494,R,ugm-3,41.20435,R,ugm-3,42.94456,R,ugm-3,8.373,R,ugm-3 (Ref.eq)
05-01-2026,02:00,11.075,R,ugm-3 (FIDAS),1.70241,R,ugm-3,28.50663,R,ugm-3,31.11695,R,ugm-3,8.750,R,ugm-3 (Ref.eq)
05-01-2026,03:00,11.525,R,ugm-3 (FIDAS),1.23812,R,ugm-3,27.27372,R,ugm-3,29.17214,R,ugm-3,9.175,R,ugm-3 (Ref.eq)
05-01-2026,04:00,10.450,R,ugm-3 (FIDAS),6.96440,R,ugm-3,34.32985,R,ugm-3,45.00844,R,ugm-3,8.632,R,ugm-3 (Ref.eq)
05-01-2026,05:00,10.075,R,ugm-3 (FIDAS),7.19654,R,ugm-3,32.66413,R,ugm-3,43.69867,R,ugm-3,7.995,R,ugm-3 (Ref.eq)
05-01-2026,06:00,8.250,R,ugm-3 (FIDAS),13.27105,R,ugm-3,38.94818,R,ugm-3,59.29684,R,ugm-3,6.863,R,ugm-3 (Ref.eq)
05-01-2026,07:00,8.000,R,ugm-3 (FIDAS),20.11937,R,ugm-3,47.32015,R,ugm-3,78.16943,R,ugm-3,5.330,R,ugm-3 (Ref.eq)
05-01-2026,08:00,5.775,R,ugm-3 (FIDAS),18.95864,R,ugm-3,54.04132,R,ugm-3,83.11083,R,ugm-3,3.585,R,ugm-3 (Ref.eq)
05-01-2026,09:00,8.800,R,ugm-3 (FIDAS),117.19534,R,ugm-3,74.57687,R,ugm-3,254.27389,R,ugm-3,5.802,R,ugm-3 (Ref.eq)
05-01-2026,10:00,7.525,R,ugm-3 (FIDAS),64.57545,R,ugm-3,55.00268,R,ugm-3,154.01699,R,ugm-3,5.118,R,ugm-3 (Ref.eq)
05-01-2026,11:00,10.475,R,ugm-3 (FIDAS),22.51822,R,ugm-3,41.73685,R,ugm-3,76.26431,R,ugm-3,6.580,R,ugm-3 (Ref.eq)
05-01-2026,12:00,9.975,R,ugm-3 (FIDAS),5.76497,R,ugm-3,27.35776,R,ugm-3,36.19727,R,ugm-3,4.175,R,ugm-3 (Ref.eq)
05-01-2026,13:00,22.950,R,ugm-3 (FIDAS),3.52089,R,ugm-3,17.99862,R,ugm-3,23.39725,R,ugm-3,4.316,R,ugm-3 (Ref.eq)
05-01-2026,14:00,33.625,R,ugm-3 (FIDAS),2.63100,R,ugm-3,12.51659,R,ugm-3,16.55072,R,ugm-3,4.976,R,ugm-3 (Ref.eq)
05-01-2026,15:00,18.575,R,ugm-3 (FIDAS),2.82445,R,ugm-3,10.49345,R,ugm-3,14.82421,R,ugm-3,3.396,R,ugm-3 (Ref.eq)
05-01-2026,16:00,17.275,R,ugm-3 (FIDAS),3.48220,R,ugm-3,17.64120,R,ugm-3,22.98050,R,ugm-3,3.349,R,ugm-3 (Ref.eq)
05-01-2026,17:00,23.675,R,ugm-3 (FIDAS),6.22927,R,ugm-3,41.05332,R,ugm-3,50.60473,R,ugm-3,4.363,R,ugm-3 (Ref.eq)
05-01-2026,18:00,19.375,R,ugm-3 (FIDAS),17.79791,R,ugm-3,52.30852,R,ugm-3,79.59827,R,ugm-3,5.354,R,ugm-3 (Ref.eq)
05-01-2026,19:00,14.225,R,ugm-3 (FIDAS),4.79770,R,ugm-3,46.93953,R,ugm-3,54.29590,R,ugm-3,6.792,R,ugm-3 (Ref.eq)
05-01-2026,20:00,16.400,R,ugm-3 (FIDAS),17.33361,R,ugm-3,58.73579,R,ugm-3,85.31362,R,ugm-3,10.472,R,ugm-3 (Ref.eq)
05-01-2026,21:00,19.425,R,ugm-3 (FIDAS),31.57194,R,ugm-3,64.76636,R,ugm-3,113.17599,R,ugm-3,15.519,R,ugm-3 (Ref.eq)
05-01-2026,22:00,22.125,R,ugm-3 (FIDAS),38.92325,R,ugm-3,62.84150,R,ugm-3,122.52298,R,ugm-3,18.774,R,ugm-3 (Ref.eq)
05-01-2026,23:00,21.850,R,ugm-3 (FIDAS),32.46183,R,ugm-3,52.03070,R,ugm-3,101.80481,R,ugm-3,18.302,R,ugm-3 (Ref.eq)
05-01-2026,24:00,14.825,R,ugm-3 (FIDAS),20.73843,R,ugm-3,48.15699,R,ugm-3,79.95547,R,ugm-3,12.500,R,ugm-3 (Ref.eq)
06-01-2026,01:00,11.100,R,ugm-3 (FIDAS),16.15083,R,ugm-3,47.86392,R,ugm-3,72.62817,R,ugm-3,8.868,R,ugm-3 (Ref.eq)
06-01-2026,02:00,11.375,R,ugm-3 (FIDAS),24.40684,R,ugm-3,40.84050,R,ugm-3,78.26380,R,ugm-3,9.175,R,ugm-3 (Ref.eq)
