latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
52.83403,-4.00073,308.73,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,287.05,1.43,N
52.83493,-4.00633,308.13,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,286.59,1.43,N
52.83727,-3.99932,322.83,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,287.39,1.43,N
52.84052,-3.9979,309.13,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,285.19,1.03,N
52.85007,-3.99877,316.59,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,284.56,1.89,N
52.85331,-3.99734,299.05,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,285.64,0.7,N
52.85421,-4.00293,311.82,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,286.57,0.7,N
52.8596,-4.03652,306.62,0.38,0.36,2026-07-17,238,N,VIIRS,n,2.0NRT,283.57,0.73,N
51.39653,-3.393,307.46,0.39,0.36,2026-07-17,241,N,VIIRS,n,2.0NRT,287.11,0.76,N
51.6835,-5.03118,308.49,0.38,0.36,2026-07-17,241,N,VIIRS,n,2.0NRT,293.22,1.22,N
52.83197,-4.00122,347.54,0.41,0.45,2026-07-17,1227,N,VIIRS,n,2.0NRT,300.59,6.18,D
52.83614,-4.00263,340.62,0.41,0.45,2026-07-17,1227,N,VIIRS,n,2.0NRT,304.49,8.8,D
52.8376,-3.99658,353.98,0.41,0.45,2026-07-17,1227,N,VIIRS,n,2.0NRT,303.07,14.8,D
52.84978,-3.99159,340.88,0.41,0.45,2026-07-17,1227,N,VIIRS,n,2.0NRT,297.97,12.29,D
52.85189,-3.9934,342.76,0.41,0.45,2026-07-17,1227,N,VIIRS,n,2.0NRT,297.25,10.96,D
53.31318,-4.64624,342.52,0.42,0.45,2026-07-17,1227,N,VIIRS,n,2.0NRT,294.89,10.13,D
52.83288,-3.99722,334.13,0.4,0.6,2026-07-17,1408,N,VIIRS,n,2.0NRT,287.91,3.49,D
52.8367,-3.99577,332.39,0.4,0.6,2026-07-17,1408,N,VIIRS,n,2.0NRT,290.01,4.96,D
51.39808,-3.39815,302.43,0.42,0.37,2026-07-18,219,N,VIIRS,n,2.0NRT,284.72,0.57,N
51.68459,-5.02984,306.58,0.46,0.39,2026-07-18,219,N,VIIRS,n,2.0NRT,292.15,1.53,N
52.82932,-4.00692,343.52,0.44,0.39,2026-07-18,219,N,VIIRS,n,2.0NRT,288.8,4.03,N
52.83011,-4.01355,297.24,0.44,0.39,2026-07-18,219,N,VIIRS,n,2.0NRT,285.45,4.03,N
52.83201,-3.99866,345.49,0.44,0.39,2026-07-18,219,N,VIIRS,n,2.0NRT,289.97,5.12,N
